iteration,Model,C_AI_MSE,C_AI_R2,C_AI_adj_R2,C_self_MSE,C_self_R2,C_self_adj_R2,Mean_MSE,Mean_R2,Mean_adj_R2,AI_alpha_e,AI_alpha_a,AI_alpha_b,AI_omega1,AI_omega2,AI_omega3,AI_omega4,AI_gamma,self_alpha_e,self_alpha_a,self_alpha_b,self_omega1,self_omega2,self_omega3,self_omega4,self_gamma,AI_alpha_fast,AI_alpha_slow,AI_gamma_res,self_alpha_fast,self_alpha_slow,self_gamma_res
3,BASELINE-OG,0.0017376095166035412,0.7607086285034438,0.742501676324358,0.000904763999275992,0.718540127414244,0.6971247023261973,0.0013211867579397665,0.7396243779588438,0.7198131893252777,0.3291848546915989,0.3382664037838112,0.0570398222762986,0.8698114054143086,0.2331047965328948,0.09969595137830774,0.28153041276170615,0.2700518803812192,0.23795963677134746,0.2819153328629313,0.12136499158068204,0.6399602222845991,0.8950103619728811,0.11086257145647414,0.1741251332638305,0.3070668471299946,,,,,,
3,PHYS-FULL-NO-MOD-NO-ALIGN,0.0015962191144147458,0.7801799210653884,0.7634544802768852,0.0008514768156468609,0.7351170512603639,0.7149629138562612,0.0012238479650308032,0.7576484861628761,0.7392086970665732,,0.061716998820873566,,0.8741787494588723,0.23377777592255405,0.09069273554211539,0.286545550925633,,,0.017512152764530428,,0.3183849848849726,0.42394174217194536,0.0794032260390687,0.11624556999139382,,0.32727519264464155,0.453989744263703,1e-10,0.5125283080966917,0.26785791333280884,0.1
3,PHYS-FULL+MOD,0.0013296645926724408,0.8168879365756867,0.8029554969673149,0.000839641401973306,0.7387988887640932,0.7189248911700568,0.0010846529973228733,0.7778434126698899,0.7609401940686858,,0.06856418901246931,,0.9836156543141277,0.15931730232251848,0.08639563060185843,0.2951358110496141,,,0.02018626697324886,,0.29172482208215494,0.48252136458534495,0.06976812331369721,0.09883236781321121,,0.3285848550951675,0.4463888574785018,1e-10,0.4485294753292745,0.24046577757987198,0.1
3,PHYS-FULL+ALIGN,0.0015962258087400582,0.780178999169951,0.7634534882372299,0.0006855094196224861,0.7867472688373132,0.7705215175531956,0.001140867614181272,0.7834631340036321,0.7669875028952128,,0.06171751596644585,,0.8741710460205737,0.2337725595572532,0.09069773908220838,0.2865521178528655,,,0.017720233893840302,,0.28373904478394185,0.3957170272810015,0.0947957012046101,0.12152985384361555,,0.32728287998323774,0.45398402550534694,1.8061147184502544e-32,0.5936650214531097,0.312910846554405,0.5690050214387575
3,PHYS-FULL-DETAILED,0.0013250354143069232,0.8175254344884237,0.8036415001560213,0.0005986254269398608,0.8137757066727733,0.799606466963093,0.000961830420623392,0.8156505705805985,0.8016239835595571,,0.0685114133470202,,0.986265569343257,0.15872127484728019,0.08450345966979812,0.294812488990506,,,0.020251715516561773,,0.24776015878362498,0.43734429639103806,0.09252130473214519,0.10859637758603018,,0.32728398258364566,0.4477143517666639,4.357522791232346e-34,0.5538148612452564,0.2998796441219668,0.7903877793763909
4,BASELINE-OG,0.0020644846960242496,0.7341360047152272,0.7139072224652988,0.0007960861427142159,0.7643302295671184,0.7463988339907035,0.0014302854193692328,0.7492331171411728,0.7301530282280011,0.366510003833407,0.33934354531639943,0.04613200734885964,0.8381530295985226,0.25798357012572803,0.14694629241410484,0.29466603517352724,0.2813843645415753,0.26382956340506647,0.2837227999433959,0.10608118866242916,0.6568619451567959,0.8367808155844552,0.14804439234303632,0.1630242790285581,0.29171710171360893,,,,,,
4,PHYS-FULL-NO-MOD-NO-ALIGN,0.0019311970286474385,0.7513007683190599,0.7323780006911623,0.0007907323252013419,0.7659151496863115,0.748104345858096,0.0013609646769243903,0.7586079590026857,0.7402411732746292,,0.07522311058824835,,0.8412735458810188,0.2620883130155289,0.1408597995084147,0.29690635281978445,,,0.0209424695006324,,0.34726073138483854,0.4293965119843133,0.10420258099718739,0.11864344823718592,,0.3657096276843266,0.4569112491480339,1e-10,0.5347063022322642,0.25954261690620967,0.1
4,PHYS-FULL+MOD,0.0013367163691312264,0.8278578886323656,0.8147601192891761,0.0007579993764582977,0.7756052649916267,0.7585317525453376,0.001047357872794762,0.8017315768119961,0.7866459359172568,,0.07909249724803918,,0.9328773676939136,0.16442233260732728,0.1291251258530124,0.31133902930283386,,,0.023122841208457996,,0.32948976626037485,0.4669229614536327,0.11923402632822379,0.09251672558794471,,0.3636462219613945,0.45740313446882425,1e-10,0.5012741665496682,0.24931087484295067,0.1
4,PHYS-FULL+ALIGN,0.001910207205248067,0.754003834280278,0.735286734714647,0.0006747646049362605,0.8002457133603829,0.7850470176378034,0.0012924859050921637,0.7771247738203304,0.7601668761762252,,0.07519012545800907,,0.8371709611118096,0.2612047114048336,0.14137365465701415,0.29668973047867714,,,0.02125776260101044,,0.31751979507490574,0.4078624638796886,0.11566353136358415,0.12510753083893175,,0.36631051561074157,0.45974247697592335,0.03842868063031207,0.6004369100776349,0.29300658372666527,0.46559423358675384
4,PHYS-FULL-DETAILED,0.0013347459172198916,0.8281116431013006,0.8150331811633561,0.0006138562178374403,0.8182767590410374,0.8044499907072034,0.0009743010675286659,0.823194201071169,0.8097415859352797,,0.0790538430078653,,0.9336908696696198,0.16416939167371908,0.12848238308504817,0.31128078757629274,,,0.023685220386124046,,0.29537673535581177,0.43687853028735896,0.13003324558398463,0.10279224903019872,,0.3631549102172154,0.4579910360664027,6.496848760775344e-27,0.577501933456545,0.29006667034590244,0.5557189092381944
5,BASELINE-OG,0.0018125627823810664,0.7154691495979522,0.6938200631543181,0.0009587611427595587,0.7254980679215853,0.7046120513504016,0.0013856619625703126,0.7204836087597688,0.6992160572523598,0.28084188274702443,0.37735226166648306,0.03251839687969642,0.933272484266956,0.29011138993041097,0.0649158462910578,0.29949388446668346,0.2911136476323944,0.27972464811798153,0.2600901724543108,0.16327676279007608,0.6072462724166614,0.7958961035884289,0.16510202556614448,0.14916144972184708,0.2818391380726953,,,,,,
5,PHYS-FULL-NO-MOD-NO-ALIGN,0.0016793409051131748,0.7363819336403321,0.7163240372868791,0.0007832874230753185,0.7757377709446664,0.7586743404730649,0.0012313141640942467,0.7560598522924993,0.737499188879972,,0.07144676506510943,,0.9421507914993613,0.29526828520213216,0.051807659517643004,0.3024595703436626,,,0.016132923743948188,,0.29320731616677564,0.3670496144317191,0.10401943361296635,0.10215045710829418,,0.27683228392702713,0.5308604901506169,1e-10,0.6486978919520746,0.3459480489877612,0.1
5,PHYS-FULL+MOD,0.001289859836537835,0.7975215425600641,0.7821155729722429,0.000705771229272626,0.7979313539104502,0.7825565656210279,0.0009978155329052306,0.7977264482352572,0.7823360692966355,,0.07007446904719669,,0.9999999815777639,0.18181751296595944,0.07285829758488002,0.3331385673817336,,,0.018295169272871063,,0.27236408090626263,0.39511894401307707,0.11890442912558066,0.08212140756557011,,0.3045057631519328,0.4676747652333257,1e-10,0.6209620330362803,0.3393379550581498,0.1
5,PHYS-FULL+ALIGN,0.0016574366033643604,0.7398204074215635,0.7200241340732043,0.0006242006458752348,0.8212857450561943,0.80768792131047,0.0011408186246197975,0.7805530762388789,0.7638560276918371,,0.07124024211258255,,0.9322296909230663,0.2926829558277004,0.05567250637338254,0.30209630680746963,,,0.01627492781824414,,0.26702465839307105,0.352915378321973,0.1129678379627769,0.10756687553668468,,0.2788127281002465,0.5324652431714811,0.0681134164389088,0.7116030836528457,0.3793186070122489,0.5460313311906404
5,PHYS-FULL-DETAILED,0.0012898284635791102,0.7975264673961648,0.782120872524134,0.000497733232767621,0.8574945020601326,0.8466516924342731,0.0008937808481733656,0.8275104847281487,0.8143862824792035,,0.0700810679480151,,0.9999999999611846,0.18181284424653324,0.07283542558982381,0.3331547520489101,,,0.018700422480361804,,0.2415065623096012,0.37818754619101813,0.12639110847950452,0.088894714318076,,0.3045038046733706,0.467752911405895,4.831857887636925e-10,0.6857917289793409,0.37585620766100386,0.691299707777215
6,BASELINE-OG,0.0018101451157368773,0.7910371623719394,0.775137816030674,0.0011034048220018137,0.7031891012594944,0.6806056633118472,0.0014567749688693455,0.7471131318157169,0.7278717396712606,0.35752846674695665,0.32899651993054996,0.05222611852591123,0.8824055283180617,0.2601165362699649,0.11017147056172182,0.29860645751562287,0.32695184979656366,0.3145853609209886,0.2668655437305441,0.12417840080959441,0.5835399239263789,0.7748796317785289,0.18717793555358905,0.1972578607623849,0.24684461736181268,,,,,,
6,PHYS-FULL-NO-MOD-NO-ALIGN,0.0016891763111256807,0.805001780156597,0.7901649590815554,0.0010017667036945738,0.7305292946676903,0.7100260888271885,0.0013454715074101274,0.7677655374121437,0.750095523954372,,0.07912439970383704,,0.886203384514299,0.2647454529349208,0.10448636269759135,0.30230932130768734,,,0.02346341594468489,,0.31434623847678295,0.3999325657436329,0.12270934049503295,0.1305060408933015,,0.3567757013065164,0.45575180951253075,1e-10,0.6479513172430645,0.31954488378201745,0.1
6,PHYS-FULL+MOD,0.001273936566924419,0.8529369840747222,0.8417474067760597,0.001023204887617918,0.724762520306393,0.7038205381557925,0.0011485707272711684,0.7888497521905575,0.7727839724659261,,0.0770531745856446,,0.9556574919462301,0.20727684395460896,0.08443044716731728,0.32249401209225687,,,0.026717339172878617,,0.291404966511093,0.4497549560916506,0.11913544958749304,0.11951396144591658,,0.37090507068666817,0.42950455462941833,1e-10,0.5894437602526277,0.29700067001198865,0.1
6,PHYS-FULL+ALIGN,0.0016645705556354031,0.8078422642948742,0.7932215670129624,0.0007963097600291916,0.7857962818022629,0.7694981728089568,0.0012304401578322973,0.7968192730485686,0.7813598699109596,,0.07894961413149268,,0.8771210629418286,0.26313903723009235,0.10687743973694476,0.30197842637536665,,,0.02441367214377359,,0.2820763887635665,0.3836302260234549,0.12993418043391897,0.1344957145799269,,0.35862387913878785,0.45913910672835756,0.06751602717031133,0.7184532957861952,0.35768998368302163,0.6260355641245706
6,PHYS-FULL-DETAILED,0.0012739679608410634,0.8529333599664397,0.841743506920408,0.0007381204276560006,0.8014489486153942,0.7863418034013482,0.001006044194248532,0.8271911542909169,0.8140426551608781,,0.0770544164788702,,0.9556411827271767,0.2072828370191844,0.08445205490517134,0.32249189717641297,,,0.028023340648281433,,0.2511078155832342,0.42440726423913744,0.12781722751361732,0.12487941215053155,,0.3709188120978349,0.4294928119933831,3.0657955064812775e-17,0.6763995575630474,0.3466464757594912,0.8290573379612434
7,BASELINE-OG,0.001636278383217537,0.7702727248116652,0.7527934756125528,0.000699216851827423,0.777615799313881,0.7606952623051546,0.00116774761752248,0.7739442620627731,0.7567443689588538,0.35852109480553174,0.29740459832907756,0.08400123715090231,0.8266745435289993,0.2685505689643404,0.1425460279149546,0.31103837809582585,0.343353472941148,0.31399933350187725,0.30366743745409636,0.10147524456087112,0.6038711453245493,0.7480251442470509,0.20523443217994064,0.17713229375180672,0.29543438197985383,,,,,,
7,PHYS-FULL-NO-MOD-NO-ALIGN,0.0016050503264381046,0.7746570254703704,0.7575113643648551,0.0006880545711537886,0.7811659352394564,0.7645155172685456,0.0011465524487959465,0.7779114803549134,0.7610134408167004,,0.05105054936721572,,0.8252431902720615,0.2687221170072585,0.13842937804859426,0.3149629997267852,,,0.0249409844587362,,0.33964680536317626,0.4069681614909188,0.13962320872356043,0.13362576380846586,,0.35904206526692395,0.363124275535135,1e-10,0.6159351911118192,0.27792844021284885,0.1
7,PHYS-FULL+MOD,0.0010897946755950587,0.8469969634097866,0.835355428017053,0.0006520406410752972,0.7926200771600059,0.7768411699873977,0.000870917658335178,0.8198085202848963,0.8060982990022254,,0.05220549193537334,,0.9326769530596265,0.21086529603967052,0.07329500856309563,0.3373545050323804,,,0.027334005960437318,,0.32052613063998314,0.4313565659094303,0.1444724531070583,0.12106949340416323,,0.33742160098692964,0.3895010654329495,1e-10,0.5955279112078189,0.2766698048371689,0.1
7,PHYS-FULL+ALIGN,0.0016056579909266239,0.7745717116823205,0.7574195593103232,0.0005402326414587466,0.8281803365560101,0.8151071012939674,0.0010729453161926852,0.8013760241191653,0.7862633303021453,,0.05096906456480746,,0.8251798884537622,0.26871520632207385,0.13848164587626205,0.31493283647737075,,,0.025948882906838423,,0.30632765630899483,0.3914869785892537,0.14411815497128846,0.13708216681012833,,0.35903037272517574,0.362386396774842,7.257769215784377e-21,0.6714070513353646,0.30750285686042556,0.6211841466669605
7,PHYS-FULL-DETAILED,0.001088302466336568,0.8472064639266178,0.8355808687905997,0.00044979683356664586,0.8569432229179823,0.8460584681400027,0.000769049649951607,0.8520748434223,0.8408196684653012,,0.05222581176206972,,0.9338494590308788,0.210594641280707,0.07212904495380364,0.33729532531198625,,,0.02884941270146535,,0.2802135876675367,0.41574291258983403,0.14703909414320276,0.12429174060682971,,0.3366651177500062,0.39033873742428954,3.801411426809987e-35,0.6509800579656376,0.30947251382682966,0.7619464790373547
8,BASELINE-OG,0.0016198114919903858,0.7909598713093778,0.7750546441263958,0.0009943541150489192,0.7059003856206846,0.6835232410483454,0.0013070828035196525,0.7484301284650312,0.7292889425873705,0.29132113900673756,0.37864316886583776,0.049011982056194336,0.9483721896093394,0.24526169319944618,0.03858152282253029,0.28608761512853953,0.30035073384137506,0.2955755635813787,0.23513062332859005,0.10649928936024264,0.5967060197136356,0.8327145665025587,0.1830035838832645,0.2069377069224419,0.3196389205846952,,,,,,
8,PHYS-FULL-NO-MOD-NO-ALIGN,0.0015188461282996672,0.8039896668896456,0.7890758371964666,0.0008818280180478051,0.7391821724959861,0.7193373377945937,0.0012003370731737363,0.7715859196928159,0.7542065874955302,,0.06450349740734931,,0.9518368776004228,0.2488017403687749,0.03136461216977697,0.2907463835838222,,,0.02410670941424998,,0.34387115857145023,0.46443060845710654,0.12152798943235066,0.14330126591295178,,0.2910880810315094,0.5095622069399104,1e-10,0.5421558340439468,0.2440734031205896,0.1
8,PHYS-FULL+MOD,0.0011735274892680815,0.8485537739473956,0.8370306915303496,0.000839127117999225,0.7518117961359699,0.732927911059359,0.0010063273036336534,0.8001827850416827,0.7849793012948543,,0.07125038242710424,,0.9999999789236811,0.1768520311964056,0.024780474643103498,0.3266209440284801,,,0.028289218720205733,,0.31775309753793285,0.5072579050448812,0.11967449583190656,0.12628142839183845,,0.3084148119463239,0.4924546721643876,1e-10,0.5070824808128415,0.23866294228555635,0.1
8,PHYS-FULL+ALIGN,0.0015186708388585113,0.8040122883659832,0.7891001798720906,0.000779339093634822,0.7694952699044744,0.751956866527641,0.0011490049662466666,0.7867537791352288,0.7705285231998658,,0.06450021464106914,,0.9519090368642249,0.24878807085251667,0.03131743876431981,0.2907321148541165,,,0.024894552168693285,,0.313414967771143,0.44158957002764604,0.13259009771604027,0.14847034536744047,,0.2910589037464471,0.5095849988203465,4.209373844432604e-19,0.6087757294306788,0.2764836396124407,0.5068475538512968
8,PHYS-FULL-DETAILED,0.001173584024977682,0.8485464778934604,0.8370228403418758,0.0006796143853775645,0.798990796496735,0.7836966179693127,0.0009265992051776232,0.8237686371950976,0.8103597291555942,,0.07124351414817823,,0.9999999999755936,0.17685783136797456,0.024798896032943538,0.3266091373241208,,,0.029434905104118166,,0.2788298426470817,0.4744924112180709,0.13427360010387437,0.13361212550481832,,0.30841498271395296,0.4923492211564058,4.5653534247197236e-23,0.5937824892461702,0.2837975139506479,0.6753761919408401
9,BASELINE-OG,0.0017310836714572598,0.744126410731869,0.7246577680701636,0.0010609073539200548,0.7053141712862665,0.682892423449352,0.0013959955126886573,0.7247202910090678,0.7037750957597577,0.2818384192965103,0.3542740621485133,0.05850395587741116,0.9119164781505247,0.2238694766959108,0.06728702511656867,0.2982349817424693,0.29281375476540533,0.26490505698354744,0.28691403148648076,0.13412486704229526,0.6219006529982444,0.9588347599110089,0.19347313867006422,0.16852453006847795,0.36383313009138346,,,,,,
9,PHYS-FULL-NO-MOD-NO-ALIGN,0.001628594501457787,0.7592754599784608,0.7409594623681263,0.0009962762668233054,0.7232666017142397,0.7022107996707581,0.0013124353841405462,0.7412710308463503,0.7215851310194421,,0.05653075655962894,,0.9210228539139371,0.22745200375199934,0.05394436449631175,0.3013905105473434,,,0.017642516240227793,,0.3185027654874158,0.458244811085551,0.12529787348805183,0.12309407159018049,,0.2770526962900405,0.46738992574572424,1e-10,0.5839586018099281,0.29460539993657375,0.1
9,PHYS-FULL+MOD,0.0013359658226642789,0.8025292619755958,0.7875043145172173,0.0009212735118509991,0.7440999467967857,0.724629290574802,0.0011286196672576389,0.7733146043861907,0.7560668025460096,,0.05732088045365371,,0.9999998852973908,0.14779964508992272,0.05444177710043809,0.32321776236847394,,,0.02053501035460253,,0.29650877598848707,0.4676465670839952,0.13327808208788072,0.10931068922659903,,0.2962956903532123,0.4548850304162233,1e-10,0.5697293200487586,0.29657496832157365,0.1
9,PHYS-FULL+ALIGN,0.0015952310255337723,0.7642069560556851,0.7462661809729655,0.0007859863300816404,0.781678360337553,0.7650669312328016,0.0011906086778077063,0.772942658196619,0.7556665561028835,,0.0567557487734462,,0.9064464601473713,0.22408723472612718,0.058915187031449566,0.30117556867209755,,,0.017695657127430868,,0.2906324326687127,0.4338598389559044,0.1339084555569927,0.12929434966556472,,0.27959507501670566,0.4740006733470487,0.10836628901388777,0.6555955387679427,0.3320655710190103,0.5242679923185618
9,PHYS-FULL-DETAILED,0.0013360135095178195,0.8025222133235996,0.7874967295547431,0.0006451208427221983,0.8208062471660283,0.8071719398851827,0.000990567176120009,0.811664230244814,0.7973343347199628,,0.05730060025235261,,0.9999999999995105,0.14778569181355544,0.05445055238702574,0.32319477185783546,,,0.020632372693144586,,0.26394981461955946,0.44302610427212424,0.1405811502730318,0.117130370204343,,0.29630029880289954,0.454698966493066,6.1288892523061466e-12,0.644438048498033,0.33683506585424067,0.6532075401295927
10,BASELINE-OG,0.0015429594241117602,0.787101538318751,0.7709027423212647,0.0010527739487351554,0.7027607497321458,0.6801447198204612,0.001297866686423458,0.7449311440254484,0.7255237310708629,0.26507803745041075,0.37558770052109036,0.04576785927120955,0.9460319160166062,0.27135092812772726,0.0356202669659147,0.2531457394377533,0.29717699817028087,0.25321091450786004,0.3064453996152798,0.11540995365690772,0.6523056978238463,0.9266411735211816,0.16595839729051692,0.1977654458006204,0.28792504994802764,,,,,,
10,PHYS-FULL-NO-MOD-NO-ALIGN,0.001485282582728453,0.7950598232958225,0.7794665489813742,0.0008312844916431623,0.7652958839338947,0.7474379620592997,0.0011582835371858077,0.7801778536148586,0.7634522555203369,,0.06197502381284275,,0.9507495642979923,0.2821071073093468,0.02588085091581046,0.25765218064020856,,,0.023750568219239113,,0.32304665314508124,0.42817054665471105,0.11058155262219843,0.12985165441954497,,0.26312623676642827,0.5093313830963576,1e-10,0.5776873226023396,0.3158791004800833,0.1
10,PHYS-FULL+MOD,0.0011551949627842146,0.8406055099859366,0.8284776683544318,0.0007765928469986612,0.7807374737163724,0.7640544554121833,0.0009658939048914378,0.8106714918511545,0.7962660618833075,,0.0653258511595349,,0.9999997793520826,0.1823046901634415,0.05721789263833331,0.29452461919586764,,,0.02617320418548097,,0.29771702150754176,0.46523426188244144,0.11413801265141175,0.11146265001093164,,0.2962583264270661,0.46994252602250786,1e-10,0.5406227048941992,0.3041060927173625,0.1
10,PHYS-FULL+ALIGN,0.0014541022523822447,0.7993621038753927,0.7840961769963466,0.0006497558053996245,0.8165485300180464,0.8025902659976804,0.0010519290288909346,0.8079553169467195,0.7933432214970135,,0.06182485049670716,,0.9417354072380258,0.27944977485619477,0.028346282630870294,0.2573848184324976,,,0.02406269645371839,,0.29252851300017185,0.4032259645434093,0.12348300942537078,0.1356613844065474,,0.26444673236482286,0.5129337562876918,0.06758982538282422,0.6589460130143223,0.360908167421854,0.567961328233158
10,PHYS-FULL-DETAILED,0.001155208524623432,0.840603638715272,0.8284756547044776,0.0005211378621311484,0.8528624044960829,0.8416671526642631,0.0008381731933772902,0.8467330216056774,0.8350714036843703,,0.06532389659092175,,0.9999999997971606,0.1823072070808552,0.057220360270765,0.29452047615747645,,,0.02627937827068912,,0.26243745775277616,0.4307404579484429,0.12910037809410055,0.12191443627229961,,0.29625626865616816,0.4699179532437994,1.2200192413385116e-07,0.6406238788955869,0.35950663121147997,0.7218387727112511
11,BASELINE-OG,0.0018579267823428604,0.7375540946241903,0.7175853844325527,0.0010358791081896614,0.7287957199773893,0.7081606117147994,0.001446902945266261,0.7331749073007898,0.7128729980736761,0.3160112238541554,0.35722063415688154,0.04081111731470933,0.870769395393992,0.2682919590726962,0.09858095091358686,0.2858690584583035,0.32591803763084715,0.2990689321991578,0.32664100885764286,0.08200347345811806,0.6552146030563036,0.8632575338417056,0.19200568427047232,0.19727720899490422,0.22478201699555614,,,,,,
11,PHYS-FULL-NO-MOD-NO-ALIGN,0.001688319825894409,0.7615123321964044,0.7433665313852612,0.0009228946101805582,0.7583762754630827,0.7399918616396217,0.0013056072180374835,0.7599443038297435,0.7416791965124414,,0.07973002502277453,,0.8763064161365135,0.27499725167303457,0.09205441007945572,0.28907840091901227,,,0.031141150764555557,,0.3458827054567186,0.44330751951283154,0.12989204633518425,0.1384839548893043,,0.3138680569218692,0.5014460931202457,1e-10,0.6297752571152528,0.3203848708184428,0.1
11,PHYS-FULL+MOD,0.001322576358265203,0.8131763032470792,0.7989614567550092,0.0008760936844613711,0.7706292606461181,0.7531771391735402,0.0010993350213632871,0.7919027819465987,0.7760692979642747,,0.07292309899611285,,0.9776779367305328,0.19596144343249536,0.06070571937571586,0.30327289200589047,,,0.033856724271931544,,0.31852962011814506,0.4840525939604957,0.1399470239825891,0.1144316568284493,,0.308718355018981,0.4731765959844985,1e-10,0.5892122056734409,0.3106672882516165,0.1
11,PHYS-FULL+ALIGN,0.0016883711540769193,0.7615050817108318,0.7433587292323082,0.0007793479807625112,0.7959583253115734,0.7804334152809322,0.0012338595674197153,0.7787317035112026,0.7618960722566201,,0.07972953938473622,,0.8762838876722683,0.27498487961554013,0.09206897828922797,0.2890936755084285,,,0.031751379301596945,,0.3132884239875428,0.42553646449435834,0.1371496459607963,0.14265369056267305,,0.31388768629648556,0.5014040740987334,6.049287176658983e-27,0.6939770032713223,0.3563455599830701,0.563747912717385
