Model,C_AI_MSE_mean,C_AI_MSE_std,C_AI_adj_R2_mean,C_AI_adj_R2_std,C_self_MSE_mean,C_self_MSE_std,C_self_adj_R2_mean,C_self_adj_R2_std,Mean_MSE_mean,Mean_MSE_std,Mean_adj_R2_mean,Mean_adj_R2_std
MOD,0.0012994556457741255,0.000166469637015446,0.8055179755250851,0.024627710221987946,0.0008403024452601351,0.0001402212981327814,0.7308880030678923,0.044952810056520874,0.0010698790455171304,0.00010923460163928862,0.7682029892964887,0.026759702708090582
MOD+A_OG,0.0012994556457741255,0.000166469637015446,0.8055179755250851,0.024627710221987946,0.0008403024452601351,0.0001402212981327814,0.7308880030678923,0.044952810056520874,0.0010698790455171304,0.00010923460163928862,0.7682029892964887,0.026759702708090582
MOD+A_OG+ASYM,0.0012994556457741255,0.000166469637015446,0.8055179755250851,0.024627710221987946,0.0008398513510079743,0.00013905609538719684,0.7310240622514932,0.044677722640111564,0.00106965349839105,0.0001091757006532877,0.7682710188882891,0.026694020292720517
MOD+A_OG+ALIGN,0.0012993182534869025,0.00016653476899045955,0.8055395327897612,0.02462990380359252,0.0006231377480084453,0.00011157856239942328,0.8003314258188275,0.03664770220607621,0.0009612280007476738,0.00010229002202139615,0.8029354793042945,0.023585515506591995
PHYS-FULL_OG-A,0.0012993182534869025,0.00016653476899045955,0.8055395327897612,0.02462990380359252,0.0006233375045398277,0.00011169348021115334,0.8002666600001703,0.03668829973920779,0.0009613278790133651,0.00010224750866566444,0.8029030963949657,0.0235909454194877
