iteration,Model,C_AI_MSE,C_AI_R2,C_AI_adj_R2,C_self_MSE,C_self_R2,C_self_adj_R2,Mean_MSE,Mean_R2,Mean_adj_R2
5,PHYS-FULL+MOD,0.0012764990290543158,0.799618883381743,0.7843724940738321,0.0007064679901367249,0.7977318650128908,0.7823418982203935,0.0009914835095955203,0.7986753741973169,0.7833571961471129
5,PHYS-FULL+ALIGN,0.0016581536755628779,0.7397078435068527,0.719903005512809,0.0006288364191707794,0.8199584814974712,0.8062596703070614,0.0011434950473668286,0.779833162502162,0.7630813379099352
5,PHYS-FULL-DETAILED,0.0012764939652291287,0.7996196782863393,0.7843733494602999,0.0005014545646662917,0.8564290512919152,0.8455051747597783,0.0008889742649477102,0.8280243647891272,0.8149392621100391
6,BASELINE-OG,0.0018101913603036106,0.7910318239071912,0.7751320713783906,0.0011034510647236436,0.7031766621767997,0.6805922777772084,0.001456821212513627,0.7471042430419954,0.7278621745777996
6,PHYS-FULL-NO-MOD-NO-ALIGN,0.0016891763111256807,0.805001780156597,0.7901649590815554,0.0010017667036945738,0.7305292946676903,0.7100260888271885,0.0013454715074101274,0.7677655374121437,0.750095523954372
6,PHYS-FULL+MOD,0.0012712090591226175,0.8532518471014277,0.8420862267721885,0.0010255921070672642,0.7241203690885237,0.7031295276061289,0.0011484005830949408,0.7886861080949756,0.7726078771891587
6,PHYS-FULL+ALIGN,0.0016702042218824536,0.8071919148422261,0.7925217344497868,0.0007968593937218587,0.7856484328287533,0.769339074457028,0.0012335318078021563,0.7964201738354897,0.7809304044534073
6,PHYS-FULL-DETAILED,0.0012691673340712243,0.8534875434865883,0.8423398565779592,0.0007415959054125709,0.8005140608426465,0.7853357828632828,0.0010053816197418976,0.8270008021646174,0.813837819720621
7,BASELINE-OG,0.0016362832896578427,0.7702720359660666,0.7527927343547891,0.0006991928193181803,0.7776234427943614,0.7607034873548019,0.0011677380544880115,0.773947739380214,0.7567481108547955
7,PHYS-FULL-NO-MOD-NO-ALIGN,0.0016050503264381046,0.7746570254703704,0.7575113643648551,0.0006880545711537886,0.7811659352394564,0.7645155172685456,0.0011465524487959465,0.7779114803549134,0.7610134408167004
7,PHYS-FULL+MOD,0.001084874317890415,0.8476877629583432,0.836098788400826,0.0006506257134867407,0.7930700914009207,0.777325424442295,0.0008677500156885779,0.820378927179632,0.8067121064215605
7,PHYS-FULL+ALIGN,0.0016056031493555825,0.7745794112307663,0.7574278446939768,0.0005446524336042497,0.8267746325302736,0.8135944415271423,0.001075127791479916,0.8006770218805199,0.7855111431105596
7,PHYS-FULL-DETAILED,0.0010830016782303845,0.847950674459785,0.836381704038247,0.00045310690947663815,0.8558904614126923,0.8449256052158319,0.0007680542938535113,0.8519205679362387,0.8406536546270394
8,BASELINE-OG,0.0016198167057504813,0.7909591984625147,0.7750539200846626,0.000994335859741418,0.7059057849837639,0.6835290512325285,0.0013070762827459498,0.7484324917231393,0.7292914856585955
8,PHYS-FULL-NO-MOD-NO-ALIGN,0.0015188461282996672,0.8039896668896456,0.7890758371964666,0.0008818280180478051,0.7391821724959861,0.7193373377945937,0.0012003370731737363,0.7715859196928159,0.7542065874955302
8,PHYS-FULL+MOD,0.0011675436384508302,0.8493260026611001,0.8378616767766187,0.0008395204869527403,0.7516954495992716,0.7328027120687814,0.0010035320627017853,0.8005107261301858,0.7853321944227001
8,PHYS-FULL+ALIGN,0.0015186695545976346,0.8040124541025891,0.7891003582190905,0.0007844029652050924,0.7679975311677975,0.7503451694088256,0.0011515362599013635,0.7860049926351933,0.7697227638139581
8,PHYS-FULL-DETAILED,0.001167559515967611,0.8493239536336871,0.8378594718449459,0.0006875237502396492,0.7966514476463409,0.7811792751846494,0.0009275416331036301,0.8229877006400139,0.8095193735147976
9,BASELINE-OG,0.0017310576686523499,0.7441302542381842,0.7246619040171767,0.0010609079302663779,0.7053140111958558,0.6828922511781492,0.0013959827994593638,0.72472213271702,0.703777077597663
9,PHYS-FULL-NO-MOD-NO-ALIGN,0.001628594501457787,0.7592754599784608,0.7409594623681263,0.0009962762668233054,0.7232666017142397,0.7022107996707581,0.0013124353841405462,0.7412710308463503,0.7215851310194421
9,PHYS-FULL+MOD,0.0013244066826513363,0.804237832562178,0.789342885039735,0.0009194212320282758,0.7446144503606944,0.7251829411490083,0.001121913957339806,0.7744261414614362,0.7572629130943717
9,PHYS-FULL+ALIGN,0.001594849916951121,0.7642632881802102,0.7463267992374001,0.0008021468209213847,0.7771894974618889,0.7602365244426847,0.0011984983689362527,0.7707263928210495,0.7532816618400424
9,PHYS-FULL-DETAILED,0.00132442661787094,0.8042348859130488,0.7893397141890417,0.0006561069169374067,0.8177546702564547,0.8038881777759675,0.0009902667674041733,0.8109947780847517,0.7966139459825046
10,BASELINE-OG,0.0015429681636623279,0.7871003324303507,0.7709014446804862,0.001052777267781535,0.7027598126355747,0.6801437114230642,0.0012978727157219314,0.7449300725329627,0.7255225780517751
10,PHYS-FULL-NO-MOD-NO-ALIGN,0.001485282582728453,0.7950598232958225,0.7794665489813742,0.0008312844916431623,0.7652958839338947,0.7474379620592997,0.0011582835371858077,0.7801778536148586,0.7634522555203369
10,PHYS-FULL+MOD,0.0011463853377045652,0.8418210673091796,0.8297857137348781,0.0007779594750065831,0.7803516211931808,0.7636392445448359,0.0009621724063555742,0.8110863442511802,0.796712479139857
10,PHYS-FULL+ALIGN,0.0014537747100316675,0.7994072983642974,0.7841448101963635,0.0006603012598479873,0.8135711358892013,0.7993863310112057,0.0010570379849398274,0.8064892171267493,0.7917655706037846
10,PHYS-FULL-DETAILED,0.0011464152736401874,0.8418169367309264,0.8297812688734969,0.0005334457819925162,0.8493873974669431,0.8379277429263845,0.0008399305278163518,0.8456021670989348,0.8338545058999407
11,BASELINE-OG,0.001857953720710087,0.7375502893804944,0.7175812896594451,0.0010358701947427843,0.7287980536135479,0.708163122910231,0.0014469119577264356,0.7331741714970211,0.712872206284838
11,PHYS-FULL-NO-MOD-NO-ALIGN,0.001688319825894409,0.7615123321964044,0.7433665313852612,0.0009228946101805582,0.7583762754630827,0.7399918616396217,0.0013056072180374835,0.7599443038297435,0.7416791965124414
11,PHYS-FULL+MOD,0.001314545222166264,0.8143107606458926,0.8001822315646019,0.0008795363903812635,0.7697279232478134,0.7522072217557991,0.0010970408062737638,0.792019341946853,0.7761947266602005
11,PHYS-FULL+ALIGN,0.0016883545090328191,0.7615074329464727,0.743361259366313,0.0007858768593811358,0.794248994742861,0.778594026951557,0.0012371156842069775,0.7778782138446669,0.760977643158935
11,PHYS-FULL-DETAILED,0.0013145924937059115,0.8143040831911408,0.8001750460426407,0.0006828335706303008,0.8212268348362588,0.8076245287911916,0.000998713032168106,0.8177654590136998,0.8038997874169161
12,BASELINE-OG,0.001879742668848168,0.7274132073056392,0.706672907861503,0.0010814736529930144,0.7013137586986838,0.678587631643149,0.001480608160920591,0.7143634830021615,0.692630269752326
12,PHYS-FULL-NO-MOD-NO-ALIGN,0.0017767627921258199,0.7423466100383687,0.7227425477586794,0.0010239590938621835,0.7171983874544073,0.6956808734563731,0.0014003609429940017,0.729772498746388,0.7092117106075262
12,PHYS-FULL+MOD,0.0014785881595210024,0.7855857555403276,0.769271628244483,0.0009845603646746975,0.7280797050902931,0.7073901174341197,0.00123157426209785,0.7568327303153104,0.7383308728393014
12,PHYS-FULL+ALIGN,0.0017631188346668852,0.7443251588392363,0.7248716383161348,0.0009144648329707247,0.74743900324678,0.7282224056677307,0.001338791833818805,0.7458820810430082,0.7265470219919328
12,PHYS-FULL-DETAILED,0.0014786183500255631,0.7855813775300051,0.7692669171246793,0.0008251288829890439,0.7721122063703729,0.7547729177246404,0.0011518736165073034,0.778846791950189,0.7620199174246598
13,BASELINE-OG,0.002067605209717019,0.6963948336628494,0.6732944405719793,0.001040138404949609,0.6839356543237299,0.6598872801961877,0.001553871807333314,0.6901652439932897,0.6665908603840836
13,PHYS-FULL-NO-MOD-NO-ALIGN,0.0019379711601112451,0.7154301731989237,0.6937781211597114,0.0008803696273287114,0.7324842070143625,0.7121297445045857,0.0014091703937199782,0.7239571901066431,0.7029539328321486
13,PHYS-FULL+MOD,0.001417560492820294,0.7918467765543201,0.7760090312921488,0.0008425646438346626,0.7439719160677817,0.7244915183772869,0.0011300625683274782,0.7679093463110509,0.7502502748347178
13,PHYS-FULL+ALIGN,0.0019340574106672978,0.7160048644143198,0.6943965388806268,0.0007382246641388434,0.7756774537669036,0.7586094339448202,0.0013361410374030705,0.7458411590906117,0.7265029864127235
13,PHYS-FULL-DETAILED,0.0014175962966191502,0.7918415191588288,0.7760033738774355,0.0006353476302758127,0.8069384496481292,0.7922489838604869,0.0010264719634474815,0.7993899844034791,0.7841261788689612
14,BASELINE-OG,0.0021653253557390464,0.7223833716578414,0.7012603673274598,0.0009427871128868304,0.6938109725353268,0.6705139813151887,0.0015540562343129382,0.7080971720965841,0.6858871743213242
14,PHYS-FULL-NO-MOD-NO-ALIGN,0.00205399261267278,0.7366573562450636,0.716620415959362,0.0009253767490089988,0.69946533746108,0.6765985696592056,0.0014896846808408893,0.7180613468530718,0.6966094928092839
14,PHYS-FULL+MOD,0.001445549014404558,0.814665984297148,0.8005644831023658,0.0008777343678375019,0.7149381564650802,0.693248668370032,0.00116164169112103,0.764802070381114,0.7469065757361989
14,PHYS-FULL+ALIGN,0.0020228786560388284,0.7406464804255051,0.7209130604578806,0.000791980634387413,0.7427884016451916,0.7232179539442822,0.0014074296452131208,0.7417174410353483,0.7220655072010814
14,PHYS-FULL-DETAILED,0.0014455389049352902,0.8146672804334376,0.8005658778577209,0.0007111719329515012,0.7690326484800706,0.7514590456470325,0.0010783554189433956,0.791849964456754,0.7760124617523767
15,BASELINE-OG,0.002140199165061731,0.7106285998138413,0.6886112106692424,0.0010352001825842136,0.709275814154799,0.6871554956665773,0.0015876996738229724,0.7099522069843202,0.6878833531679098
15,PHYS-FULL-NO-MOD-NO-ALIGN,0.0019983048587375847,0.7298138021864801,0.7092561567006688,0.0007684952763516051,0.7841768507174429,0.7677555241415962,0.0013834000675445948,0.7569953264519615,0.7385058404211324
15,PHYS-FULL+MOD,0.0012146982734894602,0.8357634439161103,0.8232671842140753,0.0007397250085829329,0.7922566528796834,0.7764500938596594,0.0009772116410361965,0.8140100483978969,0.7998586390368674
15,PHYS-FULL+ALIGN,0.0019598292411138014,0.7350160018352685,0.714854175887952,0.0005975775467351973,0.8321771492347764,0.8194080192852484,0.0012787033939244993,0.7835965755350225,0.7671310975866001
15,PHYS-FULL-DETAILED,0.0012147453515579485,0.8357570785988918,0.8232603345792423,0.0005072568345606955,0.8575426929756409,0.8467035500498744,0.000861001093059322,0.8466498857872664,0.8349819423145584
16,BASELINE-OG,0.0016975085412288134,0.7392322651648568,0.719391241862183,0.000862360219074716,0.7407822744265227,0.7210591866111495,0.0012799343801517646,0.7400072697956898,0.7202252142366663
16,PHYS-FULL-NO-MOD-NO-ALIGN,0.001569367230664291,0.7589170670277848,0.7405738003885947,0.0008363295537049921,0.7486068583104408,0.7294791192688439,0.0012028483921846416,0.7537619626691128,0.7350264598287193
16,PHYS-FULL+MOD,0.0010530190391559184,0.8382374032827006,0.8259293796194278,0.0008076494087595087,0.7572278519247598,0.7387560580494699,0.0009303342239577136,0.7977326276037302,0.7823427188344488
16,PHYS-FULL+ALIGN,0.0015384569299368316,0.7636654431967423,0.7456834660486684,0.0006295742403088215,0.8107556459090758,0.7963566189673751,0.0010840155851228265,0.7872105445529091,0.7710200425080218
16,PHYS-FULL-DETAILED,0.0010530807638994262,0.8382279212558613,0.8259191761340248,0.000550642329835644,0.8344818682642534,0.8218880973713162,0.000801861546867535,0.8363548947600574,0.8239036367526704
17,BASELINE-OG,0.0018593377497897192,0.7586717568464734,0.7403098253021834,0.0008063363462809156,0.7408855279322673,0.7211702963618964,0.0013328370480353174,0.7497786423893703,0.7307400608320399
17,PHYS-FULL-NO-MOD-NO-ALIGN,0.0017350804303754538,0.7747994348848516,0.7576646092782643,0.0007508972351113906,0.7587007685435236,0.7403410444109657,0.0012429888327434222,0.7667501017141876,0.7490028268446149
17,PHYS-FULL+MOD,0.0015927414544040124,0.7932739777737619,0.7775448239087219,0.0008286266987535274,0.7337225705140831,0.7134623313140677,0.0012106840765787699,0.7634982741439225,0.7455035776113947
17,PHYS-FULL+ALIGN,0.0017156361174324212,0.7773231624230034,0.7603803595638841,0.0005729544720123161,0.8158822974816067,0.8018733418552072,0.0011442952947223687,0.7966027299523051,0.7811268507095457
17,PHYS-FULL-DETAILED,0.001592684619199774,0.79328135456154,0.7775527619738312,0.000560159157115054,0.8199940447441931,0.8062979394529903,0.001076421888157414,0.8066376996528666,0.7919253507134107
18,BASELINE-OG,0.0014485139495952787,0.7954750890218889,0.7799134110126849,0.0007369541025465113,0.7768742605236456,0.7598973020852273,0.001092734026070895,0.7861746747727673,0.7699053565489561
18,PHYS-FULL-NO-MOD-NO-ALIGN,0.0013877435179481291,0.8040556533486649,0.7891468443643243,0.0006408865820816588,0.8059603819921494,0.7911964980132912,0.001014315050014894,0.8050080176704071,0.7901716711888077
18,PHYS-FULL+MOD,0.0011647013373551557,0.8355483995130271,0.8230357777368443,0.0005911959079141397,0.8210051023897897,0.8073859253977086,0.0008779486226346478,0.8282767509514084,0.8152108515672765
18,PHYS-FULL+ALIGN,0.0013688425437112738,0.806724402292555,0.7920186502930755,0.0005601420688635905,0.8304071951087134,0.8175033947365503,0.0009644923062874322,0.8185657987006343,0.804761022514813
18,PHYS-FULL-DETAILED,0.0011647199036909598,0.8355457780138149,0.8230329567757357,0.00045781310683278123,0.8613890774865662,0.8508425942518485,0.0008112665052618705,0.8484674277501906,0.8369377755137921
19,BASELINE-OG,0.0017069078723851209,0.7346497847306113,0.7144600944383752,0.0008537640153284682,0.7534688192358954,0.734711012003844,0.0012803359438567944,0.7440593019832533,0.7245855532211096
19,PHYS-FULL-NO-MOD-NO-ALIGN,0.0016434629155337008,0.744512726504239,0.7250734774339095,0.0007622058501597685,0.7799069709527376,0.7631607622208807,0.0012028343828467346,0.7622098487284883,0.744117119827395
19,PHYS-FULL+MOD,0.0012155033604528084,0.8110418941907332,0.7966646470095934,0.000716550865313344,0.7930902125978262,0.7773470765998347,0.0009660271128830762,0.8020660533942797,0.787005861804714
19,PHYS-FULL+ALIGN,0.001643508003725027,0.7445057172441214,0.725065934860522,0.0006216532420483374,0.8204926595213223,0.8068344923109881,0.0011325806228866821,0.7824991883827219,0.765950213585755
19,PHYS-FULL-DETAILED,0.0012156081879274067,0.8110255980605198,0.7966471109564288,0.000518804857609051,0.8501909522582712,0.8387924377561833,0.0008672065227682288,0.8306082751593955,0.817719774356306
20,BASELINE-OG,0.00188252106579691,0.7378481522870166,0.7179018160479853,0.0011744099811501275,0.6788186338221893,0.6543809211782254,0.0015284655234735188,0.708333393054603,0.6861413686131054
20,PHYS-FULL-NO-MOD-NO-ALIGN,0.0017259172282908977,0.7596561342039498,0.7413691009368591,0.0009692685180113926,0.7349213717485892,0.7147523456859819,0.001347592873151145,0.7472887529762695,0.7280607233114205
20,PHYS-FULL+MOD,0.0013518229593884542,0.8117509051966444,0.7974276045050848,0.000869148691802366,0.762302459341023,0.7442167768995791,0.0011104858255954102,0.7870266822688337,0.7708221907023319
20,PHYS-FULL+ALIGN,0.001713354653067286,0.7614055448037771,0.7432516188649341,0.0007934142190541283,0.7830145631331021,0.7665048016323599,0.0012533844360607073,0.7722100539684396,0.754878210248647
20,PHYS-FULL-DETAILED,0.0013518726940626342,0.8117439793582203,0.7974201517006936,0.0006407007168727799,0.8247791360264362,0.811447113767578,0.0009962867054677071,0.8182615576923282,0.8044336327341358
21,BASELINE-OG,0.0017386266799666063,0.7637799567963568,0.7458066926395579,0.0010770452109984845,0.7460303384396004,0.7267065598426135,0.0014078359454825454,0.7549051476179787,0.7362566262410857
21,PHYS-FULL-NO-MOD-NO-ALIGN,0.001679108571264009,0.7718664369885259,0.7545084484985224,0.0008333062272090438,0.8035045341279067,0.7885537921593778,0.0012562073992365265,0.7876854855582163,0.7715311203289501
21,PHYS-FULL+MOD,0.0012077255674645,0.8359113034374417,0.8234262939163774,0.0007359868771758555,0.8264526537971763,0.8132479644121788,0.0009718562223201778,0.8311819786173089,0.8183371291642781
21,PHYS-FULL+ALIGN,0.0016431040361889518,0.7767582248167907,0.75977243757459,0.0006847394083628848,0.8385369211773648,0.8262516869191208,0.0011639217222759184,0.8076475729970778,0.7930120622468554
21,PHYS-FULL-DETAILED,0.0012077610608894538,0.8359064810920396,0.8234211046533905,0.0005189290387470555,0.8776353759353575,0.8683250241043521,0.0008633450498182546,0.8567709285136985,0.8458730643788712
22,BASELINE-OG,0.0021654167296282284,0.7267800002155786,0.7059915219711117,0.0007337717848005149,0.7680234647831136,0.7503730762340026,0.0014495942572143716,0.747401732499346,0.7281822991025572
22,PHYS-FULL-NO-MOD-NO-ALIGN,0.0020284044500438808,0.7440674324618999,0.7245943023231314,0.0007350768038563716,0.7676108926384214,0.7499291127304752,0.0013817406269501262,0.7558391625501606,0.7372617075268033
22,PHYS-FULL+MOD,0.001191126209631011,0.8497104514406901,0.8382753770937862,0.0006952866907879304,0.7801902432712815,0.7634655878680094,0.0009432064502094707,0.8149503473559858,0.8008704824808979
22,PHYS-FULL+ALIGN,0.001996146905791986,0.7481375064171619,0.7289740558184677,0.0005770662287318886,0.8175647699941312,0.8036838285806411,0.0012866065672619373,0.7828511382056466,0.7663289421995545
22,PHYS-FULL-DETAILED,0.0011912966328523915,0.8496889484053289,0.8382522379579084,0.0004986728228098439,0.8423482668065505,0.8303530262374837,0.0008449847278311177,0.8460186076059397,0.8343026320976961
23,BASELINE-OG,0.001428427197876927,0.7893010669781215,0.7732696264221091,0.0009797613162615974,0.7027429453954805,0.6801255608060064,0.0012040942570692623,0.746022006186801,0.7266975936140577
23,PHYS-FULL-NO-MOD-NO-ALIGN,0.0013712545679443577,0.7977342668939109,0.7823444828532302,0.0008544046121887556,0.7407758458674094,0.7210522689225385,0.0011128295900665567,0.7692550563806602,0.7516983758878844
23,PHYS-FULL+MOD,0.0009628628473126918,0.8579737386149436,0.8471673926399937,0.0007884210552800169,0.760795086730951,0.7425947128952624,0.0008756419512963543,0.8093844126729473,0.794881052767628
23,PHYS-FULL+ALIGN,0.001371218445849262,0.7977395950526764,0.78235021641538,0.0006575621020100767,0.8004973554080568,0.7853178063630176,0.0010143902739296693,0.7991184752303666,0.7838340113891988
23,PHYS-FULL-DETAILED,0.0009628624042858907,0.8579738039632333,0.8471674629604359,0.000540262787173979,0.8360856647815581,0.8236139218845028,0.0007515625957299349,0.8470297343723957,0.8353906924224693
24,BASELINE-OG,0.0016972695464339568,0.7755786112945686,0.7585030708495901,0.0008424995509714526,0.7762721261560896,0.759249353146227,0.0012698845487027048,0.7759253687253291,0.7588762119979086
24,PHYS-FULL-NO-MOD-NO-ALIGN,0.0016303344953885286,0.7844290953795774,0.7680269613323714,0.0007245750404605621,0.8075872763900147,0.7929471778544723,0.0011774547679245452,0.796008185884796,0.7804870695934218
24,PHYS-FULL+MOD,0.0012127680524836272,0.8396417993312839,0.827440631889099,0.0006762462491159145,0.8204211084324372,0.806757497117514,0.0009445071507997708,0.8300314538818605,0.8170990645033065
24,PHYS-FULL+ALIGN,0.0015876372740785277,0.7900747335284419,0.7741021589056061,0.0005908381449341458,0.8431014452178911,0.8311635117018612,0.0010892377095063368,0.8165880893731665,0.8026328353037336
24,PHYS-FULL-DETAILED,0.0012129951389899792,0.8396117728282934,0.8274083207608809,0.0004907918476140543,0.8696689909923319,0.859752501176531,0.0008518934933020167,0.8546403819103126,0.843580410968706
25,BASELINE-OG,0.0015162279468499097,0.7834537425201495,0.7669773968423348,0.0007941824652232097,0.7599086239298967,0.7416408018376062,0.0011552052060365596,0.7716811832250231,0.7543090993399705
25,PHYS-FULL-NO-MOD-NO-ALIGN,0.0014411367300796668,0.7941781998782844,0.7785178455211974,0.000771313977450323,0.7668220562183967,0.7490802561480574,0.001106225353764995,0.7805001280483406,0.7637990508346274
25,PHYS-FULL+MOD,0.0011936379122793005,0.8295257495898596,0.8165548827108272,0.0006885049704371448,0.7918562634886428,0.7760192400584308,0.0009410714413582227,0.8106910065392512,0.796287061384629
25,PHYS-FULL+ALIGN,0.0014411673145380277,0.7941738318345422,0.7785131451263008,0.0006798066121924791,0.7944858868963134,0.7788489435079894,0.0010604869633652535,0.7943298593654278,0.778681044317145
25,PHYS-FULL-DETAILED,0.0011936702768562,0.8295211273112523,0.8165499087371084,0.0005512300416389673,0.833356205880114,0.8206767867622967,0.0008724501592475837,0.8314386665956832,0.8186133477497026
26,BASELINE-OG,0.0019766241190198,0.7365454063072316,0.7164999480914775,0.000764396990666605,0.7857000375389094,0.769394605612522,0.0013705105548432023,0.7611227219230705,0.7429472768519998
26,PHYS-FULL-NO-MOD-NO-ALIGN,0.001842937648442102,0.7543638243106167,0.7356741152907723,0.0007482934183007048,0.7902147007252367,0.7742527757804177,0.0012956155333714034,0.7722892625179267,0.754963445535595
26,PHYS-FULL+MOD,0.0012293401044529545,0.8361472499437642,0.823680192874268,0.0007771869134374092,0.7821143615052121,0.7655361064023478,0.001003263508945182,0.8091308057244881,0.794608149638308
26,PHYS-FULL+ALIGN,0.001802621740259548,0.7597373351908021,0.7414564802596675,0.0005471247142938472,0.8466126801042771,0.8349419057643852,0.0011748732272766976,0.8031750076475397,0.7881991930120263
26,PHYS-FULL-DETAILED,0.0012294492119163149,0.8361327075418215,0.8236645439852209,0.0004961803708575357,0.8608950111695601,0.8503109359324614,0.0008628147913869253,0.8485138593556908,0.8369877399588412
27,BASELINE-OG,0.0016120195525399024,0.7580237768550437,0.7396125424853188,0.001035467383024982,0.6456601809798883,0.6186995425761843,0.0013237434677824422,0.701841978917466,0.6791560425307516
27,PHYS-FULL-NO-MOD-NO-ALIGN,0.0014981933490601077,0.7751099435641092,0.7579987436179002,0.0008804422641842213,0.6987102079089174,0.6757859845976394,0.0011893178066221645,0.7369100757365132,0.7168923641077698
27,PHYS-FULL+MOD,0.0011616948926337256,0.8256208852284772,0.812352909104557,0.000899195420981432,0.6922928254838264,0.6688803230749871,0.0010304451568075787,0.7589568553561519,0.740616616089772
27,PHYS-FULL+ALIGN,0.0014823573673415254,0.7774870431718761,0.7605567095001711,0.0007102021300707318,0.7569668553906643,0.7384752030834323,0.0010962797487061287,0.7672269492812702,0.7495159562918017
27,PHYS-FULL-DETAILED,0.0011618942534517842,0.8255909596747077,0.812320706606479,0.0006541473539065348,0.7761489557318734,0.7591168110592985,0.0009080208036791595,0.8008699577032905,0.7857187588328888
28,BASELINE-OG,0.0016596178756444846,0.7714839188737888,0.7540968257446206,0.001036748147709178,0.6825564165585409,0.6584031004271257,0.0013481830116768314,0.7270201677161648,0.7062499630858732
28,PHYS-FULL-NO-MOD-NO-ALIGN,0.0015832902595410321,0.7819936199137909,0.7654061779507098,0.0008928691369447425,0.7266109623611989,0.7058096225408553,0.0012380796982428873,0.7543022911374949,0.7356079002457825
28,PHYS-FULL+MOD,0.0011159941267736763,0.8463365524361113,0.8346447683823371,0.0008066876610878993,0.7529990071170253,0.734205453310712,0.0009613408939307879,0.7996677797765683,0.7844251108465246
