iteration,Model,C_AI_MSE,C_AI_R2,C_AI_adj_R2,C_self_MSE,C_self_R2,C_self_adj_R2,Mean_MSE,Mean_R2,Mean_adj_R2
28,PHYS-FULL+ALIGN,0.0015450497841502193,0.7872590269119641,0.7710722137422222,0.0007744926897878357,0.7628568371800639,0.7448133356611557,0.0011597712369690275,0.775057932046014,0.7579427747016889
28,PHYS-FULL-DETAILED,0.0011156873404177432,0.8463787944587056,0.8346902244718679,0.0006018149196137366,0.8157293214626431,0.8017087263565399,0.00085875113001574,0.8310540579606743,0.8181994754142039
29,BASELINE-OG,0.0018340114020988592,0.7308970430994134,0.710421818117847,0.0009203119826048402,0.666818747674997,0.641468000215486,0.0013771616923518497,0.6988578953872052,0.6759449091666665
29,PHYS-FULL-NO-MOD-NO-ALIGN,0.0017544846675375595,0.7425659342516726,0.722978559683865,0.000955575484205126,0.6540522751671706,0.6277301656690206,0.0013550300758713428,0.6983091047094216,0.6753543626764429
29,PHYS-FULL+MOD,0.001240031690616804,0.818051188660261,0.8042072573626723,0.0009436997952361562,0.658351639945302,0.6323566560280968,0.0010918657429264801,0.7382014143027815,0.7182819566953845
29,PHYS-FULL+ALIGN,0.0016660869547817923,0.7555364566042612,0.7369359696067593,0.0008446059332532241,0.6942266667375705,0.6709613044241248,0.0012553464440175082,0.7248815616709159,0.7039486370154421
29,PHYS-FULL-DETAILED,0.001240097844888643,0.8180414818993635,0.8041968120438804,0.0007905141294323543,0.7138095639270056,0.6920342046605821,0.0010153059871604987,0.7659255229131845,0.7481155083522313
30,BASELINE-OG,0.002015163663341635,0.730947169179379,0.7104757581386796,0.0008749689525924373,0.7605515507363686,0.7423326469880489,0.001445066307967036,0.7457493599578737,0.7264042025633642
30,PHYS-FULL-NO-MOD-NO-ALIGN,0.0018777385674782908,0.7492953618053393,0.7302200088992238,0.0007941323879291669,0.7826736957508507,0.7661379986884155,0.001335935477703729,0.765984528778095,0.7481790037938196
30,PHYS-FULL+MOD,0.0016626000498166675,0.7780193946213274,0.761129565951211,0.0006912792393976802,0.8108210109724665,0.7964269574595021,0.0011769396446071737,0.794420202796897,0.7787782617053565
30,PHYS-FULL+ALIGN,0.0018778031013352602,0.7492867456233302,0.7302107371381488,0.0006917064550899204,0.810704096955455,0.7963011478107613,0.0012847547782125902,0.7799954212893926,0.763255942474455
30,PHYS-FULL-DETAILED,0.0016625301495004857,0.7780287273014893,0.7611396087266027,0.0005442888975567928,0.8510471347752002,0.8397137645950524,0.0011034095235286394,0.8145379310383447,0.8004266866608276
31,BASELINE-OG,0.001524724577519736,0.7524424490606059,0.733606548445652,0.0007921093826195811,0.7364230446695915,0.7163682763292344,0.0011584169800696585,0.7444327468650986,0.7249874123874431
31,PHYS-FULL-NO-MOD-NO-ALIGN,0.0014772977151684794,0.7601427761003363,0.7418927699340576,0.0006631070298605877,0.7793489941871024,0.7625603307013384,0.0010702023725145335,0.7697458851437193,0.752226550317698
31,PHYS-FULL+MOD,0.0010306301583400852,0.8326646781427324,0.8199326427840272,0.0006426574781355771,0.7861536485692089,0.7698827305255618,0.0008366438182378312,0.8094091633559706,0.7949076866547945
31,PHYS-FULL+ALIGN,0.001477398676793917,0.7601263837544001,0.7418751303444089,0.0005459741772904721,0.8183253291820181,0.804502256402389,0.0010116864270421945,0.7892258564682091,0.7731886933733989
31,PHYS-FULL-DETAILED,0.0010306850013936356,0.8326557737069915,0.8199230608368714,0.00047438125594004646,0.842148104983952,0.8301376347109919,0.000752533128666841,0.8374019393454717,0.8250303477739316
32,BASELINE-OG,0.00198205492445075,0.7581426073036963,0.7397404143811515,0.0008535366491647556,0.7944617948038633,0.7788230183215485,0.0014177957868077528,0.7763022010537798,0.75928171635135
32,PHYS-FULL-NO-MOD-NO-ALIGN,0.0019347176443770529,0.7639188706124094,0.7459561759850928,0.0007244763819577375,0.8255405020975953,0.8122664098658907,0.0013295970131673952,0.7947296863550024,0.7791112929254917
32,PHYS-FULL+MOD,0.0012952824894645137,0.8419450228939158,0.8299191007228006,0.0007072755985707499,0.8296825833413106,0.816723649465106,0.0010012790440176319,0.8358138031176132,0.8233213750939533
32,PHYS-FULL+ALIGN,0.0019129258740281903,0.7665779799508012,0.7488176088601013,0.0006104847842229072,0.8529905576151698,0.8418050565641502,0.0012617053291255488,0.8097842687829855,0.7953113327121257
32,PHYS-FULL-DETAILED,0.0012952566803898981,0.8419481722090116,0.8299224896596973,0.0005408446285525952,0.8697604439698594,0.8598509125327835,0.0009180506544712466,0.8558543080894355,0.8448867010962404
33,BASELINE-OG,0.0018799643371086075,0.7056767301755683,0.6832825683411008,0.0008323601840095791,0.7533240039156629,0.7345551781266373,0.0013561622605590933,0.7295003670456156,0.708918873233869
33,PHYS-FULL-NO-MOD-NO-ALIGN,0.0017485109389031455,0.7262567982256196,0.7054285111340907,0.000788439908148697,0.7663400971940474,0.7485616263283771,0.0012684754235259212,0.7462984477098336,0.7269950687312339
33,PHYS-FULL+MOD,0.0012855731082055857,0.7987333731088927,0.783419608019352,0.000831908013324612,0.7534580079877667,0.734699378160749,0.001058740560765099,0.7760956905483297,0.7590594930900505
33,PHYS-FULL+ALIGN,0.0017368370601832178,0.7280844361698944,0.7073952084871689,0.0006052965619943054,0.8206159602239556,0.8069671745888218,0.0011710668110887616,0.774350198196925,0.7571811915379953
33,PHYS-FULL-DETAILED,0.0012856362561876687,0.7987234867933906,0.783408969484192,0.0005869516505133959,0.82605260820348,0.8128174805667884,0.0009362939533505323,0.8123880474984353,0.7981132250254902
34,BASELINE-OG,0.001807339049224297,0.7279373586694643,0.7072369403073584,0.0007699750871571346,0.7688283760452383,0.7512392307443326,0.0012886570681907158,0.7483828673573514,0.7292380855258456
34,PHYS-FULL-NO-MOD-NO-ALIGN,0.001753401820678481,0.7360566459003365,0.7159739993927534,0.0008238451375214633,0.7526548306501193,0.7338350895039327,0.0012886234790999722,0.7443557382752279,0.7249045444483431
34,PHYS-FULL+MOD,0.0013241437465792629,0.8006737887114852,0.785507663939533,0.0007417197717799532,0.77731154290355,0.7603678559505592,0.001032931759179608,0.7889926658075176,0.7729377599450461
34,PHYS-FULL+ALIGN,0.0017384221662579001,0.7383115655567403,0.718400489023014,0.0007531572738076202,0.7738776319084764,0.7566726691189039,0.0012457897200327602,0.7560945987326083,0.7375365790709589
34,PHYS-FULL-DETAILED,0.001324144934037295,0.800673609960869,0.7855074715883265,0.0006455156243314604,0.806195164422999,0.7914491443247489,0.0009848302791843778,0.803434387191934,0.7884783079565376
35,BASELINE-OG,0.0020229379352586195,0.7095655179456526,0.6874672421371697,0.0010631661325777996,0.6941140397778159,0.6708401080217803,0.0015430520339182094,0.7018397788617343,0.679153675079475
35,PHYS-FULL-NO-MOD-NO-ALIGN,0.0018610332574922623,0.7328102751918686,0.7124806222173368,0.000889512691255752,0.7440762686496938,0.7246038108295618,0.0013752729743740071,0.7384432719207812,0.7185422165234493
35,PHYS-FULL+MOD,0.0014533148751509988,0.7913466618676084,0.7754708644010133,0.0008876668123280224,0.7446073506988308,0.7251753012954809,0.0011704908437395107,0.7679770062832196,0.7503230828482471
35,PHYS-FULL+ALIGN,0.0018236918608989067,0.7381714031779285,0.7182496621153796,0.000718565844908837,0.7932597768893656,0.7775295425222521,0.001271128852903872,0.765715590033647,0.7478896023188158
35,PHYS-FULL-DETAILED,0.0014532193973153657,0.7913603696810101,0.7754856152002174,0.000635240299012945,0.8172335603239479,0.8033274181746831,0.0010442298481641553,0.8042969650024789,0.7894065166874502
36,BASELINE-OG,0.00183221489831898,0.7558579754189685,0.7372819518095421,0.0008158830047817205,0.7221212093458662,0.7009782578830518,0.0013240489515503502,0.7389895923824173,0.719130104846297
36,PHYS-FULL-NO-MOD-NO-ALIGN,0.0016959988702903298,0.7740087157572404,0.7568137267387696,0.0008092155625707888,0.7243920505908383,0.7034218805270978,0.0012526072164305594,0.7492003831740394,0.7301178036329337
36,PHYS-FULL+MOD,0.0011586487766602146,0.8456104366514582,0.8338634046575474,0.0007863624694630278,0.7321755070892242,0.7117975565416652,0.0009725056230616212,0.7888929718703412,0.7728304805996062
36,PHYS-FULL+ALIGN,0.001688623059540046,0.7749915400815884,0.7578713311747528,0.0007311054390425505,0.7509953093137955,0.7320493002398452,0.0012098642492912983,0.7629934246976919,0.744960315707299
36,PHYS-FULL-DETAILED,0.0011587305475331802,0.8455995407098872,0.8338516796769438,0.0006732472549458617,0.7707010295359411,0.7532543687397628,0.0009159889012395209,0.8081502851229141,0.7935530242083533
37,BASELINE-OG,0.0019513596722973406,0.7406479465266971,0.7209146381102502,0.0010115683644116914,0.6955344274119144,0.6723685686280383,0.0014814640183545159,0.7180911869693057,0.6966416033691443
37,PHYS-FULL-NO-MOD-NO-ALIGN,0.001852497905202116,0.7537875038672257,0.7350539443788624,0.0009326822473473312,0.7192778615150752,0.6979185683694831,0.0013925900762747235,0.7365326826911505,0.7164862563741727
37,PHYS-FULL+MOD,0.001948334119821017,0.7410500678059087,0.7213473555737495,0.0009231455565255845,0.7221482498484701,0.7010073558152015,0.0014357398381733008,0.7315991588271894,0.7111773556944755
37,PHYS-FULL+ALIGN,0.0018525193275415676,0.7537846566587865,0.7350508805349985,0.0007091316627203692,0.7865629399590157,0.7703231636515495,0.0012808254951309685,0.7701737983089011,0.752687022093274
37,PHYS-FULL-DETAILED,0.0019483123347715965,0.7410529632215423,0.7213504712927467,0.0006004012454843323,0.8192890214639119,0.8055392730970357,0.0012743567901279643,0.7801709923427271,0.7634448721948912
38,BASELINE-OG,0.0017325323243427679,0.7578296467452876,0.7394036416063421,0.0010032050112562167,0.6943442127552286,0.6710877941605178,0.0013678686677994923,0.7260869297502581,0.7052457178834299
38,PHYS-FULL-NO-MOD-NO-ALIGN,0.001674665987687463,0.7659181025809889,0.7481075234295425,0.0008269476632065965,0.7480461758348598,0.728875776170121,0.0012508068254470297,0.7569821392079243,0.7384916497998317
38,PHYS-FULL+MOD,0.001178042150160921,0.8353353183400869,0.8228064838659631,0.0007197488644636961,0.7807074293710891,0.7640221250841067,0.0009488955073123086,0.8080213738555879,0.7934143044750349
38,PHYS-FULL+ALIGN,0.0016747571798226594,0.7659053559030283,0.7480938068956501,0.0006915398919344274,0.7893021189998849,0.7732707584890066,0.0011831485358785433,0.7776037374514566,0.7606822826923283
38,PHYS-FULL-DETAILED,0.0011780842714802437,0.8353294306953737,0.8228001482482825,0.0005301502975986472,0.8384741854831318,0.8261841778568484,0.0008541172845394454,0.8369018080892527,0.8244921630525655
39,BASELINE-OG,0.0020951538445547536,0.6787219747053829,0.6542769075634012,0.0008847311044589992,0.705029886743042,0.6825865085604473,0.0014899424745068765,0.6918759307242124,0.6684317080619242
39,PHYS-FULL-NO-MOD-NO-ALIGN,0.0019290357197299017,0.7041950936594303,0.6816881986117784,0.0008356166043213902,0.7214047034473876,0.7002072352314281,0.001382326162025646,0.712799898553409,0.6909477169216033
39,PHYS-FULL+MOD,0.001377066267451176,0.7888359691311533,0.7727691406954802,0.0007249054726539366,0.7583158902273797,0.7399268818751151,0.0010509858700525562,0.7735759296792665,0.7563480112852976
39,PHYS-FULL+ALIGN,0.0019024542100018525,0.7082711928809613,0.6860744358175563,0.0007628572530457441,0.745662733913496,0.7263109854069143,0.0013326557315237984,0.7269669633972287,0.7061927106122353
39,PHYS-FULL-DETAILED,0.0013722282847871059,0.7895778418679749,0.773567460270973,0.0006240581814147486,0.7919384641015859,0.776107695065837,0.0009981432331009272,0.7907581529847804,0.774837577668405
40,BASELINE-OG,0.0017218194672865511,0.748020817750127,0.7288484886658975,0.0007038680052542515,0.7770919371697473,0.7601315410848368,0.0012128437362704013,0.7625563774599371,0.7444900148753671
40,PHYS-FULL-NO-MOD-NO-ALIGN,0.0016083575521789598,0.7646253695794607,0.7467164303083327,0.0007490535669510792,0.762782114943777,0.7447329280373252,0.0011787055595650195,0.7637037422616189,0.7457246791728289
40,PHYS-FULL+MOD,0.00113406862553615,0.8340350482108475,0.8214072801399338,0.0007181461436922104,0.7725701913931682,0.7552657494339527,0.0009261073846141801,0.8033026198020079,0.7883365147869432
40,PHYS-FULL+ALIGN,0.0015921126193319732,0.767002729675719,0.7492746764988716,0.0005585281153361861,0.8231196484334459,0.8096613608142516,0.0010753203673340797,0.7950611890545825,0.7794680186565616
40,PHYS-FULL-DETAILED,0.0011312673833758962,0.8344449952013627,0.8218484187492925,0.0004647318686987876,0.852823995672725,0.8416258214304324,0.000797999626037342,0.8436344954370438,0.8317371200898624
41,BASELINE-OG,0.001897949870050373,0.7393039462856732,0.7194683769813224,0.000741990650835941,0.7921877784296888,0.7763759789623825,0.001319970260443157,0.7657458623576809,0.7479221779718525
41,PHYS-FULL-NO-MOD-NO-ALIGN,0.0018256474891080849,0.7492351597930691,0.7301552262990635,0.0006902409727020322,0.8066815130427061,0.7919724977307381,0.0012579442309050585,0.7779583364178876,0.7610638620149008
41,PHYS-FULL+MOD,0.0015191036182045062,0.7913410018365978,0.7754647737154695,0.0006062296930976929,0.8302108804705479,0.8172921431150462,0.0010626666556510995,0.8107759411535729,0.7963784584152578
41,PHYS-FULL+ALIGN,0.0018231224990061412,0.749581983998298,0.7305284393025163,0.0005793917565979789,0.8377274862392123,0.825380664540022,0.00120125712780206,0.7936547351187552,0.7779545519212692
41,PHYS-FULL-DETAILED,0.0015171521216435053,0.791609052884899,0.7757532199522283,0.00045032477436711865,0.8738757803970337,0.8642793723837646,0.000983738448005312,0.8327424166409664,0.8200162961679964
42,BASELINE-OG,0.001790941128311457,0.7410037434327393,0.721297506520013,0.001157961973657918,0.6586997073931375,0.6327312068687024,0.0014744515509846874,0.6998517254129384,0.6770143566943577
42,PHYS-FULL-NO-MOD-NO-ALIGN,0.0017475126301233449,0.7472841388523609,0.7280557581128666,0.0009263804667781201,0.7269565568048115,0.7061815122138733,0.0013369465484507326,0.7371203478285862,0.7171186351633699
42,PHYS-FULL+MOD,0.0010720708187820388,0.8449628943965719,0.8331665928832676,0.0009030506800071653,0.7338328301475618,0.7135809802674851,0.000987560749394602,0.7893978622720669,0.7733737865753763
42,PHYS-FULL+ALIGN,0.001676851893280191,0.7575027139017348,0.7390518334377365,0.0007104289727339002,0.7906065814022123,0.7746744734654242,0.0011936404330070455,0.7740546476519736,0.7568631534515804
42,PHYS-FULL-DETAILED,0.0010665016535689336,0.8457682770635938,0.8340332546662586,0.0005826966708189573,0.8282546847170427,0.8151871063802959,0.0008245991621939454,0.8370114808903182,0.8246101805232773
43,BASELINE-OG,0.0017459034282621877,0.766943134489219,0.7492105468960074,0.0008540315162903381,0.7759981087135568,0.7589544865504578,0.0012999674722762628,0.7714706216013879,0.7540825167232326
43,PHYS-FULL-NO-MOD-NO-ALIGN,0.001670391021775435,0.7770231220063382,0.7600574899850814,0.0008296207464658488,0.7824007513609795,0.7658442867906192,0.001250005884120642,0.7797119366836589,0.7629508883878503
43,PHYS-FULL+MOD,0.0012276474688338273,0.8361239995253107,0.8236551734022365,0.0008569915486102244,0.7752217288900068,0.7581190343490292,0.0010423195087220258,0.8056728642076587,0.7908871038756329
43,PHYS-FULL+ALIGN,0.0016493711268891432,0.7798290222275442,0.7630768826144226,0.0005856247716232267,0.8463978741702576,0.8347107559006033,0.001117497949256185,0.8131134481989009,0.798893819257513
43,PHYS-FULL-DETAILED,0.001227582397051379,0.8361326858165482,0.8236645206069377,0.0005305935405738399,0.8608318846250815,0.8502430062813378,0.0008790879688126095,0.8484822852208149,0.8369537634441377
44,BASELINE-OG,0.0018013055679845737,0.7284330700485552,0.7077703688565975,0.0008725035025557444,0.7259861142689864,0.705137231659018,0.001336904535270159,0.7272095921587708,0.7064538002578078
44,PHYS-FULL-NO-MOD-NO-ALIGN,0.0017053104707725646,0.7429054029517526,0.7233438575241685,0.0007849255609184498,0.7534903844777192,0.7347342180792849,0.0012451180158455071,0.7481978937147359,0.7290390378017266
44,PHYS-FULL+MOD,0.0014376156268682716,0.7832633900778673,0.7667725610620528,0.0007847149529089483,0.7535565269274407,0.7348053931067025,0.00111116528988861,0.768409958502654,0.7507889770843776
44,PHYS-FULL+ALIGN,0.001705334862285369,0.7429017256588119,0.7233399004371998,0.0006980797439974476,0.7807647274279788,0.7640837827757598,0.0012017073031414082,0.7618332265433954,0.7437118416064799
44,PHYS-FULL-DETAILED,0.0014372284856926237,0.7833217559333873,0.7668353677978842,0.0006444651965115245,0.7976026317404479,0.7822028319815689,0.001040846841102074,0.7904621938369176,0.7745190998897266
45,BASELINE-OG,0.0023060548337128874,0.7398931630566465,0.7201024254631305,0.0010244323865880602,0.7064787759816336,0.6841456393715404,0.0016652436101504738,0.72318596951914,0.7021240324173355
45,PHYS-FULL-NO-MOD-NO-ALIGN,0.0022218875897644765,0.7493866387874091,0.7303182308690597,0.0008962551450591224,0.7432042264041614,0.7236654175436084,0.0015590713674117993,0.7462954325957852,0.726991824206334
45,PHYS-FULL+MOD,0.0014265914110880328,0.8390904786287217,0.8268473628722114,0.0008744371107062419,0.7494555478508225,0.730392383013385,0.0011505142608971373,0.7942730132397721,0.7786198729427982
45,PHYS-FULL+ALIGN,0.0021476045593499414,0.7577652444464005,0.7393343391325398,0.000713615478703371,0.7955342963286326,0.7799771232232025,0.0014306100190266562,0.7766497703875166,0.7596557311778711
45,PHYS-FULL-DETAILED,0.0014254740964538442,0.8392165038953895,0.8269829770178648,0.0006231242610381396,0.821461915681311,0.8078774962222803,0.001024299178745992,0.8303392097883502,0.8174302366200725
46,BASELINE-OG,0.0019955053901157477,0.736198892108783,0.7161270686822774,0.0008468385027564587,0.7691273971458126,0.7515610034503852,0.0014211719464361033,0.7526631446272978,0.7338440360663313
46,PHYS-FULL-NO-MOD-NO-ALIGN,0.0019090594477685688,0.7476268418787223,0.7284245363694947,0.0006882459440751487,0.8123643032346108,0.7980876741328964,0.0012986526959218587,0.7799955725566665,0.7632561052511955
46,PHYS-FULL+MOD,0.0013905182323220781,0.8161767680275602,0.8021902177687876,0.000582939463663765,0.8410738873534869,0.8289816831303827,0.0009867288479929216,0.8286253276905235,0.8155859504495852
46,PHYS-FULL+ALIGN,0.0018857283560048646,0.7507111572035834,0.7317435278603777,0.0005859761973419855,0.8402459861584141,0.828090789453076,0.001235852276673425,0.7954785716809987,0.7799171586567268
46,PHYS-FULL-DETAILED,0.0013905222970348832,0.8161762306821105,0.8021896395383581,0.00044938350468349956,0.8774850941846536,0.8681633078726164,0.0009199529008591914,0.8468306624333821,0.8351764737054872
47,BASELINE-OG,0.001625709048108381,0.7737686279022803,0.7565553713296278,0.0009342789472314815,0.7392867807883082,0.7194499054135056,0.0012799939976699311,0.7565277043452943,0.7380026383715668
47,PHYS-FULL-NO-MOD-NO-ALIGN,0.0015296776115856117,0.7871322268035351,0.7709357657994563,0.0008064624905216661,0.7749543295389185,0.7578312893951407,0.001168070051053639,0.7810432781712269,0.7643835275972986
47,PHYS-FULL+MOD,0.0010764880724914356,0.8501974421745784,0.8387994214704702,0.0007546515906473569,0.7894123097133761,0.7733893332785243,0.0009155698315693962,0.8198048759439772,0.8060943773744973
47,PHYS-FULL+ALIGN,0.0015097288698925247,0.7899082654865339,0.7739230248170311,0.0006949358521976993,0.8060761577589173,0.7913210828057915,0.001102332361045112,0.7979922116227256,0.7826220538114113
47,PHYS-FULL-DETAILED,0.0010746445733150508,0.8504539809129337,0.8390754794606569,0.0005992680981260161,0.8327725188539525,0.8200486887667533,0.0008369563357205334,0.8416132498834431,0.829562084113705
48,BASELINE-OG,0.001943973593355534,0.7467428982292503,0.7274733361379976,0.0008303403835195922,0.7534103382039583,0.7346480813281725,0.0013871569884375632,0.7500766182166043,0.731060708733085
48,PHYS-FULL-NO-MOD-NO-ALIGN,0.0017968584064811113,0.7659087788675601,0.7480974903031354,0.0007285208047406508,0.7836481250124113,0.767186569306834,0.001262689605610881,0.7747784519399857,0.7576420298049847
48,PHYS-FULL+MOD,0.0012406804208552396,0.8383665659433441,0.826068369873816,0.0006954851570581164,0.7934588596833176,0.7777437729200919,0.0009680827889566781,0.8159127128133309,0.8019060713969539
48,PHYS-FULL+ALIGN,0.001795017340323339,0.7661486293886163,0.7483555903203589,0.0005024573225574624,0.8507831442435609,0.8394296878273101,0.0011487373314404007,0.8084658868160886,0.7938926390738346
48,PHYS-FULL-DETAILED,0.0012407214740422124,0.8383612176139292,0.8260626146062935,0.00040965381705234045,0.8783433900056594,0.8690869088104379,0.0008251876455472765,0.8583523038097943,0.8475747617083658
49,BASELINE-OG,0.0016614033598182552,0.7713098238453089,0.753909484355278,0.0010443493486600693,0.6430792999610176,0.6159222901754429,0.0013528763542391621,0.7071945619031632,0.6849158872653605
49,PHYS-FULL-NO-MOD-NO-ALIGN,0.001594873027795979,0.7804676441060484,0.7637640952880304,0.0009152765509555752,0.6871916971888088,0.6633910654531747,0.001255074789375777,0.7338296706474285,0.7135775803706026
49,PHYS-FULL+MOD,0.0011603721910239868,0.8402761621962114,0.8281232614937493,0.0009007833907893652,0.6921449332672702,0.6687211781897799,0.001030577790906676,0.7662105477317408,0.7484222198417646
49,PHYS-FULL+ALIGN,0.0015949393300822242,0.7804585176760149,0.7637542744557118,0.0008170342158361218,0.7207673613755953,0.6995213997411297,0.001205986772959173,0.7506129395258051,0.7316378370984207
49,PHYS-FULL-DETAILED,0.0011581991875387785,0.8405752735148928,0.8284451312823303,0.0007612232044930737,0.7398415392491223,0.7200468737572078,0.0009597111960159262,0.7902084063820076,0.774246002519769
50,BASELINE-OG,0.0016377899775799438,0.7578766557151992,0.7394542273457037,0.001423460107709658,0.6172319799068594,0.5881083262041205,0.0015306250426448008,0.6875543178110293,0.663781276774912
50,PHYS-FULL-NO-MOD-NO-ALIGN,0.0015235812609105037,0.774760747573754,0.7576229783674093,0.0013661728964346903,0.6326364948051788,0.6046849237577467,0.0014448770786725969,0.7036986211894665,0.681153951062578
50,PHYS-FULL+MOD,0.0010669213374588015,0.8422712522053347,0.8302701518296537,0.001311398833458544,0.6473652248372205,0.6205343180313568,0.0011891600854586728,0.7448182385212776,0.7254022349305053
50,PHYS-FULL+ALIGN,0.0015185894187464335,0.7754987185806914,0.7584170993422658,0.0010832056313123993,0.7087263123107089,0.6865641838995673,0.0013008975250294163,0.7421125154457002,0.7224906416209165
50,PHYS-FULL-DETAILED,0.0010620483819814301,0.8429916475508207,0.83104535986447,0.0009443480643406967,0.7460650727697061,0.7267439370021838,0.0010031982231610635,0.7945283601602634,0.7788946484333269
51,BASELINE-OG,0.0017293338462072228,0.7626293418926191,0.7445685309496662,0.0009683109513367551,0.7448680669590559,0.7254558546624623,0.001348822398771989,0.7537487044258375,0.7350121928060642
51,PHYS-FULL-NO-MOD-NO-ALIGN,0.0016251915278820148,0.7769240546757521,0.7599508849228203,0.000929105630338274,0.7551979401449624,0.73657169646034,0.0012771485791101445,0.7660609974103573,0.7482612906915802
51,PHYS-FULL+MOD,0.0012089713125985903,0.8340549936417054,0.8214287431579222,0.000823088703434515,0.7831314293393956,0.7666305598326104,0.0010160300080165527,0.8085932114905505,0.7940296514952663
51,PHYS-FULL+ALIGN,0.0016006361805821912,0.7802945542246957,0.763577835524401,0.0007799672297593013,0.7944931359473231,0.7788567441172282,0.0011903017051707464,0.7873938450860094,0.7712172898208145
51,PHYS-FULL-DETAILED,0.001208981661117262,0.8340535731903028,0.8214272146286954,0.0005914564172804147,0.8441622302815985,0.8323050086725897,0.0009002190391988385,0.8391079017359506,0.8268661116506426
52,BASELINE-OG,0.001734555960817524,0.7764273543741443,0.7594163922069597,0.0008734985809218386,0.7680736697846251,0.7504271011812813,0.0013040272708696814,0.7722505120793848,0.7549217466941205
52,PHYS-FULL-NO-MOD-NO-ALIGN,0.0017072929740719494,0.7799413707633867,0.763197779408427,0.0007916493839723332,0.7898057988277436,0.7738127617820284,0.0012494711790221413,0.7848735847955651,0.7685052705952278
52,PHYS-FULL+MOD,0.0011343645891175578,0.8537880022194457,0.8426631763013601,0.0007230343922575499,0.8080240576477793,0.793417192468806,0.0009286994906875538,0.8309060299336125,0.8180401843850831
52,PHYS-FULL+ALIGN,0.0016806349671386403,0.7833774093068668,0.766895255667172,0.0006412965545560901,0.8297266192224453,0.8167710359024138,0.0011609657608473653,0.8065520142646561,0.7918331457847929
52,PHYS-FULL-DETAILED,0.0011332153244699523,0.8539361347349675,0.8428225797691499,0.0005032812549541528,0.8663716495056908,0.8562042750115586,0.0008182482897120526,0.8601538921203291,0.8495134273903542
53,BASELINE-OG,0.0017359579384716897,0.7586481237617543,0.7402843940479746,0.0010134852529867467,0.673519518629597,0.6486786124383708,0.0013747215957292183,0.7160838211956757,0.6944815032431727
53,PHYS-FULL-NO-MOD-NO-ALIGN,0.001704496770840598,0.7630221996930495,0.7449912801044772,0.0009457544937760682,0.6953380609374586,0.6721572612261784,0.0013251256323083332,0.7291801303152541,0.7085742706653277
53,PHYS-FULL+MOD,0.001665339094678514,0.7684663284944472,0.7508496360972856,0.000916802675510357,0.7046644951762225,0.68219331546137,0.0012910708850944355,0.7365654118353349,0.7165214757793278
53,PHYS-FULL+ALIGN,0.0017044740101934753,0.7630253641273747,0.7449946853109792,0.0008054334258724164,0.7405405832835755,0.7207991059247172,0.0012549537180329459,0.7517829737054751,0.7328968956178482
53,PHYS-FULL-DETAILED,0.0016637633358632983,0.7686854077348613,0.7510853844103399,0.0007112718877261347,0.7708734413197226,0.7534398988114407,0.0011875176117947164,0.769779424527292,0.7522626416108903
54,BASELINE-OG,0.001636526264314718,0.7391205083298835,0.719270981789766,0.0006589996874230452,0.7638596410739532,0.7458924398513191,0.0011477629758688817,0.7514900747019184,0.7325817108205426
54,PHYS-FULL-NO-MOD-NO-ALIGN,0.0015075584195475555,0.7596793386513367,0.7413940709400253,0.0006197274566902591,0.7779321191616603,0.7610356499674388,0.0010636429381189073,0.7688057289064985,0.7512148604537321
54,PHYS-FULL+MOD,0.0011409612773477713,0.8181187772293937,0.8042799885403259,0.0005789264559162604,0.7925524037402308,0.7767683475030744,0.0008599438666320159,0.8053355904848123,0.7905241680217001
54,PHYS-FULL+ALIGN,0.0015077113671440412,0.7596549571964872,0.741367834374481,0.0005515016241444043,0.8023795853636649,0.7873432494674221,0.0010296064956442227,0.781017271280076,0.7643555419209516
54,PHYS-FULL-DETAILED,0.0011409736687518182,0.8181168019093152,0.8042778629241545,0.0004851207879936874,0.8261659312050988,0.8129394259707041,0.0008130472283727528,0.822141366557207,0.8086086444474293
55,BASELINE-OG,0.0017675142961923697,0.7615027224853093,0.743356190500496,0.0008462256775151358,0.7750454060764416,0.7579292956692143,0.0013068699868537528,0.7682740642808754,0.7506427430848551
55,PHYS-FULL-NO-MOD-NO-ALIGN,0.0016450446220559847,0.7780280110912127,0.7611388380220658,0.000823094365278155,0.7811944690149105,0.764546222092132,0.0012340694936670699,0.7796112400530616,0.7628425300570989
55,PHYS-FULL+MOD,0.0011832336920845838,0.8403418773846705,0.8281939767508955,0.000754249370556684,0.7994957310100725,0.7842399714130129,0.0009687415313206339,0.8199188041973715,0.8062169740819543
55,PHYS-FULL+ALIGN,0.0016373192437827463,0.779070425112931,0.7622605661541323,0.0006684112091384548,0.8223143351461274,0.8087947736898544,0.0011528652264606006,0.8006923801295291,0.7855276699219933
55,PHYS-FULL-DETAILED,0.0011832299224686753,0.8403423860329646,0.8281945241006902,0.000541752637263584,0.8559843458301741,0.8450266330129048,0.0008624912798661296,0.8481633659315694,0.8366105785567974
56,BASELINE-OG,0.0018273258247359205,0.7480674208287394,0.7288986376309262,0.0009225410354566213,0.7118270928710997,0.68990089341564,0.001374933430096271,0.7299472568499196,0.7093997655232831
