Model,C_AI_MSE_mean,C_AI_MSE_std,C_AI_adj_R2_mean,C_AI_adj_R2_std,C_self_MSE_mean,C_self_MSE_std,C_self_adj_R2_mean,C_self_adj_R2_std,Mean_MSE_mean,Mean_MSE_std,Mean_adj_R2_mean,Mean_adj_R2_std
BASELINE-OG,0.001799738473805798,0.0001965932285738204,0.7309040568678864,0.026620846171844414,0.0009036488926811515,0.00014193562286277957,0.7107054260141205,0.04509481157739506,0.0013516936832434748,0.00012015233660960938,0.7208047414410035,0.027430368003901296
PHYS-FULL-NO-MOD-NO-ALIGN,0.001701301990867326,0.00018275204543305923,0.7456789844317815,0.024051224535874875,0.0008189918594614648,0.00011973854342006182,0.7371593612572808,0.04222391166010542,0.0012601469251643958,0.00010533130725130774,0.7414191728445313,0.02494571479569278
PHYS-FULL+MOD,0.0012914253614787097,0.00016558763999060882,0.8067301174724238,0.024412101928185426,0.0007831638568522152,0.0001223795478101998,0.7483602236069505,0.044418962030244785,0.0010372946091654625,0.00010932515365165539,0.7775451705396871,0.02771124655869513
PHYS-FULL+ALIGN,0.0016849204217076897,0.00017842413473026882,0.7481271545741022,0.023404676240995598,0.0006827191025066139,0.00010731838410435531,0.7805559974375577,0.0397181044783538,0.0011838197621071517,9.879494753922199e-05,0.76434157600583,0.023583550488661103
PHYS-FULL-DETAILED,0.0012907693086386313,0.00016548015066803444,0.8068283355362097,0.024398984341784405,0.0005912558279043032,0.00010518844085108273,0.8095164229961707,0.04022093191107665,0.0009410125682714674,0.000106031857082881,0.8081723792661901,0.02625412459515923
