Model,C_AI_MSE,C_AI_R2,C_AI_adj_R2,C_self_MSE,C_self_R2,C_self_adj_R2,Mean_MSE,Mean_R2,Mean_adj_R2,iteration
MOD+A,0.001687484663098847,0.7875109831379172,0.771343340550585,0.0010186606876986404,0.6944117412248731,0.6711604606658962,0.0013530726753987437,0.7409613621813952,0.7212519006082405,64
MOD+A+ASYM,0.001687484663098847,0.7875109831379172,0.771343340550585,0.0009665525643650235,0.7100436693731306,0.687981774651521,0.0013270186137319352,0.748777326255524,0.7296625576010529,64
MOD+A+ALIGN,0.001687484658578461,0.7875109837071268,0.7713433411631039,0.0007377645471897257,0.778677840340467,0.7618381108011548,0.0012126246028840934,0.7830944120237969,0.7665907259821294,64
PHYS-FULL,0.001687484658578461,0.7875109837071268,0.7713433411631039,0.0007411512219207295,0.7776618709930847,0.7607448394382108,0.0012143179402495953,0.7825864273501058,0.7660440903006573,64
ORIG-BASE,0.001609071874984835,0.7506355283537325,0.7316621446415166,0.0009096930373230978,0.7070878683540749,0.6848010757288414,0.0012593824561539665,0.7288616983539037,0.708231610185179,65
PHYS-BASE,0.001609071874984835,0.7506355283537325,0.7316621446415166,0.0009096930373230978,0.7070878683540749,0.6848010757288414,0.0012593824561539665,0.7288616983539037,0.708231610185179,65
MOD,0.0013459215719411673,0.7914170107114785,0.7755465658743084,0.0008405128546939287,0.7293632007246438,0.7087712703449971,0.001093217213317548,0.7603901057180611,0.7421589181096527,65
MOD+A,0.0013459361765170569,0.7914147473804198,0.7755441303332778,0.0008404928475720495,0.7293696428193694,0.7087782025991041,0.0010932145120445531,0.7603921950998946,0.7421611664661909,65
MOD+A+ASYM,0.0013459361765170569,0.7914147473804198,0.7755441303332778,0.0007706286431659482,0.7518652234149473,0.732985403457389,0.0010582824098415025,0.7716399853976836,0.7542647668953335,65
MOD+A+ALIGN,0.001345920657818451,0.7914171523768272,0.7755467183185423,0.0005864896210047297,0.8111561614429603,0.7967876085092727,0.0009662051394115903,0.8012866569098938,0.7861671634139075,65
PHYS-FULL,0.001345920657818451,0.7914171523768272,0.7755467183185423,0.0005414838592938942,0.8256475701470013,0.8123816243973166,0.0009437022585561726,0.8085323612619142,0.7939641713579295,65
ORIG-BASE,0.0015296175897538992,0.7574483613531465,0.7389933453691468,0.0007950591179406604,0.7568164978148086,0.7383134052572398,0.0011623383538472798,0.7571324295839776,0.7386533753131933,66
PHYS-BASE,0.0015296175897538992,0.7574483613531465,0.7389933453691468,0.0007950591179406604,0.7568164978148086,0.7383134052572398,0.0011623383538472798,0.7571324295839776,0.7386533753131933,66
MOD,0.0011712425374578127,0.8142759349681655,0.8001447561070477,0.0006950502819248058,0.7874060457402439,0.7712304187856972,0.0009331464096913092,0.8008409903542046,0.7856875874463725,66
MOD+A,0.001171243078831186,0.8142758491225269,0.8001446637296757,0.0006950487989496674,0.7874064993355547,0.7712309068936948,0.0009331459388904266,0.8008411742290409,0.7856877853116853,66
MOD+A+ASYM,0.001171243078831186,0.8142758491225269,0.8001446637296757,0.0007792392975090514,0.7616552818117324,0.7435203576017555,0.0009752411881701187,0.7879655654671296,0.7718325106657156,66
MOD+A+ALIGN,0.0011712429995326583,0.8142758616969037,0.8001446772607985,0.0005575751505070204,0.8294553514675214,0.8164791282096154,0.0008644090750198393,0.8218656065822125,0.808311902735207,66
PHYS-FULL,0.0011712429995326583,0.8142758616969037,0.8001446772607985,0.0006706226486147129,0.7948776881431769,0.7792705557192883,0.0009209328240736855,0.8045767749200403,0.7897076164900434,66
ORIG-BASE,0.00200835439704058,0.6969018091388663,0.6738399902689975,0.0009255045505885061,0.7097187548675894,0.6876321383901234,0.001466929473814543,0.7033102820032279,0.6807360643295605,67
PHYS-BASE,0.00200835439704058,0.6969018091388663,0.6738399902689975,0.0009255045505885061,0.7097187548675894,0.6876321383901234,0.001466929473814543,0.7033102820032279,0.6807360643295605,67
MOD,0.001353336934347638,0.79575617877464,0.7802158880292323,0.0008585828692816227,0.7307085046897419,0.7102189343943963,0.0011059599018146305,0.7632323417321909,0.7452174112118143,67
MOD+A,0.00135342473049482,0.7957429286961606,0.7802016297926075,0.0008585786186168909,0.7307098378957755,0.7102203690400193,0.0011060016745558555,0.763226383295968,0.7452109994163134,67
MOD+A+ASYM,0.00135342473049482,0.7957429286961606,0.7802016297926075,0.0007867220572011975,0.7532473954965648,0.734472740806086,0.0010700733938480088,0.7744951620963627,0.7573371852993468,67
MOD+A+ALIGN,0.001353389486758661,0.7957482476342348,0.7802073534324918,0.0006972993493476583,0.7812945131064472,0.7646538782341117,0.0010253444180531597,0.788521380370341,0.7724306158333017,67
PHYS-FULL,0.001353389486758661,0.7957482476342348,0.7802073534324918,0.0006270366590963082,0.8033321586259052,0.7883683011300502,0.0009902130729274846,0.79954020313007,0.784287827281271,67
ORIG-BASE,0.0016796908966811924,0.7912802891892865,0.7753994416276018,0.0008338229702991165,0.771496931463266,0.7541108284224276,0.0012567569334901545,0.7813886103262763,0.7647551350250147,68
PHYS-BASE,0.0016796908966811924,0.7912802891892865,0.7753994416276018,0.0008338229702991165,0.771496931463266,0.7541108284224276,0.0012567569334901545,0.7813886103262763,0.7647551350250147,68
MOD,0.00122769673164981,0.8474454393367816,0.8358380271124064,0.0007983537165831396,0.7812170202608932,0.7645704891937872,0.0010130252241164748,0.8143312297988374,0.8002042581530968,68
MOD+A,0.001227697552865828,0.8474453372918339,0.8358379173031691,0.0007983439942454687,0.7812196845962142,0.7645733562502739,0.0010130207735556482,0.814332510944024,0.8002056367767215,68
MOD+A+ASYM,0.001227697552865828,0.8474453372918339,0.8358379173031691,0.0007113118414347399,0.8050702076532551,0.7902385930181767,0.000969504697150284,0.8262577724725445,0.813038255160673,68
MOD+A+ALIGN,0.001227697389499473,0.8474453575918656,0.8358379391477684,0.000601857924180425,0.8350652507821398,0.8225158676894765,0.000914777656839949,0.8412553041870027,0.8291769034186225,68
PHYS-FULL,0.001227697389499473,0.8474453575918656,0.8358379391477684,0.0005367370460873913,0.8529111497320413,0.8417196067768705,0.0008822172177934322,0.8501782536619534,0.8387787729623195,68
ORIG-BASE,0.0018348879893103811,0.7278777821666933,0.7071728308098113,0.001032805165327679,0.7143100398097101,0.6925727602300141,0.0014338465773190302,0.7210939109882017,0.6998727955199127,69
PHYS-BASE,0.0018348879893103811,0.7278777821666933,0.7071728308098113,0.001032805165327679,0.7143100398097101,0.6925727602300141,0.0014338465773190302,0.7210939109882017,0.6998727955199127,69
MOD,0.001315167714027714,0.8049546581322992,0.7901142516858437,0.000951542593266394,0.7367885301935022,0.7167615705343122,0.001133355153647054,0.7708715941629007,0.753437911110078,69
MOD+A,0.0013152217390806885,0.8049466459717097,0.7901056299043399,0.0009515408676658622,0.736789007521428,0.716762084180667,0.0011333813033732754,0.7708678267465688,0.7534338570425034,69
MOD+A+ASYM,0.0013152217390806885,0.8049466459717097,0.7901056299043399,0.0007994567432760162,0.7788578399606277,0.7620318060445885,0.0010573392411783523,0.7919022429661687,0.7760687179744642,69
MOD+A+ALIGN,0.001315202232460106,0.8049495388920875,0.7901087429382246,0.0007040737107726274,0.8052422691574711,0.790423746158583,0.0010096379716163667,0.8050959040247794,0.7902662445484039,69
PHYS-FULL,0.001315202232460106,0.8049495388920875,0.7901087429382246,0.0005841355551833687,0.838419027026145,0.826124822560743,0.0009496688938217374,0.8216842829591162,0.8081167827494838,69
ORIG-BASE,0.001455414670280233,0.7694780925706508,0.7519383822227657,0.0009403134659139918,0.7333888474691315,0.7131032162983046,0.0011978640680971125,0.7514334700198911,0.7325207992605351,70
PHYS-BASE,0.001455414670280233,0.7694780925706508,0.7519383822227657,0.0009403134659139918,0.7333888474691315,0.7131032162983046,0.0011978640680971125,0.7514334700198911,0.7325207992605351,70
MOD,0.0011837247946926094,0.8125108238111861,0.7982453430142111,0.0008390701930854504,0.7620947914264241,0.7439933081653911,0.00101139749388903,0.7873028076188051,0.7711193255898011,70
MOD+A,0.0011837255044777094,0.8125107113889202,0.7982452220380771,0.0008390592517700991,0.7620978936649879,0.7439966464438457,0.0010113923781239042,0.787304302526954,0.7711209342409614,70
MOD+A+ASYM,0.0011837255044777094,0.8125107113889202,0.7982452220380771,0.0006690122082477881,0.8103120689388501,0.7958792915755017,0.0009263688563627488,0.8114113901638851,0.7970622568067894,70
MOD+A+ALIGN,0.0011837258973501194,0.8125106491621891,0.7982451550767035,0.0006324800759579318,0.8206701827458682,0.8070255227374017,0.0009081029866540257,0.8165904159540287,0.8026353389070526,70
PHYS-FULL,0.0011837258973501194,0.8125106491621891,0.7982451550767035,0.00046477332195165677,0.8682208055898822,0.8581941277543298,0.0008242496096508881,0.8403657273760357,0.8282196414155166,70
ORIG-BASE,0.0015070699037818313,0.7818071014673796,0.765205467883376,0.0008556640546307284,0.7214443182709471,0.7002498642263453,0.00118136697920628,0.7516257098691634,0.7327276660548606,71
PHYS-BASE,0.0015070699037818313,0.7818071014673796,0.765205467883376,0.0008556640546307284,0.7214443182709471,0.7002498642263453,0.00118136697920628,0.7516257098691634,0.7327276660548606,71
MOD,0.0009732842072461679,0.8590883530072754,0.8483668146491332,0.000863171306663799,0.7190003828307863,0.6976199771766071,0.0009182277569549835,0.7890443679190309,0.7729933959128701,71
MOD+A,0.0009732832478293554,0.8590884919112072,0.8483669641218425,0.0008631534105860417,0.7190062087786135,0.6976262464030734,0.0009182183292076986,0.7890473503449104,0.772996605262458,71
MOD+A+ASYM,0.0009732832478293554,0.8590884919112072,0.8483669641218425,0.000774463406275933,0.7478786435612301,0.7286954968756716,0.0008738733270526441,0.8034835677362187,0.7885312304987571,71
MOD+A+ALIGN,0.0009732832522371858,0.8590884912730435,0.848366963435123,0.0005417659427067947,0.8236317387746269,0.8102124145509573,0.0007575245974719903,0.8413601150238352,0.8292896889930401,71
PHYS-FULL,0.0009732832522371858,0.8590884912730435,0.848366963435123,0.0004936293066482462,0.8393022970981492,0.8270752979643127,0.000733456279442716,0.8491953941855963,0.8377211306997179,71
ORIG-BASE,0.0019089319774081885,0.7411290107947706,0.7214323050943727,0.0008106807029798563,0.7452612309092586,0.7258789332610499,0.0013598063401940223,0.7431951208520146,0.7236556191777113,72
PHYS-BASE,0.0019089319774081885,0.7411290107947706,0.7214323050943727,0.0008106807029798563,0.7452612309092586,0.7258789332610499,0.0013598063401940223,0.7431951208520146,0.7236556191777113,72
MOD,0.0015905121189047251,0.7843100485315357,0.7678988565719786,0.000699208343076635,0.7802889941766078,0.7635718524291758,0.00114486023099068,0.7822995213540718,0.7657353545005772,72
MOD+A,0.0015904887370874975,0.7843132193486348,0.7679022686469006,0.0006992099061462182,0.7802885030160064,0.7635713238976591,0.0011448493216168578,0.7823008611823206,0.7657367962722799,72
MOD+A+ASYM,0.0015904887370874975,0.7843132193486348,0.7679022686469006,0.0007269138375719603,0.7715831454511513,0.7542036021702605,0.0011587012873297288,0.777948182399893,0.7610529354085805,72
MOD+A+ALIGN,0.0015905096026513953,0.7843103897616038,0.7678992237652041,0.000516345600996897,0.8377496314641685,0.8254044947277466,0.001053427601824146,0.8110300106128862,0.7966518592464753,72
PHYS-FULL,0.0015905096026513953,0.7843103897616038,0.7678992237652041,0.0005646441740405299,0.8225728559460764,0.8090729645506692,0.0010775768883459626,0.8034416228538401,0.7884860941579367,72
ORIG-BASE,0.0018376401001575005,0.7549167870728184,0.7362691513066197,0.0008042219564848836,0.7488918027183668,0.7297857442295468,0.0013209310283211922,0.7519042948955925,0.7330274477680833,73
PHYS-BASE,0.0018376401001575005,0.7549167870728184,0.7362691513066197,0.0008042219564848836,0.7488918027183668,0.7297857442295468,0.0013209310283211922,0.7519042948955925,0.7330274477680833,73
MOD,0.0011901505411924193,0.8412714663347506,0.8291942952950033,0.0007922723254785021,0.7526229247997738,0.7338007560345392,0.0009912114333354607,0.7969471955672622,0.7814975256647713,73
MOD+A,0.0011901511744734565,0.8412713818750398,0.8291942044090103,0.0007922756304638824,0.7526218928596307,0.7337996455772113,0.0009912134024686694,0.7969466373673353,0.7814969249931107,73
MOD+A+ASYM,0.0011901511744734565,0.8412713818750398,0.8291942044090103,0.0006922726696547235,0.7838465603896893,0.7674001030280352,0.00094121192206409,0.8125589711323645,0.7982971537185227,73
MOD+A+ALIGN,0.0011901516097110275,0.8412713238280793,0.8291941419454332,0.0005522076072364887,0.8275801155884442,0.8144612113397389,0.0008711796084737581,0.8344257197082618,0.821827676642586,73
PHYS-FULL,0.0011901516097110275,0.8412713238280793,0.8291941419454332,0.0004893712442637744,0.8471999801079094,0.835573891637859,0.000839761426987401,0.8442356519679943,0.8323840167916461,73
ORIG-BASE,0.0018861667575185857,0.7416801228479484,0.7220253495863793,0.0008141946834884774,0.7770178120533648,0.760051776013947,0.0013501807205035315,0.7593489674506566,0.7410385628001632,74
PHYS-BASE,0.0018861667575185857,0.7416801228479484,0.7220253495863793,0.0008141946834884774,0.7770178120533648,0.760051776013947,0.0013501807205035315,0.7593489674506566,0.7410385628001632,74
MOD,0.001169078103424031,0.8398889648257024,0.8277066034537449,0.0007045778809186211,0.8070383894022795,0.792356527726366,0.0009368279921713261,0.8234636771139909,0.8100315655900554,74
MOD+A,0.001169087595249844,0.8398876648731568,0.8277052045917666,0.0007045781578975298,0.8070383135465115,0.7923564460989634,0.000936832876573687,0.8234629892098342,0.810030825345365,74
MOD+A+ASYM,0.001169087595249844,0.8398876648731568,0.8277052045917666,0.0006135704420389261,0.8319624502594041,0.8191769845182717,0.000891329018644385,0.8359250575662804,0.8234410945550191,74
MOD+A+ALIGN,0.0011690733885067071,0.8398896105569766,0.8277072983167466,0.0005435761532729184,0.851131673504564,0.8398047356190417,0.0008563247708898128,0.8455106420307703,0.8337560169678941,74
PHYS-FULL,0.0011690733885067071,0.8398896105569766,0.8277072983167466,0.00046893198301616187,0.8715743523120439,0.8618028356401343,0.0008190026857614345,0.8557319814345103,0.8447550669784405,74
ORIG-BASE,0.0015610883486710558,0.7752791210880008,0.7581807933446965,0.000706155292943868,0.7667426333943597,0.7489947902830609,0.001133621820807462,0.7710108772411802,0.7535877918138787,75
PHYS-BASE,0.0015610883486710558,0.7752791210880008,0.7581807933446965,0.000706155292943868,0.7667426333943597,0.7489947902830609,0.001133621820807462,0.7710108772411802,0.7535877918138787,75
MOD,0.0012275291062831682,0.8232954464820361,0.8098505348013214,0.0007169042387220698,0.7631920393379763,0.7451740423310831,0.000972216672502619,0.7932437429100062,0.7775122885662022,75
MOD+A,0.0012275290213407967,0.8232954587096107,0.809850547959255,0.000716881532564304,0.7631995396408404,0.7451821133091652,0.0009722052769525504,0.7932474991752256,0.7775163306342101,75
MOD+A+ASYM,0.0012275290213407967,0.8232954587096107,0.809850547959255,0.0007102008413682495,0.7654063069780939,0.7475567868568618,0.0009688649313545231,0.7943508828438524,0.7787036674080584,75
MOD+A+ALIGN,0.0012275290186865536,0.8232954590916928,0.8098505483704086,0.0005895980022757849,0.8052438624463756,0.7904254606759911,0.0009085635104811693,0.8142696607690342,0.8001380045231998,75
PHYS-FULL,0.0012275290186865536,0.8232954590916928,0.8098505483704086,0.000611771017268617,0.7979196674164496,0.7825439899372664,0.0009196500179775853,0.8106075632540712,0.7961972691538375,75
ORIG-BASE,0.0019122643825352488,0.7676480784009486,0.7499691278444991,0.0009254657314195608,0.7555587729990464,0.7369599839881043,0.0014188650569774048,0.7616034256999975,0.7434645559163017,76
PHYS-BASE,0.0019122643825352488,0.7676480784009486,0.7499691278444991,0.0009254657314195608,0.7555587729990464,0.7369599839881043,0.0014188650569774048,0.7616034256999975,0.7434645559163017,76
MOD,0.0013382942618916014,0.8373889895897981,0.825016412710761,0.0009716027388698658,0.7433727067532376,0.7238467170496796,0.0011549485003807336,0.7903808481715179,0.7744315648802202,76
MOD+A,0.001338295386476249,0.8373888529458244,0.8250162656699633,0.0009715853038622097,0.7433773118234412,0.7238516725056596,0.0011549403451692293,0.7903830823846328,0.7744339690878115,76
MOD+A+ASYM,0.001338295386476249,0.8373888529458244,0.8250162656699633,0.0008405585444719504,0.7779851214353496,0.7610926850228219,0.0010894269654740996,0.807686987190587,0.7930544753463926,76
MOD+A+ALIGN,0.0013383168964665087,0.8373862393492861,0.8250134532128188,0.000716527553151703,0.810745154222259,0.7963453290000395,0.0010274222248091059,0.8240656967857726,0.8106793911064292,76
PHYS-FULL,0.0013383168964665087,0.8373862393492861,0.8250134532128188,0.0006017382632051819,0.8410641967632033,0.8289712552125775,0.0009700275798358453,0.8392252180562447,0.8269923542126982,76
ORIG-BASE,0.001921010646201853,0.7553988699046649,0.7367879143539329,0.0010327433295471591,0.6834166270254585,0.659328761690439,0.001476876987874506,0.7194077484650616,0.6980583380221859,77
PHYS-BASE,0.001921010646201853,0.7553988699046649,0.7367879143539329,0.0010327433295471591,0.6834166270254585,0.659328761690439,0.001476876987874506,0.7194077484650616,0.6980583380221859,77
MOD,0.0012180435188210855,0.8449072514001934,0.8331067161806429,0.0010536394378895273,0.6770110078635616,0.6524357584618762,0.0011358414783553064,0.7609591296318775,0.7427712373212596,77
MOD+A,0.001218033825869509,0.8449084855978873,0.8331080442846831,0.001053648671812588,0.6770081772410588,0.6524327124659219,0.0011358412488410483,0.760958331419473,0.7427703783753026,77
MOD+A+ASYM,0.001218033825869509,0.8449084855978873,0.8331080442846831,0.0009298941066001303,0.7149446485355642,0.6932556544024006,0.0010739639662348196,0.7799265670667257,0.7631818493435418,77
MOD+A+ALIGN,0.001218035016472739,0.8449083339990942,0.8331078811511992,0.0007334291318801833,0.7751702075769102,0.7580635929360231,0.0009757320741764612,0.8100392707880022,0.7955857370436111,77
PHYS-FULL,0.001218035016472739,0.8449083339990942,0.8331078811511992,0.0006588841936147037,0.7980216628408359,0.7826537458830735,0.0009384596050437214,0.821464998419965,0.8078808135171363,77
ORIG-BASE,0.0016320773432698403,0.7577161322212134,0.7392814901076101,0.0009294662152681768,0.7286522310454344,0.7080062051467175,0.0012807717792690085,0.7431841816333239,0.7236438476271638,78
PHYS-BASE,0.0016320773432698403,0.7577161322212134,0.7392814901076101,0.0009294662152681768,0.7286522310454344,0.7080062051467175,0.0012807717792690085,0.7431841816333239,0.7236438476271638,78
MOD,0.0013409467337612974,0.8009348254966234,0.7857885622191927,0.0008932144621574353,0.7392355445276284,0.719394770741687,0.0011170805979593664,0.770085185012126,0.7525916664804398,78
MOD+A,0.0013409444967582792,0.8009351575824438,0.7857889195724124,0.0008931893837116584,0.7392428659129553,0.7194026491889411,0.0011170669402349688,0.7700890117476995,0.7525957843806768,78
MOD+A+ASYM,0.0013409444967582792,0.8009351575824438,0.7857889195724124,0.0008050477502672891,0.7649748776786978,0.7470925314151204,0.001072996123512784,0.7829550176305708,0.7664407254937664,78
MOD+A+ALIGN,0.0013371062507848892,0.8015049498681797,0.7864020656190194,0.0007066258171032438,0.7937081135312278,0.7780119917346908,0.0010218660339440665,0.7976065316997037,0.7822070286768551,78
PHYS-FULL,0.0013371062507848892,0.8015049498681797,0.7864020656190194,0.0006318289393198644,0.8155442659140568,0.8015095904944742,0.0009844675950523769,0.8085246078911182,0.7939558280567468,78
ORIG-BASE,0.0015009421979847559,0.7799319831134537,0.7631876774807818,0.0011186725737708013,0.6336027279880694,0.6057246746828138,0.0013098073858777786,0.7067673555507615,0.6844561760817978,79
PHYS-BASE,0.0015009421979847559,0.7799319831134537,0.7631876774807818,0.0011186725737708013,0.6336027279880694,0.6057246746828138,0.0013098073858777786,0.7067673555507615,0.6844561760817978,79
MOD,0.0012606222415071108,0.8151676746086391,0.8011043455027749,0.0010419618900305368,0.6587276715288426,0.632761298710385,0.001151292065768824,0.7369476730687409,0.7169328221065799,79
MOD+A,0.0012606237616913348,0.8151674517193581,0.8011041056545267,0.0010420040254157902,0.6587138709847209,0.6327464481248628,0.0011513138935535625,0.7369406613520395,0.7169252768896948,79
MOD+A+ASYM,0.0012606237616913348,0.8151674517193581,0.8011041056545267,0.0009980343389710124,0.6731152012240795,0.6482435317519988,0.0011293290503311736,0.7441413264717188,0.7246738187032628,79
MOD+A+ALIGN,0.0012606222308230992,0.8151676761751281,0.801104347188453,0.0007796181045919856,0.7446527666529341,0.7252241728113096,0.0010201201677075425,0.7799102214140311,0.7631642599998814,79
PHYS-FULL,0.0012606222308230992,0.8151676761751281,0.801104347188453,0.0007148766995018134,0.7658574290067272,0.7480422333876737,0.0009877494651624563,0.7905125525909276,0.7745732902880633,79
ORIG-BASE,0.0015376329708751094,0.7774332423498507,0.7604988151373394,0.0011724378143263443,0.6654015762910975,0.6399430005741158,0.0013550353926007268,0.7214174093204742,0.7002209078557275,80
PHYS-BASE,0.0015376329708751094,0.7774332423498507,0.7604988151373394,0.0011724378143263443,0.6654015762910975,0.6399430005741158,0.0013550353926007268,0.7214174093204742,0.7002209078557275,80
MOD,0.0013723697847470569,0.8013544850600145,0.7862401524015374,0.001091162253699089,0.6885965586941194,0.664902818594759,0.0012317660192230728,0.744975521877067,0.7255714854981482,80
MOD+A,0.001372374639046181,0.8013537824179424,0.7862393962975686,0.0010909945042033421,0.6886444322070417,0.6649543346575777,0.0012316845716247617,0.7449991073124921,0.7255968654775731,80
MOD+A+ASYM,0.001372374639046181,0.8013537824179424,0.7862393962975686,0.0009258291432602475,0.735780466841531,0.7156768067099084,0.0011491018911532142,0.7685671246297368,0.7509581015037385,80
MOD+A+ALIGN,0.001372374644126087,0.8013537816826446,0.7862393955063242,0.0008417012506195445,0.7597894675096857,0.7415125791680313,0.0011070379473728158,0.7805716245961651,0.7638759873371777,80
PHYS-FULL,0.001372374644126087,0.8013537816826446,0.7862393955063242,0.0006980264806986809,0.8007923684352942,0.7856352660336319,0.001035200562412384,0.8010730750589694,0.785937330769978,80
ORIG-BASE,0.0017482764294689595,0.7277485075617862,0.7070337200936614,0.0008110773710080335,0.7382998497622769,0.7183878818094067,0.0012796769002384966,0.7330241786620315,0.712710800951534,81
PHYS-BASE,0.0017482764294689595,0.7277485075617862,0.7070337200936614,0.0008110773710080335,0.7382998497622769,0.7183878818094067,0.0012796769002384966,0.7330241786620315,0.712710800951534,81
MOD,0.0011872667357800627,0.8151121096813325,0.80104455280926,0.0007293381778142843,0.7646736087940802,0.7467683398979776,0.0009583024567971735,0.7898928592377064,0.7739064463536188,81
MOD+A,0.0011872717773179122,0.8151113245845478,0.8010437079768504,0.0007293390638230485,0.7646733229167584,0.7467680322691204,0.0009583054205704804,0.7898923237506531,0.7739058701229854,81
MOD+A+ASYM,0.0011872717773179122,0.8151113245845478,0.8010437079768504,0.000689981083329959,0.7773724682464989,0.7604334169174282,0.0009386264303239357,0.7962418964155233,0.7807385624471392,81
MOD+A+ALIGN,0.0011872506832756602,0.8151146094680981,0.8010472427971926,0.0005063620560670205,0.8366185139862456,0.8241873139634601,0.0008468063696713403,0.8258665617271719,0.8126172783803264,81
PHYS-FULL,0.0011872506832756602,0.8151146094680981,0.8010472427971926,0.0004861651625675196,0.8431351919902019,0.8311998261633695,0.0008367079229215899,0.82912490072915,0.8161235344802811,81
ORIG-BASE,0.0017997975033093119,0.7272935450747802,0.7065441408956874,0.0009425203200116216,0.674061265695043,0.6492615793892311,0.0013711589116604667,0.7006774053849116,0.6779028601424593,82
PHYS-BASE,0.0017997975033093119,0.7272935450747802,0.7065441408956874,0.0009425203200116216,0.674061265695043,0.6492615793892311,0.0013711589116604667,0.7006774053849116,0.6779028601424593,82
MOD,0.001344936821518951,0.7962143229888718,0.780708891042373,0.0008993162753674008,0.6890019214339225,0.665339024151721,0.001122126548443176,0.7426081222113972,0.723023957597047,82
MOD+A,0.0013449535808706511,0.7962117836013126,0.7807061584405429,0.0008993142355388664,0.6890026268395424,0.6653397832295076,0.0011221339082047588,0.7426072052204276,0.7230229708350253,82
MOD+A+ASYM,0.0013449535808706511,0.7962117836013126,0.7807061584405429,0.0009207793871896115,0.6815796310566806,0.6573519942892543,0.0011328664840301312,0.7388957073289966,0.7190290763648985,82
MOD+A+ALIGN,0.001344927623523844,0.7962157166749023,0.7807103907697318,0.0006665391575370003,0.769500004658124,0.7519619615342856,0.0010057333905304222,0.7828578606665131,0.7663361761520087,82
PHYS-FULL,0.001344927623523844,0.7962157166749023,0.7807103907697318,0.0007490588246980306,0.7409633722920431,0.7212540636620899,0.0010469932241109372,0.7685895444834727,0.7509822272159108,82
ORIG-BASE,0.0019047012079411749,0.7519581070241593,0.7330853542977367,0.0007459498574129156,0.7934168554024451,0.7776985726613268,0.0013253255326770453,0.7726874812133022,0.7553919634795317,83
PHYS-BASE,0.0019047012079411749,0.7519581070241593,0.7330853542977367,0.0007459498574129156,0.7934168554024451,0.7776985726613268,0.0013253255326770453,0.7726874812133022,0.7553919634795317,83
MOD,0.0013108227262733304,0.8292966114448798,0.8163083101417729,0.0006935970696296437,0.8079154217889657,0.7933002908381261,0.001002209897951487,0.8186060166169227,0.8048043004899494,83
MOD+A,0.0013108278684440921,0.8292959417998119,0.8163075895454498,0.0006935977046816825,0.807915245917832,0.7933001015854931,0.0010022127865628872,0.8186055938588219,0.8048038455654715,83
MOD+A+ASYM,0.0013108278684440921,0.8292959417998119,0.8163075895454498,0.0005930211458646162,0.8357688899486657,0.8232730446186729,0.0009519245071543541,0.8325324158742389,0.8197903170820613,83
MOD+A+ALIGN,0.0013108553403212218,0.8292923642431964,0.8163037397834397,0.0005362946161302333,0.8514787192061954,0.8401781869718842,0.0009235749782257276,0.8403855417246959,0.828240963377662,83
PHYS-FULL,0.0013108553403212218,0.8292923642431964,0.8163037397834397,0.00046804300487803745,0.8703803013114972,0.8605179329330243,0.0008894491725996296,0.8498363327773468,0.838410836358232,83
ORIG-BASE,0.0019065102547255524,0.7421131490315784,0.7224913234144159,0.0009170628632222817,0.7181279566616681,0.6966811707554906,0.001411786558973917,0.7301205528466232,0.7095862470849532,84
PHYS-BASE,0.0019065102547255524,0.7421131490315784,0.7224913234144159,0.0009170628632222817,0.7181279566616681,0.6966811707554906,0.001411786558973917,0.7301205528466232,0.7095862470849532,84
MOD,0.0014272937959229823,0.8069350523948118,0.792245328120504,0.0007873357158438261,0.7580014021739361,0.7395884653828226,0.0011073147558834041,0.7824682272843739,0.7659168967516633,84
MOD+A,0.0014273325649882703,0.8069298082414498,0.7922396849554731,0.0007873235125338519,0.7580051530312174,0.7395925016314188,0.001107328038761061,0.7824674806363336,0.7659160932934459,84
MOD+A+ASYM,0.0014273325649882703,0.8069298082414498,0.7922396849554731,0.000772553009343945,0.7625450729017544,0.7444778501877575,0.0010999427871661077,0.7847374405716021,0.7683587675716153,84
MOD+A+ALIGN,0.0014273010435361016,0.8069340720360019,0.7922442731691759,0.0005622824474988483,0.8271746586129474,0.814024904376976,0.0009947917455174749,0.8170543653244746,0.803134588773076,84
PHYS-FULL,0.0014273010435361016,0.8069340720360019,0.7922442731691759,0.0005343309212131942,0.835765949509712,0.8232698804506683,0.0009808159823746479,0.8213500107728569,0.807757076809922,84
ORIG-BASE,0.0024313501609340487,0.6942482454606856,0.6709845250066074,0.0006981311136755268,0.7672576401692343,0.7495489823560237,0.0015647406373047877,0.73075294281496,0.7102667536813156,85
PHYS-BASE,0.0024313501609340487,0.6942482454606856,0.6709845250066074,0.0006981311136755268,0.7672576401692343,0.7495489823560237,0.0015647406373047877,0.73075294281496,0.7102667536813156,85
MOD,0.0014429436163708978,0.8185442189712333,0.8047378008494794,0.0006886109014370769,0.7704314804680873,0.7529643105037027,0.0010657772589039874,0.7944878497196604,0.7788510556765911,85
MOD+A,0.0014429710430164512,0.8185407699637092,0.8047340894174696,0.0006885752686596105,0.7704433596932821,0.7529770935829884,0.0010657731558380307,0.7944920648284957,0.778855591500229,85
