alpha_fast,alpha_small,alpha_b,omega1,omega2,omega3,omega4,gamma_res,beta,gamma
0.32752524548168815,0.34191063177075776,0.009655788141838356,0.8142697195035793,0.33093316236471515,0.12669911443732948,0.5179065192698803,0.0711880508698947,3.1514826510630246e-27,0.37630764680956486
0.24780795539222253,0.33156943367248615,0.021196289628249106,0.8151318152910552,0.15136571312406652,5.653154071861647e-10,0.5628764169497704,0.3230714451972922,4.575118599567217e-19,0.32166585116899155
0.25993074730270266,0.3640820458452381,0.011614203368779037,0.8092237850522677,0.2082733861915732,1.2168429074791105e-09,0.5301621072348432,0.24061237885861458,9.99999999639058e-13,0.3114714177510727
0.2500550557418469,0.38430439149584533,0.024006405112506266,0.8218176883474083,0.16520733062558246,1.519631398970676e-11,0.5592722818549581,0.3114111691279946,9.999999874586773e-13,0.3265681117176793
0.23766674914043429,0.3323865041187652,0.04116870560728828,0.7907639850612452,0.11461681575189253,1.48516055325937e-11,0.5500828453696992,0.3006052979739684,6.867943318041858e-21,0.34390139414834453
0.2718686016244105,0.354453918425828,0.020240232587098568,0.7936366362173802,0.2248342954647981,5.741609963980378e-13,0.5366167336259684,0.17936077641028436,7.103435318441665e-24,0.32466292542364383
0.24864200072795284,0.35314564286559935,0.03365941584991871,0.7852919249253755,0.15400200525495145,6.965832236179246e-12,0.5608391025773672,0.1979145593449396,4.1717547062189236e-20,0.32743404336424026
0.25379096849464555,0.3343912332303418,0.0398139523763132,0.8470368564462767,0.18785149439809196,0.040797660166409296,0.5411859748539178,0.13752053009310633,5.87529393948849e-20,0.4083143767109947
0.24172377044250767,0.37415134257275645,0.018336535125539285,0.8122750743324013,0.1332124679243129,3.4311945059004383e-11,0.6048992756858351,0.28239771934430247,9.999999981583411e-13,0.3368340517032341
0.22746371686685402,0.3674861585247448,0.018358328862339256,0.8295429592347219,0.12364073440251158,8.545958361344149e-14,0.5577369176064759,0.22811005945906135,9.999999976053903e-13,0.31503690126686196
0.31375528709753786,0.3346115459948151,0.03091482746538947,0.8358650582448394,0.19230406389018287,0.12218973061250198,0.5018907947721764,0.08489548907485531,9.99999999951e-13,0.338958470644863
0.2347928586509419,0.33724093508612163,0.0193780895929918,0.8211726491139447,0.1563771299842359,3.827437924557673e-13,0.5921385681175357,0.1694259308368448,9.999999999996094e-13,0.3323015750565165
0.2594089164320337,0.3390020916408903,0.024284496469331618,0.8242409255728478,0.2190050518678012,2.2822380087564247e-10,0.5847502889832211,0.1958196453642043,6.598827979952134e-23,0.3944692592440607
0.23191435652222048,0.3113733319065962,0.01718274703726446,0.8367536183211575,0.13467153329525486,6.3662022314484744e-15,0.6267774245297807,0.21070628968798022,9.999999999968316e-13,0.380896416629478
0.24611078996344782,0.3166578164297207,0.017625756809690824,0.8244134281280499,0.18928681115499274,4.0768949555352506e-11,0.5783451658437821,0.14800346365716557,9.999999999973912e-13,0.35015897926829725
0.23964123410842866,0.36243779747196614,2.2656745797853212e-12,0.8432711140823845,0.16097782255951362,8.423384945848745e-22,0.6081207408668391,0.15175545533132814,9.78274219678421e-24,0.3268270109935527
0.24627089768648885,0.3286532992241109,0.02046469093657032,0.7771626310115386,0.16298944900952894,3.783266711527189e-13,0.6318150967659013,0.17599015402980667,9.99999999999719e-13,0.35368987514384403
0.23885441760792628,0.36101936294761905,0.0006454994213136129,0.8568926706517264,0.16308067862786121,0.005801982942664633,0.5369346159345832,0.2413403795061222,2.6215143786427726e-29,0.3398665257546632
0.2380326228192795,0.36434721523387914,0.03001722357537149,0.8246301449872478,0.15181026327697392,6.688144670474335e-11,0.570823380349091,0.21099539207454637,9.999999999850944e-13,0.36150501891646947
0.24515915066584637,0.3674352484117901,0.02525988891270383,0.8571054796564006,0.21167486372829478,0.004991717228913548,0.5338040867100481,0.15894838566853908,9.999999999998322e-13,0.33260200901227677
0.2648284215428787,0.3696093366004396,0.011903618183017535,0.8432319592772176,0.1763408883235698,1.631590216212114e-10,0.5229045340855267,0.25542504436859653,5.677823854322823e-21,0.32785819158925117
0.2421139391966928,0.3766728131630943,0.010428507426297595,0.8227862773555522,0.11558215891944891,1.7810640614389972e-11,0.6129609137785592,0.2604350218706798,9.9999999997176e-13,0.34404210450690925
0.24582160232022987,0.3472258809049158,0.03003379607319099,0.8650574220108596,0.14830182936673392,4.6815241797258684e-11,0.5918140376625305,0.08976075184571446,2.8753635481139465e-20,0.3924474856853037
0.23082327889997487,0.3738319903335165,0.015865103215536164,0.8511506630034371,0.10730216755280875,1.6229434795729113e-11,0.5825336911041473,0.18318623776771903,2.3912979283198195e-19,0.3071410944341941
0.2555625693446882,0.3346387129820792,0.023115247494971444,0.8051257100032748,0.25744374947000714,0.05254719495807402,0.5652778096189118,0.27175176059388645,9.999999986937659e-13,0.4478185663172552
0.29854769201631715,0.336226486623568,0.046492731694797486,0.8347782162987571,0.23170621768677324,0.08296619636965177,0.5480434803001862,0.09709052513166459,9.99999746774913e-13,0.42968527754475405
0.2475048698765229,0.35428144727217564,0.017789294988631958,0.8704570077004751,0.21131121609852618,0.018249550474993798,0.5743368663917878,0.18220117363643903,9.999999999968831e-13,0.3741025688741635
0.28429461830069447,0.3451807712884243,0.03825767241238131,0.8466442869622084,0.2438698969583705,0.025225103422756735,0.5112729795526371,0.14229049521963702,2.2809354586358284e-24,0.3924351149199325
