iteration,aiconf_mse,aiconf_r2,selfconf_mse,selfconf_r2
1,0.001396784855462517,0.8317293783942374,0.0017009689724111867,0.4177653837746571
2,0.0012428177562959495,0.7917436525536922,0.0009190355120186614,0.5827625451088918
3,0.001282104139517462,0.8163103357003287,0.0012674233418243177,0.4751446478319762
4,0.0017808061574071618,0.7523337444681086,0.0010536570255324082,0.5549020114280312
5,0.0014620041531428977,0.8165062125743023,0.0015531933436935617,0.43791323963142337
6,0.001988514744570287,0.740292099319452,0.0012089059712874994,0.568163533613006
7,0.001787979608125514,0.7709162610006655,0.0012415068373668944,0.5026525492392127
8,0.0013427670533881666,0.8036982967936181,0.0008343225077813847,0.604960072766563
9,0.002035713563036305,0.7278431221250953,0.0011536606262882675,0.5674518922548832
10,0.0013585074486226604,0.7982635640063869,0.0007572399668727231,0.6610340973068691
11,0.0016484715491954806,0.7235197401702387,0.0013091010601867842,0.5492772786792365
12,0.0016808894507161667,0.7536101710513001,0.0010297605223467327,0.5285316269479383
13,0.0013951851153228237,0.7563961894310788,0.0009392233583566697,0.5954127994834074
14,0.0016835948642588419,0.7210511547171119,0.0011746197006480502,0.5881874069982393
15,0.0015863088718548585,0.7714156572803896,0.0012527155842852913,0.48939042446110703
16,0.0012504610698784366,0.8484074281910878,0.0012168679531427275,0.5420421482757807
17,0.002170543840749336,0.7132892482226549,0.0008903104040467593,0.6104053578671229
18,0.001005196411083941,0.8694196813747519,0.00113034958869311,0.533182983679771
19,0.0017255199829838432,0.7540248449633862,0.0013281345940363736,0.5303473095449612
20,0.0017272688970603838,0.7578926993855106,0.0011972806549964954,0.5725160070571795
21,0.0015571052096474468,0.7823398742368067,0.0010817786120138678,0.5659804373761614
22,0.001624910266077678,0.7628425772117808,0.0009898295532951322,0.6387332715557335
23,0.00198567920524705,0.7465102696160962,0.0009616802013367806,0.6046263075457715
24,0.0017896407393989586,0.7443326352305619,0.001200099496427709,0.5408629833893357
25,0.0014977102090120828,0.7898998197543547,0.0011746880099536903,0.5227609472423894
26,0.0014502810439710344,0.7923180057921119,0.0009572054073292878,0.5672331985583582
27,0.0015124794952826913,0.801385030023548,0.0011513667678235279,0.5945760256202857
28,0.0017760192869323251,0.7729585860227187,0.0010237788831618105,0.5711438941942935
29,0.000929458031209987,0.8658147515591184,0.0009273672218483002,0.624033610981461
30,0.0015135978058917763,0.7857681889482986,0.001087975197984887,0.5791945064167787
31,0.0016086553117202296,0.7718085955946122,0.0011297661751088401,0.5441683126487169
32,0.001785873883780392,0.7122084250552942,0.0009196480363017031,0.5836001708277194
33,0.0017969454084555728,0.7693869095390626,0.001047810177559475,0.6405528863962255
34,0.0012633331675587986,0.8307684071171961,0.0011110531248323908,0.5943528073534861
35,0.0016446638549078806,0.7550427123675836,0.0010407978434338768,0.5055520827919107
36,0.0018445829584514486,0.7182634894804472,0.000858610941541556,0.5836161647375444
37,0.0013549655682355164,0.8148109363620114,0.0008473583838705287,0.6306060606075103
38,0.0011801946550284667,0.8396778032790913,0.0009488429829670934,0.6047339892782158
39,0.0013204449319345756,0.831219547184612,0.0015007219823066438,0.5240542936927858
40,0.0017541647592988268,0.6920548287598293,0.001106237530757985,0.515590073197051
41,0.0015996565100859597,0.7780430963299338,0.0010995091768109878,0.5867431828396564
42,0.0018769777121825546,0.7057293964712075,0.0013104776439648606,0.5178774803284516
43,0.0012984386555520261,0.8102847959664596,0.000920504589138519,0.607715669391369
44,0.001328893149334206,0.8292151875089271,0.0010535151867288983,0.5535137875624896
45,0.0011913326571238768,0.829634262706948,0.0010647706495932226,0.5425790189541542
46,0.0015827891578566336,0.7937057361545429,0.0013347602290078597,0.5491210415966061
47,0.0017331100564985343,0.7549015125981495,0.0012496064823977803,0.5441001080451479
48,0.0017156391113829369,0.7337799856840438,0.0009616042375723038,0.5627885941752118
49,0.0013147120529985767,0.8353811138161715,0.0011978855093987323,0.551577274767705
50,0.0012995605660504367,0.8154293867954467,0.0011984408276487092,0.46902405328539476
51,0.00152368221779901,0.7781151797791304,0.0010008463050661688,0.5592339163185939
52,0.002141101625563505,0.7092708352305681,0.0012348738670481115,0.5112835832525957
53,0.00120280168404746,0.8326928082893004,0.0009373339767219463,0.6305065037233826
54,0.0014685189683953115,0.7688186573533412,0.0012456900116063476,0.5733135406304593
55,0.0016807435707855737,0.7554948308003582,0.0013531074727706,0.39788474319472034
56,0.0013347476057631914,0.828776285869242,0.0012419405280364162,0.5662450548664846
57,0.0018114999770749202,0.7805136309139658,0.001310686620411187,0.5372031562720236
58,0.0016824614621433732,0.7370939385387131,0.0010732898814879148,0.5788722235087633
59,0.0016028623941444294,0.7590425027223804,0.001095586015490589,0.5664756891491785
60,0.0014699423886038137,0.7929797815738142,0.0011905817183143807,0.563867292197225
61,0.0016176306488695567,0.7852921693013455,0.0014540569434813371,0.5156182405004734
62,0.0013280204814630587,0.8097949938597597,0.0010547770690321385,0.5679566307549448
63,0.001886679554754475,0.76253122566966,0.0013526484796278187,0.5528139118945591
64,0.0018202392352864945,0.7619741754024331,0.0011045357833910578,0.5556004008273321
65,0.0014597996616974402,0.8041590960618911,0.0008790391956137997,0.6159991774396633
66,0.0010285059664555472,0.8502988383530276,0.001253100792991845,0.5736461084878713
67,0.0015603878519338348,0.7942919981826515,0.00108191045449473,0.635386260986986
68,0.0015987895958183042,0.7550682238248018,0.0009858851625070338,0.6390100202446316
69,0.00212130717404039,0.7146756649898971,0.0012367233051576612,0.554685676653161
70,0.0018161838216056304,0.7532644123625026,0.0011921724465850212,0.5460679854022212
71,0.0015768619960897007,0.7854205225128721,0.0011678016150282633,0.517254401719309
72,0.0016280967173728136,0.7540819979003669,0.0011702220629467288,0.5895207915125047
73,0.0011627140157394328,0.8454013577423978,0.0011403684325714222,0.4797147711215296
74,0.0020305461713645266,0.709305375738456,0.0010659100022880018,0.5597057201050841
75,0.0018294214401497404,0.7439780513533707,0.00089746942706426,0.6078523126938271
76,0.0012228433821794538,0.8594959837661353,0.0011227980327953727,0.5837520745859033
77,0.001281552702055413,0.8152114355616431,0.001188518897603316,0.5335355677336793
78,0.0014246476054180306,0.8153228009462987,0.0010588509129352496,0.6073201455239183
79,0.0016984063912793765,0.772299920833747,0.0011262530292095575,0.5618077308759464
80,0.0018821893220273274,0.7106994747046476,0.0012673015096912952,0.5701585884386933
81,0.0014590539254215982,0.7973875650833924,0.0010797122756188882,0.610704953089247
82,0.0016499607009382703,0.7463391372061532,0.0012626388424360974,0.5162413821993361
83,0.0012346829422894968,0.8202034671502354,0.0011270319223931837,0.5931343233648372
84,0.0016820812056844187,0.7346038566107634,0.0010801421269909864,0.5535878158098455
85,0.0011591443687320056,0.8444590251854698,0.0008792463220871733,0.6562728647414167
86,0.0019502155368366838,0.7318604415095163,0.0011338251827706287,0.5697273979951106
87,0.0016883176595781492,0.7921746815041234,0.0008988084067271161,0.6150410185624815
