alpha_fast,alpha_small,alpha_b,omega1,omega2,omega3,omega4,gamma_res,beta,gamma
0.2927854792016944,0.41943230575376017,5.150960779875468e-10,0.4929992701875603,0.8479135683633621,0.2412221575058698,0.259925555016839,0.7571757908779632,5.773575683558507e-24,0.12122511426043736
0.32435059333602057,0.4340300837712457,7.903335582670668e-10,0.480594810062169,0.7378930668984475,0.25516893371475236,0.2927882321883747,0.700684554947929,6.208207355432311e-20,0.08791014750066481
0.29278378862165644,0.4427207530121403,6.233493929864288e-11,0.4914816491780321,0.8079939868018051,0.24313310717879016,0.2599366088057785,0.7327540206685129,9.999999999996522e-13,0.1326703442588325
0.38411181216691087,0.4288007786579834,1.5588095065813634e-08,0.5036573141174695,0.7395052287424487,0.3029139988899605,0.34229143747702456,0.5659783371282782,9.999999999999998e-13,0.03934744680079467
0.2566212043227121,0.473942350441109,5.893468365430172e-09,0.4262749503836153,0.9058441419499236,0.18933401901455713,0.28461856943124714,1.2870525043053136,7.770867564987126e-30,0.15065795499735118
0.34119237509474193,0.40710331040585007,2.6191825312710324e-09,0.5180427275454852,0.7253521366506976,0.2849272852437605,0.3132755058216146,0.5698940762936978,1.8276291333775022e-25,0.055075160465600806
0.3477883995756788,0.43422196391553053,3.008245474353497e-11,0.45388618715856877,0.7274069285706959,0.2427602461680354,0.29956769354682244,0.7362857406276697,1.1849916381337936e-27,0.0790500481766443
0.331593722180993,0.43247051410278115,4.461029023008335e-12,0.44836527305174045,0.7215648964795782,0.24960800470490682,0.3333474385953152,0.8042590093989992,9.999999999993152e-13,0.10176542715416567
0.33581883590300177,0.3571903021867513,1.1088777107493073e-12,0.4924669042481977,0.8092452466529826,0.26200117453505845,0.3235402933814916,0.8086512294308463,8.930819903523935e-33,0.07125518036926005
0.31456370444919685,0.41806471960763597,6.56727574937529e-11,0.4581746378040938,0.8562444665461341,0.2038818478861106,0.2895200468468855,0.8919787325993073,7.329381185067451e-22,0.1272672847215443
0.31155331119241714,0.4220722673187121,2.9315487568631575e-10,0.48511219460821814,0.7936122821584102,0.23998455536902336,0.2994680440051996,0.8572494607816178,9.999999999022705e-13,0.11871737958501405
0.25193853047848985,0.4591677370304806,5.8224839971370745e-12,0.4448711452944191,0.822485427653016,0.2164877759362978,0.26324893930775306,1.1524295957892345,9.999928500259226e-13,0.16848842177739687
0.33542961960370204,0.41575936827640697,4.747565264203864e-11,0.42579298009673294,0.7626221465653781,0.24963061418854773,0.3415610487625888,1.0844043320749606,9.999999999908208e-13,0.10451958112080574
0.28454076965213326,0.4374150523557526,4.1082700720638157e-11,0.44450717987744587,0.8598832290436575,0.21873536518755587,0.2989148364993051,0.9593337015116193,5.495434219503401e-28,0.10783848168432068
0.29753086543267054,0.4327459221365336,6.657647488428333e-12,0.44362044428753744,0.8308102805601759,0.24355212557162717,0.3132921507141565,0.8122200504555247,3.163733075606622e-14,0.13429129431074055
0.30527235722402896,0.4333620756151599,3.747905263300881e-12,0.4783538092019951,0.7867275214520343,0.22057909166646478,0.2995327683813035,0.7937390471028137,2.741119065320514e-29,0.11468131322529306
