track,scope,iteration,mse,r2,adj_r2,cond1_mse,cond2_mse
aiconf,original_x_full_data_curve,0,0.0019902621164901526,0.7196512293237907,0.698320344598427,0.0016414829682719742,0.002339041264708331
selfconf,original_x_full_data_curve,0,0.0011864348781341705,0.5149048744681295,0.4779954627428785,0.0013753215412063717,0.0009975482150619691
