track,scope,iteration,mse,r2,adj_r2,cond1_mse,cond2_mse
aiconf,full_data_curve,60,0.0017501174190733553,0.7534780655718405,0.7347209618653501,0.0012097628108800507,0.0022904720272666603
aiconf,full_data_curve,61,0.0014277768000769873,0.7988830378746871,0.7835806603216742,0.0010153540182227608,0.0018401995819312142
aiconf,full_data_curve,62,0.0018220493151208479,0.743345722468769,0.7238176796131319,0.0011394503920390154,0.00250464823820268
aiconf,full_data_curve,63,0.001713956143369696,0.7585717510244292,0.7402022103415054,0.0018266219477610624,0.0016012903389783294
aiconf,full_data_curve,64,0.0015247990261328282,0.7852164652269638,0.7688742397551023,0.001175881322666352,0.0018737167295993047
aiconf,full_data_curve,65,0.0014631108317018726,0.7939058782096375,0.7782248037255882,0.0018501823758355514,0.0010760392875681936
aiconf,full_data_curve,66,0.0015941183856182867,0.7754521246133355,0.7583669601817414,0.001725081271142812,0.0014631555000937618
aiconf,full_data_curve,67,0.0014961640832875883,0.7892499897353855,0.7732146628674258,0.0016497918856184638,0.001342536280956713
aiconf,full_data_curve,68,0.0016854397809282422,0.7625885722704253,0.7445246592910012,0.0009327924365117611,0.002438087125344723
aiconf,full_data_curve,69,0.0014636711144200838,0.7938269566595662,0.7781398772749679,0.0016222115298673233,0.001305130698972844
aiconf,full_data_curve,70,0.0014714884273880776,0.7927258081915276,0.7769549457713179,0.002058529247248753,0.0008844476075274027
aiconf,full_data_curve,71,0.0014191010733795736,0.8001051026942858,0.7848957083340684,0.0011303493014927601,0.001707852845266387
aiconf,full_data_curve,72,0.0015561499839770307,0.7808003622331311,0.7641221289247824,0.0016405288946269283,0.001471771073327133
aiconf,full_data_curve,73,0.001521866132139372,0.7856295933364608,0.7693188015251045,0.0012309877011677237,0.00181274456311102
aiconf,full_data_curve,74,0.0014162896451511905,0.8005011211087153,0.7853218585843784,0.0012191395379056243,0.0016134397523967568
aiconf,full_data_curve,75,0.0016322514418866717,0.7700806937056209,0.7525868334440922,0.001420485507287676,0.0018440173764856676
aiconf,full_data_curve,76,0.00131201597977329,0.8151891331350656,0.8011274367431684,0.0010212843538422818,0.0016027476057042984
aiconf,full_data_curve,77,0.0014867189931119151,0.7905804272680788,0.7746463293428238,0.001688367743828287,0.0012850702423955432
aiconf,full_data_curve,78,0.0019419465846009147,0.72645696604434,0.7056439091129311,0.0016676004101007136,0.0022162927591011156
aiconf,full_data_curve,79,0.0011780445136464835,0.8340603840738992,0.8214345437316959,0.0011852017858973677,0.0011708872413955997
aiconf,full_data_curve,80,0.0015223451923479395,0.7855621128074193,0.7692461866079838,0.0009140289324282536,0.002130661452267625
aiconf,full_data_curve,81,0.0020172318282087346,0.7158522696474994,0.6942323336424179,0.0011299738175297443,0.002904489838887725
aiconf,full_data_curve,82,0.001750458753729816,0.7534299850951358,0.734669223091505,0.00100488396771843,0.0024960335397412026
aiconf,full_data_curve,83,0.0015807369876309518,0.7773370313523001,0.7603952837378013,0.0012355747579861557,0.0019258992172757475
aiconf,full_data_curve,84,0.0020160599661877016,0.7160173383961214,0.6944099619697393,0.0010430991124769189,0.002989020819898485
aiconf,full_data_curve,85,0.001475635337411299,0.7921416735102299,0.7763263660599213,0.0013128015873487412,0.0016384690874738568
aiconf,full_data_curve,86,0.0016186111082740285,0.7720020741751752,0.754654405905895,0.0009556842480754074,0.00228153796847265
aiconf,full_data_curve,87,0.0014418920120129177,0.7968947659373953,0.7814411068239363,0.0014623029628301832,0.001421481061195652
aiconf,full_data_curve,88,0.0017825264346308727,0.7489129243298421,0.7298084729201562,0.0008310029991054019,0.002734049870156344
aiconf,full_data_curve,89,0.001460376097154614,0.794291093534844,0.7786393289124951,0.0008745530468492025,0.002046199147460026
aiconf,full_data_curve,90,0.0015384889542814596,0.783288098859883,0.7667991498600916,0.0017490049966166097,0.0013279729119463094
aiconf,full_data_curve,91,0.002323869108941675,0.6726592731146728,0.6477529134603544,0.0007687279000343041,0.003879010317849046
aiconf,full_data_curve,92,0.0018203693960680656,0.7435823562454866,0.7240723181337302,0.0016960908162077229,0.0019446479759284083
aiconf,full_data_curve,93,0.0014536534627732221,0.7952380453302448,0.7796583313879809,0.0012201263873654752,0.0016871805381809693
aiconf,full_data_curve,94,0.0016365968415470394,0.7694685997292611,0.7519281670999658,0.0010627063341196767,0.002210487348974402
aiconf,full_data_curve,95,0.0017932053244825363,0.7474086934964783,0.7281897897407755,0.0011141454307041568,0.002472265218260916
aiconf,full_data_curve,96,0.0012205795635853633,0.8280688873447922,0.8149871722514612,0.001253093062822636,0.001188066064348091
aiconf,full_data_curve,97,0.0014031677382339285,0.8023494758770155,0.7873108490415712,0.001055400563960525,0.001750934912507332
aiconf,full_data_curve,98,0.0014868846639246765,0.7905570908400225,0.7746212173169807,0.001038224001334117,0.0019355453265152357
aiconf,full_data_curve,99,0.0014706199016165894,0.7928481489276146,0.7770865950416722,0.0013948349395173955,0.0015464048637157833
aiconf,full_data_curve,100,0.0015626642094172893,0.7798827669681894,0.7631347166288125,0.0009874085679738346,0.002137919850860744
aiconf,chosen_subset_curve,1,0.001999955145424799,0.7632762747904145,0.7452646870027286,0.0017680139150511556,0.002231896375798441
aiconf,chosen_subset_curve,2,0.0020767342633529777,0.7232062327441514,0.7021458374094673,0.0016082521339812984,0.0025452163927246574
aiconf,chosen_subset_curve,3,0.0018093397124932973,0.7591651555893135,0.7408407652537179,0.0016160835519710465,0.0020025958730155486
aiconf,chosen_subset_curve,4,0.0015343306935689882,0.7937668893525407,0.7780752396293645,0.0013512054695491865,0.0017174559175887902
aiconf,chosen_subset_curve,5,0.001689293103824366,0.8010397777900615,0.7859015000132183,0.0013434301569747245,0.0020351560506740073
aiconf,chosen_subset_curve,6,0.0018179311112145743,0.7649906988960388,0.7471095564207373,0.0014181120713989373,0.0022177501510302114
aiconf,chosen_subset_curve,7,0.001714001677772093,0.7598645739755578,0.7415934002563067,0.001455994548011547,0.001972008807532639
aiconf,chosen_subset_curve,8,0.0012645528112688275,0.8396105806682563,0.827407037893015,0.0011133508684120542,0.0014157547541256005
aiconf,chosen_subset_curve,9,0.0017286517552653777,0.7579524734316118,0.7395358138014083,0.0012542495202077437,0.002203053990323012
aiconf,chosen_subset_curve,10,0.0016305804383354694,0.7879518355294395,0.7718177360588533,0.0013908432680657709,0.0018703176086051682
aiconf,chosen_subset_curve,11,0.0012204363099735237,0.8391846494810948,0.8269486988981347,0.0010998154282402539,0.0013410571917067933
aiconf,chosen_subset_curve,12,0.001867668816755671,0.6987334934284635,0.6758110418414989,0.0014059745289571848,0.002329363104554157
aiconf,chosen_subset_curve,13,0.0014531133000306054,0.7944147639190926,0.7787724089998932,0.001218891897932447,0.0016873347021287633
aiconf,chosen_subset_curve,14,0.001322803820359117,0.8069131984245481,0.7922218113481551,0.0010524157760429457,0.0015931918646752878
aiconf,chosen_subset_curve,15,0.001303802146550903,0.8252322716235299,0.8119347270731463,0.001139897563851608,0.001467706729250198
aiconf,chosen_subset_curve,16,0.002048484265205443,0.6984892782129564,0.6755482450335074,0.00163928724863716,0.0024576812817737256
aiconf,chosen_subset_curve,17,0.0019287360727691253,0.7168789539167808,0.6953371351930576,0.0016643820974135376,0.0021930900481247134
aiconf,chosen_subset_curve,18,0.0016314692099955285,0.7880572453477053,0.7719311661893785,0.0012530893633923294,0.0020098490565987276
aiconf,chosen_subset_curve,19,0.0013439088939281225,0.8284862076429031,0.8154362451809501,0.0009413619201029371,0.0017464558677533079
aiconf,chosen_subset_curve,20,0.0016916069882510164,0.7273578015920292,0.7066132864957706,0.001143397592657863,0.0022398163838441695
aiconf,chosen_subset_curve,21,0.0018700346663353864,0.7559382032206494,0.7373682839004815,0.0014482790513401541,0.0022917902813306187
aiconf,chosen_subset_curve,22,0.0020450450175261647,0.7370805429001293,0.7170758015990522,0.001578186840210526,0.002511903194841803
aiconf,chosen_subset_curve,23,0.0019846149677930896,0.6937384737659237,0.6704359663350701,0.00159559499500236,0.0023736349405838195
aiconf,chosen_subset_curve,24,0.0013264691518287883,0.8169932708489281,0.8030688458048248,0.0010755680596688444,0.0015773702439887322
aiconf,chosen_subset_curve,25,0.0024103588215490484,0.632637527610034,0.6046860351455801,0.0016837320582826208,0.003136985584815477
aiconf,chosen_subset_curve,26,0.002212251515278562,0.702756850446326,0.6801405238498508,0.0019502686448932233,0.0024742343856639015
aiconf,chosen_subset_curve,27,0.00198583409371005,0.735966373081226,0.7158768579895802,0.001471980089403191,0.0024996880980169087
aiconf,chosen_subset_curve,28,0.001548735116514604,0.7642205822353874,0.7462808439272104,0.0012513017606178125,0.001846168472411396
aiconf,chosen_subset_curve,29,0.0016685336746998008,0.7575288111206028,0.7390799163145617,0.0015297791046209662,0.0018072882447786357
aiconf,chosen_subset_curve,30,0.0019815803526456125,0.7453242086936912,0.7259467028334285,0.0016131754601539268,0.0023499852451372987
aiconf,chosen_subset_curve,31,0.0013096670371197327,0.8450837699558476,0.8332966654959664,0.0009986056619469069,0.0016207284122925585
aiconf,chosen_subset_curve,32,0.0015673266848496542,0.8108864771339297,0.7964974047419461,0.0014707755596058796,0.0016638778100934288
aiconf,chosen_subset_curve,33,0.0014881444671972217,0.7871340637028419,0.7709377424628407,0.0012287419680558226,0.0017475469663386207
aiconf,chosen_subset_curve,34,0.002071041664335091,0.7473831115427148,0.7281622613340083,0.0014145346371315986,0.0027275486915385827
aiconf,chosen_subset_curve,35,0.001747285585737506,0.7599393579712495,0.7416738743386271,0.00148562244839807,0.002008948723076942
aiconf,chosen_subset_curve,36,0.001353540794115446,0.8220250028025768,0.8084834269288599,0.001283325725010538,0.0014237558632203538
aiconf,chosen_subset_curve,37,0.0022053518444748376,0.6713175635652919,0.646309117314825,0.0016311093119761924,0.0027795943769734826
aiconf,chosen_subset_curve,38,0.0017526914256790246,0.7072070008146409,0.6849292726157549,0.0013931837168188002,0.0021121991345392495
aiconf,chosen_subset_curve,39,0.0018952012439218098,0.736560487818473,0.7165161771090092,0.0014683467539486673,0.0023220557338949526
aiconf,chosen_subset_curve,40,0.002035295596876434,0.7506503538311208,0.7316780981443582,0.0019926783350737165,0.002077912858679151
aiconf,chosen_subset_curve,41,0.001570090387555744,0.7987993349158983,0.7834905886594993,0.0011324853016177407,0.002007695473493747
aiconf,chosen_subset_curve,42,0.0018953318639966983,0.712024547795336,0.6901133720841116,0.0014507698335850506,0.002339893894408346
aiconf,chosen_subset_curve,43,0.0016782038672395123,0.7726335511237522,0.7553339300136029,0.001454006632779653,0.0019024011016993715
aiconf,chosen_subset_curve,44,0.001874842481102662,0.7176964624864146,0.6962168455016854,0.0013525537731392033,0.002397131189066121
aiconf,chosen_subset_curve,45,0.0013021327652531904,0.8283289957469483,0.8152670715103031,0.0013300017001800246,0.001274263830326356
aiconf,chosen_subset_curve,46,0.001716306828449872,0.7589801211776321,0.7406416521367998,0.0014673799285751317,0.0019652337283246122
aiconf,chosen_subset_curve,47,0.001522039111958504,0.7883495275553912,0.7722456872606928,0.0010528807283414112,0.001991197495575597
aiconf,chosen_subset_curve,48,0.0015445479730623179,0.7752807137461408,0.7581825071833471,0.0014393911539154957,0.00164970479220914
aiconf,chosen_subset_curve,49,0.0011388540861424175,0.833569542943752,0.82090635599382,0.0007724482224877886,0.0015052599497970465
aiconf,chosen_subset_curve,50,0.0022001396672877145,0.7257740357999429,0.7049090167847213,0.001878573404605659,0.0025217059299697695
aiconf,chosen_subset_curve,51,0.0017172102806105223,0.7523842740526065,0.7335439470783485,0.001328553452359582,0.002105867108861463
aiconf,chosen_subset_curve,52,0.0017059832297248857,0.7502573036378861,0.7312551419581601,0.0017130320507870106,0.0016989344086627606
aiconf,chosen_subset_curve,53,0.002046975823479391,0.7300672267216148,0.7095288635373899,0.0014970063841447492,0.0025969452628140325
aiconf,chosen_subset_curve,54,0.001623768557124027,0.7622704044912154,0.744182283093808,0.0012676151900595232,0.001979921924188531
aiconf,chosen_subset_curve,55,0.0011917424445625007,0.8375072132250316,0.8251436316225884,0.0010357114058998542,0.0013477734832251472
aiconf,chosen_subset_curve,56,0.0015582383716380185,0.7919375057490782,0.7761066637952038,0.0013138662590724511,0.001802610484203586
aiconf,chosen_subset_curve,57,0.0012842646026158795,0.8315770373558397,0.818762246719871,0.0011159969807391936,0.0014525322244925652
aiconf,chosen_subset_curve,58,0.0014617335505318302,0.821220274437236,0.8076174692313736,0.0013023546328043629,0.0016211124682592975
aiconf,chosen_subset_curve,59,0.0018038509754590899,0.7484604656859689,0.7293215880751187,0.001505634083468285,0.0021020678674498945
aiconf,chosen_subset_curve,60,0.001666332938145175,0.7317756669801129,0.7113672938155562,0.0012260461284713219,0.0021066197478190277
aiconf,chosen_subset_curve,61,0.0015158189473226395,0.7857690285309475,0.7694688459191718,0.0012480386681943945,0.0017835992264508846
aiconf,chosen_subset_curve,62,0.0015071643891069746,0.8090336685857729,0.7945036216303425,0.000993782078052302,0.002020546700161647
aiconf,chosen_subset_curve,63,0.0012670026574777532,0.8287924224580148,0.8157657589493854,0.001242210728452303,0.0012917945865032036
aiconf,chosen_subset_curve,64,0.0012257303576463966,0.8326250258062463,0.819889973421939,0.0012142176793592055,0.001237243035933588
aiconf,chosen_subset_curve,65,0.0018932004374955732,0.7541799563509828,0.7354762573776881,0.001660885580759612,0.0021255152942315347
aiconf,chosen_subset_curve,66,0.001150269127735367,0.8664111446737699,0.8562467752467742,0.0012805781649440754,0.0010199600905266587
aiconf,chosen_subset_curve,67,0.0014379569313752584,0.803043604376096,0.7880577916655815,0.0012747327316844658,0.0016011811310660512
aiconf,chosen_subset_curve,68,0.0011663534896802308,0.8687805614633479,0.8587964737486026,0.0011437830960535538,0.0011889238833069074
aiconf,chosen_subset_curve,69,0.0012075321628490182,0.8547318351384259,0.8436788225946106,0.0010171946685046016,0.0013978696571934344
aiconf,chosen_subset_curve,70,0.0015025977769528946,0.7911503803227188,0.7752596483907517,0.001228536086970913,0.001776659466934876
aiconf,chosen_subset_curve,71,0.0015919265754559795,0.7520551329125942,0.7331897625907264,0.0013485039037550903,0.0018353492471568688
aiconf,chosen_subset_curve,72,0.0017444045757438705,0.7774167333080124,0.7604810499727525,0.0016105399251735563,0.001878269226314185
aiconf,chosen_subset_curve,73,0.0018913518704746256,0.7259449832905691,0.7050929711496342,0.0014554594569843073,0.0023272442839649436
aiconf,chosen_subset_curve,74,0.0013075850028996206,0.8317655556229118,0.8189651087681333,0.0011593415859593517,0.0014558284198398894
aiconf,chosen_subset_curve,75,0.0015718298496401274,0.7882737908687028,0.7721641880000172,0.001387506202649167,0.0017561534966310881
aiconf,chosen_subset_curve,76,0.0019142699935218415,0.7403208927567051,0.7205626998142804,0.0014443671131358425,0.0023841728739078406
aiconf,chosen_subset_curve,77,0.0009400032938837622,0.8694162010083608,0.8594804771720405,0.0009583273239852144,0.0009216792637823097
aiconf,chosen_subset_curve,78,0.0015040280460840458,0.7771721764010255,0.7602178854750166,0.0011679039467386797,0.0018401521454294116
aiconf,chosen_subset_curve,79,0.002231557913883763,0.7103901573472614,0.6883546258410749,0.0020561110551923566,0.0024070047725751687
aiconf,chosen_subset_curve,80,0.0018742921801657316,0.7387161286884378,0.7188358341321234,0.0016016013624496734,0.0021469829978817898
aiconf,chosen_subset_curve,81,0.0017159803657515293,0.7804160182788119,0.7637085414087215,0.0011963704627394151,0.0022355902687636437
aiconf,chosen_subset_curve,82,0.001734148123662549,0.7421083095157759,0.7224861156745849,0.001478103573656739,0.0019901926736683585
aiconf,chosen_subset_curve,83,0.0010944002363959746,0.8393481112494616,0.8271245979749642,0.0010540746481427494,0.0011347258246492
aiconf,chosen_subset_curve,84,0.0014247318093387547,0.8102460868102549,0.7958082890675569,0.001082832804268523,0.0017666308144089861
aiconf,chosen_subset_curve,85,0.001548904481171149,0.7854311871831886,0.7691052992514747,0.0014231536290851454,0.0016746553332571525
aiconf,chosen_subset_curve,86,0.0016519372341009587,0.7854474121620224,0.7691227587395677,0.0013987933013829737,0.0019050811668189435
aiconf,chosen_subset_curve,87,0.0015771349953993467,0.7574942002062129,0.7390426719610336,0.0013496560237135728,0.0018046139670851206
aiconf,chosen_subset_curve,88,0.0015076544417881772,0.7757953353435072,0.7587362847718176,0.0011474798313048978,0.0018678290522714564
aiconf,chosen_subset_curve,89,0.0016853860248271328,0.7714828621163126,0.7540956885816842,0.001283929838487758,0.0020868422111665077
aiconf,chosen_subset_curve,90,0.0014723553354697276,0.8017304898830029,0.7866447662871444,0.0012928732458504905,0.0016518374250889649
aiconf,chosen_subset_curve,91,0.0012308557401714743,0.8326504400023956,0.8199173213069257,0.000976820133494233,0.0014848913468487157
aiconf,chosen_subset_curve,92,0.001576776255908404,0.7963174305065884,0.7808198436973072,0.0014574743079459472,0.001696078203870861
aiconf,chosen_subset_curve,93,0.0013612206126179054,0.8063286996904635,0.7915928398843032,0.0010779711583422638,0.001644470066893547
aiconf,chosen_subset_curve,94,0.002074362611437998,0.7159714940199227,0.694360629434482,0.0012609902391430017,0.0028877349837329942
aiconf,chosen_subset_curve,95,0.001213372610116309,0.8453026926040046,0.8335322453021354,0.0010981310792403298,0.0013286141409922883
aiconf,chosen_subset_curve,96,0.002084969506289403,0.7153851184378954,0.6937296383190397,0.0017873482502119326,0.002382590762366873
aiconf,chosen_subset_curve,97,0.001434696668929265,0.8107917131496225,0.7963954304544851,0.0013386432030321352,0.0015307501348263946
aiconf,chosen_subset_curve,98,0.0012689892716279086,0.8289385826091428,0.8159230399815776,0.0011824782170307567,0.0013555003262250606
aiconf,chosen_subset_curve,99,0.0020692783203216905,0.6833307243564148,0.6592363229487508,0.0018432367898381225,0.0022953198508052584
aiconf,chosen_subset_curve,100,0.0013449014541032278,0.8058601438738988,0.7910886330816955,0.0012043837535796133,0.0014854191546268423
selfconf,full_data_curve,1,0.0012040558043710646,0.5077002435335461,0.4702426533676204,0.0013930352582555484,0.001015076350486581
selfconf,full_data_curve,2,0.0011861311474430857,0.515029060194995,0.47812909738374454,0.0013498374059198522,0.0010224248889663195
selfconf,full_data_curve,3,0.0011644084587556559,0.5239107700890013,0.48768658955229494,0.0013853193745617515,0.0009434975429495603
selfconf,full_data_curve,4,0.0012378774640045128,0.4938716529147458,0.4553618873756504,0.0014421666128450422,0.0010335883151639832
selfconf,full_data_curve,5,0.0011894893346446884,0.513656005278839,0.4766515708978811,0.001302232081495582,0.001076746587793795
selfconf,full_data_curve,6,0.0012201245809674752,0.5011302367478068,0.4631727547612269,0.0013732812279508876,0.0010669679339840629
selfconf,full_data_curve,7,0.0012288576501394372,0.497559565180132,0.45933040166122907,0.0014089872236939468,0.0010487280765849273
selfconf,full_data_curve,8,0.0012039651102037246,0.5077373254664037,0.470282556751891,0.0014491685913216388,0.0009587616290858103
selfconf,full_data_curve,9,0.0013121534321323671,0.46350259453065124,0.4226821397666791,0.0014665411081073354,0.001157765756157399
selfconf,full_data_curve,10,0.0012682635970758637,0.4814477387932594,0.44199267544057264,0.0014828154148023274,0.0010537117793493998
selfconf,full_data_curve,11,0.001239340426323434,0.49327349459790537,0.45471821701296344,0.001482315024231732,0.0009963658284151361
selfconf,full_data_curve,12,0.0011747897519908338,0.5196661926259538,0.4831190551083634,0.001336383489756214,0.0010131960142254538
selfconf,full_data_curve,13,0.0011442823994465847,0.5321396694975803,0.4965416008723962,0.0012622724869646102,0.0010262923119285594
selfconf,full_data_curve,14,0.0011800507363045462,0.5175151450690116,0.48080434088948,0.0014024110686213663,0.0009576904039877257
selfconf,full_data_curve,15,0.0012334335266732147,0.49568863619575987,0.45731711938456776,0.0014578920423489038,0.0010089750109975259
selfconf,full_data_curve,16,0.0013662349522783627,0.44139039748749476,0.3988874929484999,0.0015609515085888896,0.001171518395967836
selfconf,full_data_curve,17,0.0012084210554476164,0.5059154325355012,0.4683220415327677,0.001449763777851241,0.0009670783330439919
selfconf,full_data_curve,18,0.001170654416474116,0.5213569985341158,0.4849385092921463,0.0013256219723096333,0.0010156868606385986
selfconf,full_data_curve,19,0.0012152525232869795,0.5031222646927669,0.4653163500498253,0.0014177897981248486,0.0010127152484491104
selfconf,full_data_curve,20,0.0015280930912292688,0.37521180169619206,0.32767356921655455,0.0015484311611505344,0.001507755021308003
selfconf,full_data_curve,21,0.0011696873162555283,0.521752414760142,0.48536401153537023,0.001366455521953104,0.0009729191105579528
selfconf,full_data_curve,22,0.0011752263362844301,0.5194876873269184,0.48292696788440137,0.0013644916128428377,0.0009859610597260228
selfconf,full_data_curve,23,0.0012065410504224423,0.5066841062237879,0.46914920126255444,0.0014325924254850518,0.0009804896753598327
