[-5.  0. -1. -1. -1. -1.],[ 1.  0. -1. -1. -1. -1.],[ 5.  0. -1. -1. -1. -1.],[-2.e+00  0.e+00 -1.e+00  2.e+05 -1.e+00 -1.e+00],[ 3.e+00  0.e+00 -1.e+00  2.e+05 -1.e+00 -1.e+00],[ 2.02018349 -0.99607643 -1.         -1.         -1.         -1.        ],[ 4.02385321 -0.98507006 -1.         -1.         -1.         -1.        ],[-4.00183486 -0.97406369 -1.         -1.         -1.         -1.        ],[ 0.00550459 -0.98507006 -1.         -1.         -1.         -1.        ],[-3.01100917 -0.03852229 -1.         -1.         -1.         -1.        ],[-1.96513761 -0.93003822 -1.         -1.         -1.         -1.        ],[-0.97431193 -0.0715414  -1.         -1.         -1.         -1.        ]
[ 1.  0.  3.  0. 10.],[ 3.  0.  5.  0. 10.],[ 1.          0.          2.02018349 -0.99607643 10.        ],[ 5.          0.          4.02385321 -0.98507006 10.        ],[ 4.02385321 -0.98507006  2.02018349 -0.99607643 10.        ],[ 2.02018349 -0.99607643  3.          0.         10.        ],[ 3.          0.          4.02385321 -0.98507006 10.        ],[-4.00183486 -0.97406369 -5.          0.         10.        ],"[ 1.00000000e+00  0.00000000e+00  5.50458716e-03 -9.85070064e-01
  1.00000000e+01]",[-5.          0.         -3.01100917 -0.03852229 10.        ],[-2.          0.         -3.01100917 -0.03852229 10.        ],[-3.01100917 -0.03852229 -4.00183486 -0.97406369 10.        ],"[ 5.50458716e-03 -9.85070064e-01 -1.96513761e+00 -9.30038217e-01
  1.00000000e+01]",[-4.00183486 -0.97406369 -1.96513761 -0.93003822 10.        ],[-3.01100917 -0.03852229 -1.96513761 -0.93003822 10.        ],[-2.          0.         -0.97431193 -0.0715414  10.        ],[ 1.          0.         -0.97431193 -0.0715414  10.        ],[-0.97431193 -0.0715414  -1.96513761 -0.93003822 10.        ],"[-9.74311927e-01 -7.15414013e-02  5.50458716e-03 -9.85070064e-01
  1.00000000e+01]"
