[-5.  0. -1. -1. -1. -1.],[ 1.  0. -1. -1. -1. -1.],[ 5.  0. -1. -1. -1. -1.],[-2.e+00  0.e+00 -1.e+00  2.e+05 -1.e+00 -1.e+00],[ 3.e+00  0.e+00 -1.e+00  2.e+05 -1.e+00 -1.e+00],[-1.99816514  2.50394904 -1.         -1.         -1.         -1.        ],[ 3.          2.51495541 -1.         -1.         -1.         -1.        ]
[-2.  0. -5.  0. 10.],[-2.  0.  1.  0. 10.],[ 3.  0.  1.  0. 10.],[ 3.  0.  5.  0. 10.],[-1.99816514  2.50394904  1.          0.         12.        ],[-1.99816514  2.50394904 -5.          0.         10.        ],[ 3.          2.51495541  1.          0.         10.        ],[ 3.          2.51495541  5.          0.         10.        ],[-1.99816514  2.50394904 -2.          0.         10.        ],[ 3.          2.51495541  3.          0.         10.        ]
