d,ai_mse,self_mse,n_modify_points
0.0,0.08365436268307785,0.048143351958854504,144
0.2,0.08231549864930053,0.04761963093938563,144
0.4,0.08306175641917315,0.04733799913808348,144
0.5,0.08421680598047818,0.04728796669424492,144
0.6,0.0858931359926957,0.047298456554948035,144
0.8,0.09080963736986819,0.04750100318997931,144
1.0,0.0978112605506906,0.0479456390431773,144
