channel,participant_index,trial,align_count,improvement,empirical_abs_delta
AI,33,20,21,-0.026894734581923374,0.0
AI,35,20,21,0.034899850507926766,0.25
AI,37,20,21,0.010215932439121778,0.0
AI,38,20,21,0.04136861966602423,0.0
AI,41,20,21,-0.07502553658628308,0.75
AI,47,20,21,-0.03022786568533109,0.0
AI,48,20,21,0.02315584735121967,0.0
AI,49,20,21,-0.07149554909900913,0.0
AI,72,21,3,-0.023672958877326622,0.25
AI,80,21,3,-0.0002088285740391438,0.0
AI,81,21,3,-0.03690813244913199,0.0
AI,1,22,14,-0.013799157072420742,0.25
AI,14,22,14,-0.040756751698603766,0.0
AI,15,22,14,-0.018043540035844963,0.25
AI,16,22,14,0.01864694927434668,0.0
AI,17,22,14,0.035487574715350856,0.25
AI,30,22,14,-0.021448303382287093,0.25
AI,55,22,14,-0.014529811826942685,0.25
AI,59,22,14,-0.0027998077241880304,0.0
AI,66,22,14,-0.025854400682517653,0.0
AI,69,22,14,-0.01522351280637052,0.0
AI,75,22,14,-0.02677500783824338,0.25
AI,78,22,14,-0.050085470391348585,0.0
AI,86,22,14,0.008559469733628533,0.25
AI,94,22,14,-0.009842674152590825,0.0
AI,13,23,11,-0.013968552788174216,0.0
AI,18,23,11,0.018995542751070182,0.0
AI,26,23,11,-0.04970872164057272,0.0
AI,33,23,11,0.015514787062655189,0.0
AI,34,23,11,0.007757757752398287,0.0
AI,55,23,11,-0.026348064490187673,0.0
AI,63,23,11,0.00999224071672744,0.0
AI,75,23,11,0.03762481578433474,0.5
AI,80,23,11,-0.005360033031607814,0.0
AI,86,23,11,0.018836748369128187,0.0
AI,96,23,11,-0.023185331538750686,0.25
AI,5,24,8,-0.03990981832024498,0.0
AI,15,24,8,-0.03421947883617349,0.0
AI,34,24,8,0.025292013265509894,0.25
AI,36,24,8,0.03643027468848303,0.5
AI,42,24,8,-0.02229155518417225,0.0
AI,46,24,8,0.0478691303796146,0.25
AI,87,24,8,0.014350292859432956,0.25
AI,95,24,8,0.01918613559408533,0.5
AI,73,25,2,-0.0017592315711189022,0.0
AI,86,25,2,0.015345165881365919,0.25
AI,19,26,4,0.02175974824050836,0.0
AI,50,26,4,-0.011676928352775118,0.0
AI,69,26,4,0.025512597127962833,0.5
AI,75,26,4,0.020591951134775077,0.75
AI,7,27,7,0.0035045356224597257,0.25
AI,60,27,7,0.015813530882901716,0.5
AI,68,27,7,-0.024242179243521678,0.0
AI,70,27,7,0.026640795710375254,0.25
AI,71,27,7,0.002383842323967267,0.25
AI,78,27,7,-0.03139754106570525,0.0
AI,97,27,7,-0.012078306595695198,0.0
AI,1,28,12,-0.022371487640498455,0.0
AI,4,28,12,-0.021003555062668433,0.0
AI,18,28,12,-0.033980980605428646,0.25
AI,31,28,12,-0.011426453556365734,0.0
AI,33,28,12,-0.019903813716323826,0.25
AI,35,28,12,-0.01999752211428496,0.0
AI,39,28,12,0.018708114264920805,0.0
