alpha_fast,alpha_slow,alpha_a,omega1,omega2,omega3,omega4,beta
0.24134141944306126,0.5173415219098482,0.08343529370475665,0.8778830524013826,0.16659388274059098,3.302343101928311e-11,0.5963185751867551,3.399163027875999e-23
0.27245749635069844,0.5579351627968571,0.09732693663076968,0.8735336637184854,0.2164305725923589,1.4795633540989972e-11,0.5627816580761559,1.483493002464775e-23
0.2784005977990018,0.5613663062889902,0.10215031298736152,0.86924938434783,0.2634600753168323,2.8648096097831826e-11,0.5467303681963851,1.0457980069635357e-23
0.2394648412303341,0.6125718904782814,0.0960668736847801,0.8693378717107233,0.1676306478804814,1.4682397930215245e-10,0.5723182183961567,9.997614794049506e-13
0.24630158001139918,0.5599012872013333,0.07834007050231206,0.8513877893777452,0.18905989960137676,9.284519783975648e-12,0.5631255114954581,4.269959986669797e-22
0.2462701745202441,0.43427281691213715,0.07091666418923039,0.8768818617655993,0.10937829445491008,1.3821254145650658e-14,0.5933769016017906,9.760266004361436e-25
0.2582968523934775,0.48407384589815056,0.0873543976975492,0.8810313006044014,0.2126641227505667,4.0236647813950264e-13,0.5356401704454904,1.8992263148678396e-25
0.27517164948365136,0.4346065638962507,0.0674767650675404,0.8579879266246553,0.18460683717563878,0.06971219929150264,0.5506787865415254,7.370081434553704e-27
0.26361002860159405,0.4957897772991772,0.07679945877855403,0.8499367162738142,0.19732099645874937,1.3805187053101101e-14,0.5470814751482683,8.643442860865735e-24
0.25072598640178023,0.567879032426696,0.09679012518554153,0.8746776646821234,0.20685257606590152,3.0916635915642342e-12,0.5569283015318801,1.1477061084158307e-22
0.24639685888817273,0.5295381818711844,0.08235929647124876,0.8917535342239954,0.1857192088242044,2.006338315371893e-11,0.6033924105484767,6.823665694285574e-24
0.3241216016741929,0.5670302188561961,0.1252950739219803,0.8325665085738805,0.33239472576352963,0.12228292757682575,0.5217896618046601,1.1467246498844056e-27
0.2496436129948218,0.48804722191557726,0.08167954561098625,0.8773683884772551,0.17045882478130425,6.411101761568176e-11,0.5702533154201577,1.6158995311688653e-20
0.26156999316455837,0.5615212851678372,0.08901333940791349,0.8606218708039799,0.2193814004087061,1.4471911572610843e-11,0.5371393786529726,5.84876018186461e-20
0.25372455085641815,0.5790834874928996,0.07998808976002598,0.883728896500517,0.18015341597288595,3.3297528973709815e-11,0.565623239700012,1.5957591508591175e-20
