0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.26718,0.34045,0.052424,0.84388,0.21153,2.30E-14,0.52174,0.38967
0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.26718,0.34045,0.052424,0.84388,0.21153,2.22E-14,0.52174,0.38967
0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.26718,0.34045,0.052424,0.84388,0.21153,2.27E-14,0.52174,0.38967
0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.26718,0.34045,0.052424,0.84388,0.21153,2.22E-14,0.52174,0.38967
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.26718,0.34045,0.052424,0.84388,0.21153,2.32E-14,0.52174,0.38967
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.26718,0.34045,0.052424,0.84388,0.21153,2.22E-14,0.52174,0.38967
0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.26718,0.34045,0.052424,0.84388,0.21153,2.22E-14,0.52174,0.38967
0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.26718,0.34045,0.052424,0.84388,0.21153,2.24E-14,0.52174,0.38967
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.26718,0.34045,0.052424,0.84388,0.21153,2.22E-14,0.52174,0.38967
1,1,1,1,1,1,1,1,0.26718,0.34045,0.052424,0.84388,0.21153,2.34E-14,0.52174,0.38967
0.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.26718,0.34045,0.052424,0.84388,0.21153,2.22E-14,0.52174,0.38967
0.5,0.1,0.5,0.5,0.5,0.5,0.5,0.5,0.26718,0.34045,0.052424,0.84388,0.21153,2.22E-14,0.52174,0.38967
0.5,0.5,0.1,0.5,0.5,0.5,0.5,0.5,0.26718,0.34045,0.052424,0.84388,0.21153,2.22E-14,0.52174,0.38967
0.5,0.5,0.5,0.1,0.5,0.5,0.5,0.5,0.26718,0.34045,0.052424,0.84388,0.21153,2.22E-14,0.52174,0.38967
0.5,0.5,0.5,0.5,0.1,0.5,0.5,0.5,0.26718,0.34045,0.052424,0.84388,0.21153,2.27E-14,0.52174,0.38967
0.5,0.5,0.5,0.5,0.5,0.1,0.5,0.5,0.26718,0.34045,0.052424,0.84388,0.21153,2.22E-14,0.52174,0.38967
0.5,0.5,0.5,0.5,0.5,0.5,0.1,0.5,0.26718,0.34045,0.052424,0.84388,0.21153,2.22E-14,0.52174,0.38967
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1,0.26718,0.34045,0.052424,0.84388,0.21153,2.30E-14,0.52174,0.38967
0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.26718,0.34045,0.052424,0.84388,0.21153,2.22E-14,0.52174,0.38967
0.5,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.26718,0.34045,0.052424,0.84388,0.21153,2.22E-14,0.52174,0.38967
0.5,0.5,0.2,0.5,0.5,0.5,0.5,0.5,0.26718,0.34045,0.052424,0.84388,0.21153,2.22E-14,0.52174,0.38967
0.5,0.5,0.5,0.2,0.5,0.5,0.5,0.5,0.26718,0.34045,0.052424,0.84388,0.21153,2.22E-14,0.52174,0.38967
