0.29192,0.52888,2.2211e-14,0.58255,0.78698,0.25399,0.29143,0.10782
0.28418,0.50275,2.2207e-14,0.56984,0.78231,0.26348,0.30004,0.16855
0.25396,0.47077,2.2206e-14,0.56936,0.92359,0.20217,0.26652,0.13536
0.30755,0.46868,2.2209e-14,0.58587,0.80022,0.25835,0.29519,0.087477
0.24056,0.49347,2.2206e-14,0.61077,0.83769,0.18219,0.302,0.21532
0.33044,0.47053,2.2213e-14,0.5579,0.75355,0.25743,0.3243,0.12501
0.30167,0.43398,2.2209e-14,0.57932,0.78757,0.25962,0.29362,0.086816
0.22655,0.51271,2.2205e-14,0.54612,0.96223,0.14384,0.27833,0.2179
0.3282,0.27246,0.19536,0.57418,0.75417,0.2746,0.28218,0.09944
0.34828,0.3716,2.2211e-14,0.56732,0.77529,0.30876,0.29537,0.062687
0.2379,0.46276,2.2207e-14,0.55682,0.97577,0.17683,0.30509,0.1507
0.25584,0.5026,0.0084235,0.57673,0.82936,0.20269,0.30176,0.16028
0.24331,0.54141,2.2206e-14,0.6039,0.87154,0.21053,0.23648,0.16113
0.27749,0.46878,2.2206e-14,0.57636,0.88039,0.25148,0.27158,0.13596
0.26468,0.54324,2.2209e-14,0.60122,0.82635,0.22238,0.29654,0.12277
0.3108,0.3791,2.2228e-14,0.60307,0.8115,0.22796,0.31894,0.069239
0.27422,0.53851,2.2207e-14,0.56835,0.84189,0.2396,0.30208,0.12305
0.23713,0.56973,2.2206e-14,0.59171,0.85123,0.14671,0.31089,0.1602
0.27298,0.44858,2.2208e-14,0.57257,0.92884,0.18273,0.31669,0.15959
0.26602,0.50322,2.2211e-14,0.55768,0.84267,0.15398,0.24949,0.12935
0.27683,0.49764,2.2208e-14,0.57653,0.88993,0.20365,0.28186,0.12475
0.26207,0.50794,2.2206e-14,0.5987,0.87657,0.20064,0.28244,0.14052
0.29947,0.53758,2.2208e-14,0.57555,0.81425,0.26983,0.2987,0.13538
0.27253,0.44881,2.2205e-14,0.61078,0.87249,0.25249,0.23872,0.13031
0.31598,0.48608,2.2208e-14,0.57344,0.83828,0.29238,0.3291,0.1302
0.28548,0.45331,2.2207e-14,0.55137,0.83422,0.19465,0.31126,0.12821
0.35953,0.42756,2.2207e-14,0.55906,0.75097,0.29741,0.29498,0.13878
0.2718,0.60775,2.2206e-14,0.57399,0.78156,0.19498,0.3177,0.17495
0.20856,0.52696,2.2207e-14,0.58216,0.9053,0.084831,0.24848,0.18969
0.30222,0.41126,2.2206e-14,0.61508,0.82616,0.2589,0.284,0.14763
0.24783,0.47887,2.2207e-14,0.58423,0.86535,0.19065,0.27506,0.14209
0.2587,0.4237,2.2208e-14,0.59536,0.88827,0.20236,0.25324,0.12918
0.36793,0.41645,2.2208e-14,0.54075,0.71971,0.29984,0.31836,0.09149
0.2613,0.5528,2.2205e-14,0.60056,0.87664,0.20568,0.29256,0.17516
0.32464,0.40099,4.3794e-14,0.59574,0.79996,0.31932,0.27277,0.060382
0.27567,0.44895,0.011084,0.6122,0.86149,0.25578,0.32667,0.087887
0.26647,0.46483,2.2594e-14,0.56106,0.87714,0.19745,0.29634,0.11205
0.24108,0.517,2.2206e-14,0.61832,0.9044,0.15854,0.25768,0.20787
0.27736,0.52015,2.2207e-14,0.56836,0.84409,0.22548,0.29472,0.12288
0.31156,0.42743,4.8848e-11,0.57435,0.80308,0.24961,0.29965,0.050537
0.2082,0.58783,2.221e-14,0.57967,0.87261,0.12896,0.26749,0.18998
0.25651,0.54429,2.2208e-14,0.575,0.85694,0.18431,0.29744,0.16896
0.24743,0.54176,2.2216e-14,0.60254,0.84538,0.17487,0.25708,0.15655
0.27861,0.47139,2.2214e-14,0.5794,0.817,0.24234,0.2894,0.12628
0.2344,0.5222,2.2207e-14,0.55611,0.91214,0.1632,0.29946,0.14673
0.28204,0.52022,2.2206e-14,0.57984,0.76723,0.23147,0.26835,0.1036
0.2993,0.44958,2.2206e-14,0.58762,0.85014,0.2237,0.29673,0.12683
0.25729,0.46582,2.2205e-14,0.60316,0.88978,0.19796,0.26267,0.13284
0.30639,0.41286,2.221e-14,0.55587,0.82219,0.27704,0.26024,0.091862
0.2592,0.39421,2.221e-14,0.57002,0.8927,0.24048,0.27178,0.11368
0.30567,0.53296,3.3432e-14,0.56042,0.75158,0.22998,0.28778,0.11514
0.25107,0.43677,2.2207e-14,0.58186,0.90669,0.23037,0.22342,0.13656
0.22596,0.57003,2.2213e-14,0.61068,0.88784,0.14816,0.28011,0.16148
0.25534,0.49045,2.2214e-14,0.57556,0.837,0.22086,0.26926,0.084889
0.2347,0.4755,2.2207e-14,0.57304,0.89408,0.20233,0.27032,0.14291
0.25939,0.49532,2.2206e-14,0.59588,0.86045,0.22822,0.28922,0.16938
0.28341,0.44383,2.2211e-14,0.60893,0.86596,0.23726,0.27628,0.10242
0.37396,0.41485,2.2208e-14,0.57805,0.74386,0.29488,0.32309,0.085889
0.2598,0.43933,2.2209e-14,0.58758,0.88185,0.18563,0.2964,0.096343
0.26242,0.45493,2.2208e-14,0.56365,0.81894,0.21797,0.28663,0.11788
0.37716,0.38077,2.2211e-14,0.55906,0.76564,0.32582,0.29942,0.10392
0.26066,0.49376,2.2207e-14,0.59061,0.82679,0.21445,0.24183,0.1641
0.25169,0.45939,2.2209e-14,0.60595,0.8952,0.18608,0.27513,0.12115
0.33064,0.45098,2.2207e-14,0.55033,0.83282,0.27797,0.30599,0.1133
0.25258,0.43526,0.007375,0.60439,0.80992,0.23509,0.26316,0.13165
0.3106,0.40688,2.2211e-14,0.55908,0.82944,0.25003,0.32825,0.11441
0.21159,0.51951,0.00093136,0.56126,0.89623,0.16506,0.28063,0.13884
0.26207,0.47201,2.2206e-14,0.5325,0.87026,0.20891,0.30139,0.13519
0.28621,0.42749,2.2207e-14,0.56927,0.88827,0.23847,0.27708,0.11915
0.29548,0.44227,2.2208e-14,0.56982,0.84295,0.2686,0.3002,0.11224
0.27059,0.43553,2.2206e-14,0.60055,0.88278,0.20332,0.28059,0.13765
0.3082,0.48064,2.2208e-14,0.58192,0.84057,0.26337,0.32028,0.12749
0.35115,0.47846,2.2207e-14,0.57253,0.80091,0.29807,0.30288,0.13501
0.31753,0.38174,1.8318e-11,0.54832,0.77265,0.26712,0.2985,0.060706
0.24716,0.46872,2.2207e-14,0.5885,0.91464,0.22163,0.26807,0.1281
0.28113,0.42778,2.2208e-14,0.54807,0.89786,0.20345,0.30413,0.16124
0.29011,0.42758,2.612e-14,0.58519,0.79637,0.28213,0.30973,0.055802
0.27915,0.48482,2.2207e-14,0.5701,0.79468,0.27314,0.2618,0.12661
0.32884,0.43155,2.2207e-14,0.54907,0.8208,0.27887,0.32615,0.13574
0.27774,0.48561,2.2206e-14,0.62072,0.8497,0.25282,0.27078,0.12618
0.27826,0.51518,2.2213e-14,0.55801,0.8532,0.22291,0.27466,0.10922
0.33834,0.37474,2.2206e-14,0.55737,0.77922,0.29707,0.31188,0.063833
0.26067,0.47887,2.2206e-14,0.60661,0.86998,0.20337,0.2667,0.21483
0.32052,0.35899,2.2207e-14,0.58458,0.83276,0.27427,0.26784,0.088717
0.32151,0.46326,5.5286e-11,0.58307,0.74264,0.3072,0.25126,0.06774
0.27203,0.48231,2.2206e-14,0.55789,0.81409,0.22914,0.28109,0.13852
0.26943,0.49436,2.2207e-14,0.61016,0.81632,0.24021,0.28104,0.11945
0.32437,0.44375,2.2207e-14,0.56332,0.811,0.24384,0.30984,0.13731
0.22791,0.54677,2.2208e-14,0.60499,0.90988,0.13283,0.26301,0.156
0.39275,0.43634,1.5746e-13,0.53688,0.71038,0.32112,0.32185,0.041127
0.32316,0.42736,4.8003e-13,0.52846,0.77668,0.27725,0.29723,0.057877
0.2957,0.41215,2.2206e-14,0.57201,0.84052,0.27699,0.24646,0.14575
