iteration,aiconf_mse,aiconf_r2,aiconf_adj_r2,selfconf_mse,selfconf_r2,selfconf_adj_r2
27,0.001371003492059463,0.8199632998250292,0.8062648552464988,0.000862587947549269,0.696262004670725,0.6731515050261063
28,0.0016584369625434032,0.7879899865173089,0.7718587898392781,0.0007734997855297176,0.675984618046283,0.6513312737671959
29,0.0008976055474852293,0.8704132738146112,0.860553414213549,0.0007951265771421471,0.6776456392053666,0.6531186769709924
30,0.001351236208831889,0.8087485466417301,0.7941968056253401,0.0007820744020226157,0.6975103794907456,0.6744948648867807
31,0.001603877516492288,0.772486336683758,0.7551755144749135,0.0008042413648190158,0.6755092279799992,0.650819712717608
32,0.0015758794496328063,0.7460487927776925,0.7267264183151256,0.0007088710878187077,0.6790361222757585,0.6546149576663054
33,0.0016976579254912676,0.7821290847786352,0.7655519499248357,0.0007429383030717712,0.7451379702697377,0.7257462940946091
34,0.0010024824684674069,0.8657110338489324,0.8554933951200469,0.0007725973775839299,0.7179235175543397,0.6964611764986917
35,0.0013119320133416132,0.8046000058995053,0.7897326150440329,0.0008082997752322543,0.616004065664894,0.5867869837046141
36,0.001634816456202013,0.7503026461347309,0.7313039344275909,0.0005953996550355045,0.7112606188869217,0.6892913181500571
37,0.001186856751920896,0.8377871027033719,0.825444817039498,0.0005862072398791316,0.7444512195061532,0.7250072905555345
38,0.0010308791065928313,0.8599614036392462,0.8493062930465801,0.0007484026476466515,0.6882327906100221,0.6645113725042628
39,0.0011634996627550751,0.8512804319354359,0.8399648126261756,0.0010182822134407006,0.6770574076943991,0.6524856887146252
40,0.0016595257572718527,0.7086687890681214,0.6865022838885219,0.0007896152611159838,0.6542356770542751,0.6279275220475352
41,0.0015006352365727342,0.7917825804803664,0.7759399507343073,0.000744520885113092,0.7201675640546927,0.6988759656675498
42,0.0016920475958555603,0.7347225467835334,0.7145383927344544,0.0010341744022399782,0.6195289779387299,0.5905800958253724
43,0.0011593227691605375,0.830611053705488,0.8177227643135144,0.0007074836340450615,0.6984971644110242,0.6755567312683848
44,0.0010197643129566468,0.8689433706083552,0.8589716705459475,0.0007694513736943138,0.6739017777595462,0.6490899565021203
45,0.0011681733859382913,0.8329461389382496,0.8202355190748556,0.0008721319926889012,0.6253357736244602,0.5968287129219736
46,0.0014361710331291038,0.8128153427353878,0.7985730318565587,0.0007781636022087865,0.7371381115452276,0.717137750467147
47,0.0015843497598875926,0.7759393708392215,0.7588912794900318,0.0008637281444413912,0.6848819422146312,0.660905568252701
48,0.0015427427618383736,0.7606087449175797,0.742394192900439,0.0008023601756856446,0.6351918942506036,0.6074347557696713
49,0.0010584088144690135,0.8674735811787496,0.8573900493119153,0.0009289481266513659,0.6522527008766223,0.6257936672476696
50,0.0011395882053052014,0.8381495258100236,0.8258348158173079,0.0008840083402253291,0.6083351346802254,0.5785345471015468
51,0.0012094753586852304,0.8238712643696126,0.8104701649194744,0.0007478381552156061,0.6706570297223429,0.6455983254620864
52,0.002115201580540588,0.7127876689796535,0.690934556836801,0.0008770060603330479,0.6529141390802254,0.6265054322711122
53,0.0011340007372455283,0.8422628756986956,0.8302611379801181,0.0007029476531781818,0.7229007029270443,0.70181706075845
54,0.0012492129911742548,0.8033428625938102,0.7883798195302958,0.0009306533795294343,0.681223103892721,0.6569683400584716
55,0.001518288752921505,0.7791278486024644,0.7623223588222172,0.0010001770508715107,0.5549341985355032,0.5210704962501611
56,0.0011562254636624367,0.8516774127138129,0.840391998463777,0.0008744907966731233,0.6945790084405776,0.6713404547349695
57,0.0015856892900695649,0.8078734809933779,0.793255158895048,0.0010428929757551723,0.6317597433212867,0.6037414629218194
58,0.0016259909891056135,0.7459181701715135,0.7265858570323895,0.0007487704605077106,0.7062042188464608,0.6838501920195611
59,0.0014776855524368455,0.7778602743571539,0.7609583387104156,0.0007559660941567802,0.7008635786126274,0.6781031987244577
60,0.0012874612884200118,0.818679616826938,0.8048835007159443,0.000900911922159172,0.6699788430655793,0.644868537646656
61,0.0014536708276406349,0.8070545274530052,0.7923738936722556,0.0011818884111877332,0.6062842031670665,0.5763275664515174
62,0.0009763615788700306,0.8601611475905278,0.8495212349071983,0.000713638946726936,0.707688966682491,0.6854479097996372
63,0.0016549086271277491,0.7917033010071102,0.7758546391272165,0.0009266876499912017,0.69363671985998,0.670326470284109
64,0.0017278910651970247,0.7740501975590276,0.7568583647646058,0.0007439844962791686,0.7006648250706021,0.6778893226303219
65,0.0013166002339268783,0.8233701605071295,0.8099309335891938,0.0006755546064381959,0.7048896956459909,0.6824356507494902
66,0.0008801373743081459,0.8718941925082744,0.8621470115034691,0.0009658964112385025,0.6713642701111794,0.6463593776196388
67,0.001414586231064728,0.8135132194024552,0.7993240078352508,0.0007827460470274536,0.7362074081836811,0.7161362327193961
68,0.001489319283566467,0.7718388846349709,0.7544787997702403,0.0006552426298547239,0.76007750934742,0.7418225372325498
69,0.0019483846247959355,0.7379344423962126,0.717994671708968,0.0009291135523608012,0.6654485517039868,0.6399935502032031
70,0.0016208288288145298,0.7798041427415665,0.763050110124077,0.0008047872236915763,0.6935689238420784,0.6702535158735408
71,0.0014722147418710601,0.7996609273082079,0.784417736994702,0.0008975516080526096,0.6289702956039611,0.6007397746173061
72,0.0015281585541920097,0.7691772887149007,0.7516146911171214,0.0008362861724373537,0.7066556023848025,0.6843359199575592
73,0.000943669017907841,0.8745263693958847,0.8649794627194846,0.0008416204850318211,0.6160164608413383,0.5868003219923098
74,0.001860509117166317,0.7336480172788216,0.7133821055500363,0.0008448500978325695,0.6510186932800418,0.6244657677687406
75,0.0017153450321016376,0.7599426965915357,0.74167746698437,0.0006582531605373161,0.7123774395178313,0.6904931142637531
76,0.0009119808324049254,0.8952139157405271,0.8872410615033933,0.0009051915227888568,0.6644239814659911,0.6388910235340557
77,0.0011873359450720324,0.8287966585814013,0.8157703173865078,0.0009316548546101727,0.6343483862980663,0.6065270678642236
78,0.0012669341986214463,0.8357672042567327,0.8232712306675711,0.0008097713190517941,0.6996924875451203,0.6768430029018142
79,0.0015655751164243186,0.7901081980255606,0.774138169614462,0.0008496876177371079,0.6694112818287857,0.6442577924027151
80,0.0016990077459390564,0.7388552641178434,0.7189855559528968,0.0009472956989533936,0.6786976758961891,0.6542507599317688
81,0.0014590549207030015,0.7973874268730186,0.7819712528307482,0.0007560856381953729,0.7273899717208465,0.7066479043517805
82,0.0014675041207253764,0.7743895589725011,0.7572235471551914,0.0008263125442705205,0.6834123893128311,0.6593242015431553
83,0.0012191864028205334,0.8224600983648228,0.8089516275882332,0.0007472074991743245,0.7302533506833808,0.7097291491049424
84,0.0014614879256716266,0.7694087195241184,0.7518637307922579,0.0008459466071301388,0.6503785352310704,0.6237769020421301
85,0.0010309933675713956,0.8616550985838022,0.8511288560847436,0.0008132204411675527,0.6820846154776062,0.6578954014378589
86,0.0018213134216121959,0.7495834857638182,0.7305300553328045,0.0008232708315540066,0.687578924661147,0.6638077558853647
87,0.0015759281798516235,0.8060093880756268,0.7912492328205114,0.0007899539012158792,0.6616633234417604,0.6359203154427638
88,0.001462020929804009,0.809455348260084,0.7949573856276991,0.0008362241645279383,0.6584555672775186,0.6324684908747211
89,0.0013211292875018792,0.8085583915888378,0.7939921822532059,0.000818533418677522,0.6484692219301542,0.6217223149031008
90,0.0013065199376700656,0.797785795630401,0.7823999322544533,0.0007219691049021062,0.7121766173391499,0.6902770121366941
91,0.001111487191677603,0.8676705434280091,0.8576019978192706,0.0010208841578292342,0.5862969000990936,0.5548194903240248
92,0.001396323589483591,0.7902024819820604,0.7742396273502608,0.0006918880337320238,0.693667183005163,0.6703592512772949
93,0.0013365146500508888,0.8232400668410069,0.8097909414919532,0.0009210452128873959,0.5861105451816391,0.5546189562280681
94,0.0013816898202358402,0.7898938055690667,0.7739074646884523,0.000690122785584951,0.6921328950604866,0.6687082240324801
95,0.0011911460035481027,0.8510923683650864,0.8397624398711255,0.0008085635913716992,0.7318962191448104,0.7114970184275677
96,0.001378175527487205,0.8284688295268631,0.8154175448169505,0.0006895660784857447,0.7410186001106573,0.7213134935973379
97,0.0014207198780983004,0.8236823836916717,0.8102669128856033,0.0006371412905399721,0.7282193339966442,0.7075403702789975
98,0.001026196079123624,0.8610416332614845,0.8504687140531193,0.0006590430296610046,0.7280374082588179,0.7073446023654673
99,0.0015079925452689063,0.8059867409745324,0.7912248625704208,0.0007943877670203448,0.6652946698052666,0.6398279598991456
100,0.0012331553358235574,0.8328418659974477,0.8201233123233405,0.0007209658325965045,0.7253334247079085,0.7044348809356842
