alpha_fast,alpha_slow,alpha_a,omega1,omega2,omega3,omega4,gamma_res,beta
0.26896044058120566,0.5780902534017164,0.09954907706748482,0.8801659724037778,0.30047254597743356,0.0009999999999999998,0.5380972726252495,0.01879283424555119,9.928434259265907e-12
0.24922432438855277,0.4851097017170427,0.08034471373181643,0.8225866302723355,0.157575280971995,9.000000020044301e-09,0.5647452425862542,0.3027359294638983,7.859220988261889e-12
0.26085680543838036,0.5503082871126641,0.08728611657752033,0.8132788859898601,0.2114058082635214,9.00000000007924e-09,0.5320750950632261,0.23136496772381498,9.641251810177813e-09
0.25242381273500586,0.5590305070048249,0.0764770621639626,0.8264975824646724,0.17103220935507937,9.000000000024406e-09,0.5608677266021417,0.30030218764630295,2.0362324429864527e-09
0.23918804981682232,0.4373628069256269,0.06396652316948824,0.8016655549173187,0.12078749977296997,9.000000000855228e-09,0.5519528654722777,0.2726990425000142,1.6787594781799162e-16
0.27315598561895854,0.51793947095707,0.08635461810919404,0.7994475500179752,0.2304495734522292,9.000000003078354e-09,0.5402258012362389,0.1637018920590986,5.441106168475121e-11
0.250474853342401,0.4818383228860427,0.07014347106495163,0.793637617169215,0.16120252143657962,9.000000000035716e-09,0.5653057335361651,0.1790353780499819,6.881112275672882e-14
0.24239644347214498,0.4798898691811573,0.07445513369708608,0.8737480807779103,0.18290056815058242,0.0009999999999999998,0.5513554804407628,0.11156189108145848,1.1842198817724113e-18
0.24334930360388027,0.5646745537657751,0.08095766478458225,0.8186003310350292,0.13740965929913682,9.000000000199828e-09,0.6073210133274615,0.270990205514777,6.5296149906293e-09
0.22892566486657276,0.5450303302817923,0.07409840281587214,0.8361105675987591,0.1283703427961671,9.000000002650263e-09,0.5613359727165359,0.2109496096457124,2.239110214861024e-09
0.26591277033582716,0.48913812887417935,0.07442102864723218,0.9005881267945715,0.15135995549095266,0.0009999999999999998,0.5171664819559793,0.053915751247595435,7.012195760893115e-14
0.23639793638523965,0.5116758853464053,0.0803420306818487,0.8290648656311167,0.1630239416389426,9.000000000530313e-09,0.594128849203515,0.15076596622609717,3.178433146582267e-09
0.2608283529325184,0.519810526788447,0.09257024524253468,0.8304263919098404,0.22618415582330015,9.000000055318644e-09,0.5888058888221049,0.1829396330587442,5.5544775217387065e-12
0.23337539567296228,0.5143804399853906,0.09249891482748587,0.841470969858748,0.14089283845516007,9.000000000613923e-09,0.6312863536416998,0.19761485356996836,3.48619068132544e-10
0.2471042549402136,0.49858245903908555,0.08984162472437057,0.8309562664462504,0.1923024765285433,9.000000000000524e-09,0.5806401148872034,0.13599174272427117,1.6260320748222793e-11
0.2396402011633188,0.5954814025446894,0.093784420198096,0.8432705661967201,0.16097538124657476,9.000000000000001e-09,0.6081224179949939,0.15175666083141157,2.189760195227884e-10
0.2475808565619313,0.5126550133731521,0.08765190423038466,0.7844905808011498,0.16832563980993945,9.00000000029971e-09,0.6350371213174387,0.1654896606270375,1.8160267378648623e-10
0.23741915939641753,0.6030932438591334,0.09511564227248229,0.8596398786646202,0.16174167464265504,0.0009999999999999998,0.5378108206002447,0.23853273297395028,2.630958579457832e-11
