alpha_fast,alpha_slow,alpha_a,omega1,omega2,omega3,omega4,gamma_res,beta
0.6532332725021469,0.3790019051855546,0.028530172978034795,0.21679070476440482,0.40253998011561326,0.1324885128430573,0.16318567077331184,0.9488638937187852,3.827907728723516e-14
0.6697001671704161,0.34460355841538215,0.030415565086658256,0.2779473462665562,0.40812054459576896,0.1684316398780049,0.21246662560313528,0.5184472964075826,8.045941856068076e-14
0.6048921900804756,0.2926790679315165,0.02664516922031159,0.2950547265045921,0.4466270246702974,0.18177750716177044,0.1887064105298564,0.6406940430381253,2.051962201527606e-14
0.5886410414615211,0.3155547704525561,0.03518806750120255,0.26776956270014307,0.4131920508547377,0.14755725801565844,0.15284376111183381,0.8055070904943591,8.739776167703724e-19
0.7338968409319059,0.40511005565121383,0.03331973379436735,0.2534506604130354,0.3917889576806869,0.1520496381949642,0.17335192305805464,0.6252354456202744,9.190290086561035e-11
0.7209884442473188,0.39940240788997305,0.03263884314512808,0.2511711243763545,0.41228866019456545,0.14891747743675574,0.18371531815089875,0.6706152231055647,4.331880407538471e-12
0.6451413023386006,0.3694616186935388,0.02752224138847517,0.24223437117254437,0.3946658078811184,0.13192198050000345,0.1678085007598355,0.7452187523851822,2.272234051812441e-20
0.6197957539701862,0.3063764438395405,0.026963985280338814,0.2825811262444381,0.4450815672328018,0.15896365415693145,0.1772708244412141,0.70938344460745,7.749096986766546e-15
0.6508563792699439,0.3279678674086077,0.03384949525395756,0.28551368525061116,0.4365484948300797,0.1685990624354618,0.18246773500015023,0.6080708312153985,5.078656906773375e-15
0.709268008285382,0.33586042418006345,0.029824521365493923,0.2833801719074582,0.4147121892891773,0.18525963256145994,0.19391421209440854,0.6152909509503764,9.031653643003742e-15
0.7323310630513027,0.4147087435777615,0.02613497256748517,0.23331918441960114,0.3617476159389796,0.14869217706653315,0.169208574147566,0.7056657943554955,3.1566124005991255e-13
0.6821555858321351,0.36103545333176446,0.028577462819979315,0.26303182622726734,0.38251266873560885,0.14832403619435344,0.1896781056416235,0.6610384962572581,1.3328683328729372e-11
0.6537035688820536,0.34074117863157116,0.0327157185501106,0.2723534849309096,0.41307223979539437,0.16651535575192333,0.19119574743873433,0.650740039799062,5.765201992948162e-14
0.6227429187120241,0.3365981433402562,0.032233072373973375,0.2681440884869513,0.4202011130419727,0.16275890508925975,0.1822006637124382,0.5879698057643152,5.290667828461856e-12
0.6111203349929767,0.3180245641542304,0.04326069132154094,0.2827324536913967,0.4439331382884806,0.16483985544018592,0.18139212819490844,0.7678314168256456,9.601007465139547e-12
0.6306759629283022,0.3275378650385732,0.03241241586612351,0.2731017921638306,0.43652288757653596,0.15621892651884928,0.16886642493644133,0.6714882462928342,8.811723535890342e-15
