[-5.  0. -1. -1. -1. -1.],[ 1.  0. -1. -1. -1. -1.],[ 5.  0. -1. -1. -1. -1.],[-2.e+00  0.e+00 -1.e+00  2.e+05 -1.e+00 -1.e+00],[ 3.e+00  0.e+00 -1.e+00  2.e+05 -1.e+00 -1.e+00],[-3.4733945  1.5133758 -1.        -1.        -1.        -1.       ],[ 3.         1.5133758 -1.        -1.        -1.        -1.       ],[-0.50091743  1.5463949  -1.         -1.         -1.         -1.        ],[-1.99816514  1.49136306 -1.         -1.         -1.         -1.        ]
[-5.  0. -2.  0. 10.],[-2.  0.  1.  0. 10.],[1. 0. 3. 0. 8.],[3. 0. 5. 0. 4.],[-3.4733945  1.5133758 -5.         0.        12.       ],[-3.4733945  1.5133758 -2.         0.        12.       ],[-2.          0.         -0.50091743  1.5463949  12.        ],[-0.50091743  1.5463949   1.          0.         14.        ],[ 1.         0.         3.         1.5133758 16.       ],[ 3.         1.5133758  5.         0.        16.       ],[ 3.         1.5133758  3.         0.        14.       ],[-3.4733945   1.5133758  -1.99816514  1.49136306 14.        ],[-0.50091743  1.5463949  -1.99816514  1.49136306 14.        ],[-1.99816514  1.49136306  1.          0.         10.        ]
