alpha_e,alpha_a,alpha_b,omega1,omega2,omega3,omega4,gamma
0.2458033390593446,0.5110336921640078,1.0361948223829042e-15,0.5561428200828519,0.8881328431991411,0.17128887323988337,0.28696521364223565,0.15052636452807627
0.24976059171514642,0.5053007113691302,1.908255401951194e-15,0.5854158608557778,0.8644123563228594,0.18842470795254881,0.23366885518156197,0.1347428132605973
0.29957059009973036,0.4396967000681532,2.1716958130664363e-13,0.5891373164935538,0.7854293069927597,0.2732931708962051,0.2891717488284202,0.0937867731792808
0.20785113321441553,0.5312173859375052,7.206950865043697e-17,0.5985519572911754,0.8918838729395894,0.10751594930606741,0.24942842919210875,0.19058567132982657
0.2754963002381264,0.4675598251288727,2.347447917685833e-12,0.6045294837444702,0.868878245174212,0.25187014271181757,0.3118949815498819,0.12802690809018094
0.2851202604387922,0.47848354470943877,2.6604901295062713e-13,0.5647557108691555,0.82631333499297,0.2723762610254006,0.29299707221200844,0.07163169805567025
0.3079605320656399,0.47109520596461196,5.246692277982632e-18,0.554122890587611,0.820894004389519,0.24222168835128796,0.26401489396071637,0.1571815420051806
0.3134413057337329,0.5173609731562825,3.854275716378672e-15,0.535461511395518,0.7323474800503632,0.2602821646244903,0.3111387485372125,0.09631783049289731
0.26746738388897867,0.4744200369265338,1.8268273535888734e-24,0.5696401969181856,0.9062089856681036,0.2459070412708144,0.2649299636297474,0.1467378338277948
0.3141806482145658,0.4661238013280146,2.537204491279187e-14,0.5362676207689148,0.7914698063359369,0.25919337125315794,0.3493361491998989,0.09780671200338736
0.23949008851433845,0.4838734021065262,1.4500358928042232e-18,0.6001706649883402,0.887418743571751,0.20120130603059025,0.2261952555901671,0.14823861004320624
0.18789943279125107,0.6363196703343184,9.191620846559348e-15,0.6492409308271795,0.9201608630751057,0.05219482290161185,0.2592288316838037,0.20898482362832288
0.2814149047364328,0.45381594561233485,2.4120948649359735e-10,0.5939897157252862,0.8315636404248072,0.2419461903918238,0.2697494316853561,0.10523783507392044
0.2641008493380576,0.5045803717776882,9.748534428037938e-22,0.5584811134916763,0.8598773163779465,0.24738607727793058,0.3126143273106005,0.15171090922979927
0.2594915006078751,0.45295317167793836,1.2610193695225971e-22,0.615500193878412,0.8956703782952656,0.18324346089387933,0.2966140887466954,0.15293183388110398
0.3185070134748918,0.4647653855105877,1.6179369039975552e-14,0.5494546640331541,0.7981730347585961,0.274810799270286,0.2759070491428726,0.07357678230887553
0.29358813855614,0.4588243491356581,8.617883429470449e-07,0.544255370201443,0.8237116469197894,0.2579132095893728,0.2853656965061595,0.07587529469118762
0.2913345991177195,0.5241300515273472,6.783942501647459e-22,0.5727570013360254,0.7713709997723872,0.26452065481260734,0.3120845650279867,0.12950956538876324
