[-5.  0. -1. -1. -1. -1.],[ 1.  0. -1. -1. -1. -1.],[ 5.  0. -1. -1. -1. -1.],[-2.e+00  0.e+00 -1.e+00  2.e+05 -1.e+00 -1.e+00],[ 3.e+00  0.e+00 -1.e+00  2.e+05 -1.e+00 -1.e+00],[-0.04954128  1.21620382 -1.         -1.         -1.         -1.        ],[-3.88073394  1.24922293 -1.         -1.         -1.         -1.        ],[ 2.02018349  0.99607643 -1.         -1.         -1.         -1.        ],[ 3.8146789   0.99607643 -1.         -1.         -1.         -1.        ]
[-5.  0. -2.  0. 10.],[-2.  0.  1.  0. 10.],[-3.88073394  1.24922293 -2.          0.         10.        ],[-3.88073394  1.24922293 -5.          0.          8.        ],[-0.04954128  1.21620382 -2.          0.         12.        ],[-0.04954128  1.21620382  1.          0.         12.        ],[-3.88073394  1.24922293 -0.04954128  1.21620382 10.        ],[ 2.02018349  0.99607643  1.          0.         10.        ],[ 1.  0.  3.  0. 10.],[ 3.          0.          2.02018349  0.99607643 10.        ],[ 2.02018349  0.99607643  3.8146789   0.99607643 10.        ],[ 3.8146789   0.99607643  5.          0.         10.        ],[ 5.  0.  3.  0. 10.],[ 3.          0.          3.8146789   0.99607643 10.        ]
