iteration,modify_r,non_modify_r,diff_r,diff_fisher_z
36,0.32988433449751886,0.05758836795262531,0.2722959665448935,0.2850463018238627
37,0.22797764749945565,0.06897070829577338,0.15900693920368225,0.16297481617418985
38,0.3375531939278711,0.13292734742029982,0.20462584650757126,0.21760981163491772
39,0.5001963271768922,0.08713294584627483,0.4130633813306174,0.4622134835622805
40,0.27814250416104075,0.06087741443167719,0.21726508972936356,0.22471490733550883
41,0.36772350967685513,0.058206810043477795,0.30951669963337736,0.3275154113672546
42,0.31337078954400854,0.06523832512399512,0.2481324644200134,0.25894779023790765
43,0.374729738880721,0.10756041032775963,0.2671693285529613,0.2859361204483811
44,0.2316837462812302,0.15054987784650406,0.08113386843472614,0.08426496895760682
45,0.1981889023940672,0.058486963405564266,0.13970193898850292,0.14229291347878642
46,0.29645901886917797,-0.012285548926655298,0.30874456779583326,0.31791910077125796
47,0.27207473897475093,0.03460090338456902,0.23747383559018193,0.24448833822608995
48,0.11901441897036817,0.030813935418319564,0.08820048355204861,0.08875747372928491
49,0.3740513015016909,0.08446223007238604,0.2895890714293049,0.3084612548361187
50,0.15585685325868903,0.11363458467960424,0.04222226857908479,0.04301003966122725
51,0.15925790100952886,0.0726782759033529,0.08657962510617595,0.08781854452505615
52,0.4676057812947171,0.04895256902689963,0.41865321226781743,0.4580099742063353
53,0.3588969204388498,0.029453421221267345,0.3294434992175824,0.3461572109396814
54,0.26754350751410483,0.08113724772339154,0.1864062597907133,0.1929000552223561
55,0.3405612207206438,0.09947159888532978,0.24108962183531404,0.25492560625370964
56,0.2475054997167312,0.0741294397588102,0.173376059957921,0.17848810016257677
57,0.5592311783424582,0.03868903715743131,0.5205421411850268,0.593005451847836
58,0.3005744387818719,0.06570868095852234,0.23486575782334956,0.2443474799505685
59,0.3418272140466341,0.02172308148012032,0.32010413256651377,0.33443353415775007
60,0.28958429182227136,0.12242031667549794,0.16716397514677342,0.1750750082743082
61,0.26950190820456965,0.0889340115222785,0.18056789668229115,0.18715704474611947
62,0.352900704563028,0.10375792378270633,0.2491427807803217,0.2646205515519081
63,0.17182089540381668,-0.028418672932110634,0.20023956833592732,0.20196867611944425
64,0.2936465177233268,0.06074890204004089,0.2328976156832859,0.2417284383173491
65,0.25794573349788014,0.13159751127893285,0.1263482222189473,0.1315412935018225
66,0.12076268130633026,0.026959960183490027,0.09380272112284024,0.09438842991570723
67,0.2920673630053447,0.08666694540521354,0.20540041760013117,0.21394002058918832
68,0.43521018986364146,0.09316404389603852,0.34204614596760297,0.3728714767146557
69,0.2811710290075083,0.10934398330992076,0.17182704569758753,0.17917026068544054
70,0.32590426478558876,0.08022301003319678,0.245681254752392,0.2578431386546358
71,0.307337456489479,0.054003077920563074,0.25333437856891594,0.26354680383316886
72,0.13702264960764843,0.05914937685707021,0.07787327275057822,0.07867148126706756
73,0.40976578585400314,0.14666720115060683,0.2630985847033963,0.2875970618167685
74,0.33098034394682097,0.0752603437400035,0.25572000020681745,0.2685258816007642
75,0.3600372274600947,0.08024095730229201,0.2797962701578027,0.2965148332566821
76,0.3450828963129826,0.15545449043669018,0.18962840587629243,0.20312591754937684
77,0.25130716377398676,0.028854630517674652,0.22245253325631212,0.22794496446303886
78,0.4427675785180631,0.08957609271699311,0.35319148580106996,0.38585119015640457
79,0.383314848536652,0.11638026060901219,0.2669345879276398,0.28702967423928993
80,0.39206453451836126,-0.03898093508763582,0.4310454696059971,0.45323793052019434
81,0.3216600454027105,0.0730081174563412,0.24865192794636928,0.26035938320003593
82,0.22087333005737497,0.060274505469893144,0.16059882458748181,0.16422638598751385
83,0.24664425852785926,0.05649297038852812,0.19015128813933113,0.19528335532864666
84,0.3565277670199824,0.03456783769652745,0.32195992932345496,0.3383207463367121
85,0.3419984232883375,0.11019254241366291,0.2318058808746746,0.24571208686319293
86,0.20730029314174872,-0.009278281864376388,0.2165785750061251,0.2196273046754142
87,0.3899642935719719,0.02717144125443303,0.3627928523175388,0.3845797925734648
88,0.2520177192430096,0.026533081138140693,0.2254846381048689,0.23102689748366534
89,0.20157475956828172,0.1096524788313699,0.09192228073691182,0.09427831671074906
90,0.23254951257004003,0.004800433646631942,0.2277490789234081,0.2320825853249092
91,0.26358712411962865,0.035555647738406665,0.22803147638122198,0.23438883015338516
92,0.23310843457386257,0.029623443014348307,0.20348499155951427,0.20784190036111638
93,0.26068287271145413,0.07619874570202283,0.1844841270094313,0.1904941903002159
94,0.3023257563559691,0.0038758067400751547,0.29844994961589394,0.30820152094978503
95,0.2344257807447676,0.10879163871719184,0.12563414202757578,0.1296435920114501
96,0.1389914636154393,0.05477663360081118,0.08421483001462812,0.08506550712228042
97,0.35118452821807644,0.07646091803669193,0.2747236101813845,0.290183836198288
98,0.3973214259212994,0.0411349978170512,0.35618642810424817,0.37930598015713857
99,0.287058442050457,0.046040548958698004,0.241017893091759,0.24928446111303185
100,0.36769833881356917,0.05667481479319058,0.3110235240203786,0.32902337201848086
101,0.38960655463977595,0.08867702935768042,0.30092952528209554,0.3224255221604991
102,0.25955107025648944,0.08594984239497143,0.173601227861518,0.17946455606627543
103,0.17346802918966164,0.08662987815690824,0.0868381510327534,0.08839251544566498
104,0.3830074706505921,0.062119552521445534,0.3208879181291466,0.34137976766071476
105,0.399831250237572,0.09761192172860261,0.3022193285089694,0.32552432924605
106,0.24369107176500748,0.008749287464953334,0.23494178430005414,0.2399449792333353
107,0.2783429692600325,0.05853258247382828,0.2198103867862042,0.22728541615226872
108,0.26940246984694594,0.05383167506473937,0.21557079478220656,0.22233565502869262
109,0.37053470268176186,0.010203116162444632,0.36033158651931724,0.37883928576238196
110,0.27839079211380224,0.07571223790495939,0.20267855420884284,0.21007941460667723
111,0.33004980764718655,0.059460763722627714,0.27058904392455885,0.2833531611130594
112,0.3581884882319656,0.09129382915763078,0.2668946590743348,0.2832574793430869
113,0.22201632206559951,0.012574843966030909,0.20944147809956862,0.2132004691891872
114,0.28975495158700726,0.08677795118973847,0.2029770003972688,0.21130196980246208
115,0.05092817147294137,0.0171476517540667,0.03378051971887466,0.033822937797264585
116,0.2732586604202636,0.09208931425219913,0.18116934616806446,0.18803110615987603
117,0.3497448587256179,0.0667904008076741,0.2829544579179438,0.29826304069420134
118,0.4381411335130029,0.033648865562121995,0.4044922679508809,0.4362664202308598
119,0.3341150991608589,0.08115180529084064,0.25296329387001826,0.2661226775731336
120,0.29474819152555776,0.04746742174161165,0.2472807697839461,0.2562551766542308
121,0.2744548268161196,-0.03263962269109457,0.30709444950721415,0.3143264429529202
122,0.20871345778358907,0.10527866928256684,0.10343478850102224,0.10615559776208128
123,0.25497811570894835,0.05543618662984127,0.1995419290791071,0.20523683058604497
124,0.41913708776174996,0.010106896432935426,0.4090301913288145,0.43653751120405543
125,0.24171686873341242,0.12727378275510234,0.11444308597831007,0.11862895633276074
126,0.22084157329945447,0.032515886920950435,0.18832568637850405,0.19201330481365675
127,0.26214588673530315,0.02560887498525821,0.23653701175004493,0.2427967793349275
128,0.2979377969527451,0.04386103033013819,0.2540767666226069,0.2633657934200822
129,0.4604712358189822,0.09741740710377086,0.3630538287152113,0.40018182115100653
130,0.31228128536100724,0.011806583048593139,0.30047470231241413,0.3112640840725085
131,0.33796961548602233,0.10327480399733041,0.23469481148869192,0.24815420208773464
132,0.3040256930055955,0.10366941625574107,0.20035627674985446,0.20990613045196813
133,0.43037540850545264,0.03470615145283324,0.3956692570526194,0.4256372436495228
134,0.14823577334520535,-0.02987103859366778,0.17810681193887312,0.17921601479436397
135,0.16379976607951982,0.030185321439149173,0.13361444464037064,0.1350942520042291
136,0.3235741383174942,0.08145429755053055,0.24211984076696366,0.2539989306871193
137,0.24684137844943788,0.01932848949109147,0.2275128889583464,0.23271554131782035
138,0.28463140986491337,0.08620718741063682,0.19842422245427654,0.20629289807772183
139,0.23892513352711364,0.07224180233184967,0.16668333119526396,0.17126599034814732
140,0.29426043314833134,0.06986086893088135,0.22439956421745,0.23324936061869644
141,0.3620567713576897,0.10021060500128932,0.2618461663564004,0.27870285147672297
142,0.2772069862643288,0.026870061596029362,0.2503369246682995,0.2577774877188612
143,0.2679565033368214,0.04511578467252458,0.22284071866429683,0.2295145164122947
144,0.2441682213206198,0.011884011497728678,0.2322842098228911,0.23731725592320035
145,0.3063420595957347,-0.043976387049800135,0.3503184466455348,0.36050838483481007
146,0.3024954113044613,0.08739953988159206,0.21509587142286923,0.2246409746417456
147,0.2685810817496119,0.04872288764678532,0.21985819410282662,0.22657246520348134
148,0.3209552414523011,-0.040000099622081495,0.3609553410743826,0.372733142572238
149,0.3044774140506311,0.019177506742847527,0.2852999073077836,0.29526729437949245
150,0.13796345755503142,0.03901030442742127,0.09895315312761016,0.0998188091402516
151,0.2663544840583981,0.032756110883815796,0.23359837317458232,0.24016796773911536
152,0.16230381798211144,0.0758391964811605,0.08646462150095094,0.08776684171016672
153,0.17741074808571639,0.06932643723632274,0.10808431084939364,0.10987019459984013
154,0.4706487735005067,0.040663655274290444,0.42998511822621627,0.47021729414084024
155,0.21295037911583073,-0.0015809418930906012,0.21453132100892133,0.21784079492388017
156,0.48129308330589354,0.06770217687104832,0.4135909064348452,0.45685993531297386
157,0.3445918891400801,0.0965508032981831,0.248041085841897,0.26244134310558687
158,0.1041147212827773,-0.04621786471154285,0.15033258599432014,0.15074419948137818
159,0.2280059721646006,0.03794999529010973,0.19005597687449088,0.19411684939136364
160,0.4863547298261519,0.051965901136446974,0.43438882868970496,0.4792617557297466
161,0.37452994564744857,0.07206021321594262,0.30246973243150593,0.32149648828515676
162,0.15937439847280951,0.01662739685039214,0.14274700162241738,0.1441157948665306
163,0.31459312001838935,0.0799177449431425,0.23467537507524686,0.24554637679507887
164,0.3576838589240695,0.12745640783720136,0.23022745108686815,0.2460740375797143
165,0.45349814889125367,0.07429415834685237,0.3792039905444013,0.41466407109243003
166,0.3440011050767599,0.11516872758171919,0.2288323774950407,0.24294160775181423
167,0.2262286005506277,0.08205480941384664,0.14417379113678108,0.1479713244998553
168,0.320082862551834,0.0767299462726571,0.24335291627917688,0.254858364532787
169,0.26985560080842047,0.1149786000959026,0.15487700071251786,0.16121874278586723
170,0.2996870159030387,0.09109998244334021,0.20858703345969848,0.2178224370413462
171,0.2697583159979436,0.13490937720079296,0.13484893879715062,0.14086624524416963
172,0.4268175722286396,0.03172969514185669,0.3950878770867829,0.42425851527626623
173,0.32785985372753773,0.09503196448160627,0.23282788924593145,0.24510885646538502
174,0.30099339923963847,0.0700846963658887,0.23090870287374976,0.24041182519538226
175,0.22993965856816673,0.01347959606076937,0.21646006250739735,0.22064534334582123
176,0.3631035296613631,0.1322531304073451,0.230850399254018,0.24742373531242115
177,0.28876602030055004,0.004818538386857271,0.2839474819136928,0.29240092686909924
178,0.3461864294492478,0.11097215051939642,0.23521427892985142,0.249673297938951
179,0.20328437584172668,0.09110082755142451,0.11218354829030217,0.11480201857858059
180,0.1255184355508975,0.09266061344689677,0.03285782210400073,0.0332567311500533
181,0.35051280274917984,-0.007792705276934723,0.35830550802611455,0.3738211275123876
182,0.3179769846902747,0.06337196368804537,0.2546050210022293,0.2659379215241461
183,0.5728215795798708,0.06502660798420792,0.5077949715956629,0.5865938533523221
184,0.3559646091122152,0.07046310925117925,0.28550149986103596,0.30167726913787773
185,0.2346051794651096,0.09987029768188725,0.13473488178322235,0.13885301261794647
186,0.38304498792951314,0.13882822413816714,0.244216763791346,0.2638928029122707
187,0.31475470839713066,0.0790246799113416,0.23573002848578906,0.24662446533361265
188,0.3947126022060432,0.061143401693647514,0.3335692005123957,0.3561503668452264
189,0.5088870043135724,0.09612973487355367,0.41275726944001867,0.4647991730111214
190,0.4187610714065145,0.06247028120438003,0.35629079020213444,0.3836369516546651
191,0.24564914092538545,0.0934689795416082,0.15218016138377727,0.15703462960544537
192,0.37787401191626413,0.02139291923169541,0.35648109268456873,0.37618101321163333
193,0.2611209647304878,0.06598715184461311,0.19513381288587467,0.201227840350443
194,0.27622883227473194,0.12763611982049522,0.14859271245423672,0.1552586735813859
195,0.23550347166398267,0.03668518198007602,0.19881828968390663,0.20330652325582577
196,0.2247542524045816,0.11093314811756422,0.11382110428701739,0.11726611817369713
197,0.27196513020690505,0.03977284191030404,0.23219228829660102,0.23919085874557736
198,0.4382555098312519,0.12776101035179124,0.3104944994794606,0.34160651084026794
199,0.472196559507673,0.08050148095989162,0.39169507854778135,0.432217383452728
200,0.29453379190867746,0.012774985222766325,0.28175880668591113,0.29074783511755076
201,0.39587704921308736,0.04550642747249722,0.35037062174059014,0.37321235518480483
202,0.26783403677374074,0.011603055726126056,0.25623098104761466,0.2629254368338018
203,0.27558239716128446,0.03902822487908353,0.23655417228220094,0.24384699592224932
204,0.2289218313653591,0.0857113286196381,0.143210502745721,0.14712922533514408
205,0.47575771165295305,0.05166661996246335,0.4240910916904897,0.46577377256796976
206,0.18887273676401037,0.03902830445680592,0.14984443230720446,0.15211980830144528
207,0.28483685610029813,0.01938621240080966,0.26545064369948845,0.2735495279837597
208,0.3751833043890627,0.12775774613852786,0.24742555825053486,0.2659822741286454
209,0.32901898343301017,0.026985423776051117,0.30203355965695905,0.314735771627674
210,0.1925893469320114,0.0252565779682249,0.16733276896378652,0.16976292032351412
211,0.26844004373429026,0.11111053315597053,0.15732951057831973,0.1636107754648043
212,0.29264806639707097,0.1064090843369975,0.18623898206007347,0.19464646107207134
213,0.2605405113385394,0.04823765309720915,0.21230285824133024,0.21841307362801726
214,0.3116691322393407,-0.002675494674900988,0.31434462691424164,0.3250685596248159
215,0.1900703286366404,-0.004482100295822669,0.19455242893246305,0.19689226312731134
216,0.28132388110672296,0.10719577093197238,0.17412811017475058,0.18150993601459067
217,0.24337159181887466,0.07848808872100016,0.1648835030978745,0.16970500863463084
218,0.4911693625165796,0.0961213605246429,0.3950480019919367,0.4411812920167234
219,0.27046097747647363,0.10183556896494945,0.1686254085115242,0.1751713108923121
220,0.17153537412976858,0.03459504738914935,0.13694032674061923,0.13863929823442137
221,0.18437934538073317,0.10072201820330084,0.08365732717743232,0.08544768480979854
222,0.2516779678514491,0.112755499275598,0.13892246857585108,0.14396641913135227
223,0.23501469927946594,0.07152662035414525,0.1634880789253207,0.16784179191716436
224,0.31045325719257644,0.08059371440838886,0.22985954278418758,0.240278041144472
225,0.2385005379087881,0.02255120977415862,0.2159493281346295,0.22062857484878556
226,0.35744185256390215,0.05783754251547916,0.299604310048423,0.3160477864571652
227,0.1979664446209657,0.07802816377498624,0.11993828084597945,0.12242806089331511
228,0.29908518912841636,0.0449775312989989,0.25410765782941747,0.2635067225922266
229,0.16793164953559947,0.06993807751485048,0.09799357202074899,0.09948508297172373
230,0.2034104367082227,0.05550052805837907,0.14790990864984363,0.1507300133056778
231,0.40128233324963486,0.048862359632440476,0.3524199736171944,0.3762751491206976
232,0.36285612038588694,0.07990690476406509,0.28294921562182185,0.30009355134995425
233,0.3912580029679533,0.11187855034425813,0.2793794526236952,0.30093568846055696
234,0.26812299324657346,0.06393498938048181,0.20418800386609165,0.21081800693299352
235,0.3821835428749359,0.03549343174042762,0.34669011113450826,0.3671058456572544
236,0.30754966991995775,0.0265291233543931,0.28102054656556463,0.29130148718904064
237,0.1771608917659636,0.04472366320611645,0.13243722855984716,0.13429653565315441
238,0.2504909465561885,0.016829259704220428,0.23366168685196806,0.23910570803476638
239,0.19568094885734924,-0.01114070322779886,0.2068216520851481,0.20937872092793755
240,0.30932591762298095,0.09918541821482811,0.21014049940815283,0.22028722732969516
241,0.24354437983417307,0.05252188168002259,0.19102249815415048,0.19596828613489042
242,0.3642792775240219,0.04514322001387281,0.31913605751014906,0.33663718402338993
243,0.43196125854516915,0.040036961218329246,0.3919242973268399,0.4222469605994459
244,0.22995958021833648,0.07793738188176118,0.15202219833657532,0.1560510269144118
245,0.40290027414035295,0.11993571937401172,0.28296455476634125,0.3065906172228429
246,0.40761819143982336,0.010996604510341183,0.3966215869294822,0.4217544298039547
247,0.07276267055798237,0.02435193957963829,0.048410730978344085,0.048534736739747536
248,0.20152979336945706,0.054696799454101205,0.14683299391535587,0.14957515442137534
249,0.25641959207300075,0.06337916825308199,0.19304042381991876,0.19880799035997962
250,0.19851399511373002,0.029214591446183057,0.16929940366754698,0.17196220294458275
251,0.41375699130237725,0.13760071835249155,0.2761562729498857,0.30165662754146083
252,0.2785282990730586,0.13569789705026883,0.14283040202278977,0.14954575492375272
253,0.3795655346119896,0.0016783385424939175,0.37788719606949567,0.3978736175499894
254,0.4561021645303277,0.08693735115836039,0.3691648133719673,0.40522110677162004
255,0.40989873540304694,0.08494131852244285,0.3249574168806041,0.3503430103141913
256,0.21155879383627124,0.047009151956287125,0.1645496418799841,0.16775878886891607
257,0.21244267739935052,0.04603057625000708,0.16641210114934343,0.16966496561582783
258,0.4190554716695768,0.060379334046066865,0.3586761376235099,0.3860928769733334
259,0.44422266968426766,0.0936256269743061,0.35059704270996156,0.3835787495917516
260,0.21045972652961653,0.03758148074704962,0.17287824578256691,0.17605314226600494
261,0.364508725850603,0.046728604980309424,0.3177801208702936,0.3353130263725615
262,0.43354200938980286,0.08205939162965825,0.3514826177601446,0.3820060059676824
263,0.19298432257089834,-0.0004022019691745386,0.19338652454007288,0.19583729496452063
264,0.22752299683561147,0.0033634251294894137,0.22415957170612205,0.22821223979928934
265,0.27304934762964167,0.05298927058984842,0.22006007703979324,0.2271169330800778
266,0.3043089913451689,0.044441365290614314,0.2598676260545546,0.2697908733864452
267,0.37476147389978726,0.05208053825907381,0.32268093564071343,0.34182344893185507
268,0.2954621983962797,0.08548800535178826,0.20997419304449144,0.21884323880400497
269,0.3342156180968072,0.0700806034960075,0.2641350146007997,0.27737081796075463
270,0.4132805155781433,0.07672841676151479,0.3365520988166285,0.36268150710742236
271,0.39716242513683303,0.061836592310130264,0.33532583282670275,0.35835982064172384
272,0.36494996552649567,0.009362787361047339,0.3555871781654483,0.37322156974846665
273,0.2785638608602739,0.047824839369766024,0.23073902149050787,0.23826308873985175
274,0.45735781895318106,0.11025149111208155,0.3471063278410995,0.38326361874530335
275,0.3962448344208156,0.07236306298222564,0.32388177143859,0.3466966760692513
276,0.41319985310408625,0.11072607011942673,0.30247378298465954,0.3282818189484695
277,0.3768046291950333,0.05056885193567068,0.32623577725936265,0.3457182471453858
278,0.2518681219648494,0.022788753285361726,0.2290793686794877,0.23461377166975925
279,0.18684599633841376,0.01205710531031719,0.17478889102809655,0.17700937350805712
280,0.3252814348485941,0.019187368024368007,0.30609406682422613,0.3183525048694326
281,0.3173348056565472,0.07493854477095828,0.2423962608855889,0.2536013746030182
282,0.31345007431701777,0.06551710180194592,0.24793297251507185,0.25875573778338323
283,0.37933493478391866,0.0865704169820209,0.2927645178018978,0.3124949106507531
284,0.3359115147399319,0.15069656666547268,0.18521494807445923,0.19762374704024124
285,0.3755431707176025,0.0772211111279956,0.2983220595896069,0.3174857282547162
286,0.46340670553184393,-0.005956183538095785,0.4693628890699397,0.507597211482398
287,0.2958646312766075,0.05241289577220902,0.24345173550439847,0.252520429016725
288,0.24281630720752667,0.10588730253335525,0.1369290046741714,0.14147898122913766
289,0.340693487216041,0.009300765627024988,0.331392721589016,0.3455758373962526
290,0.29853064071936997,0.07052440772385112,0.22800623299551886,0.2372640239341356
291,0.253678129789078,0.04631893257854837,0.20735919721052964,0.21298792226949897
292,0.2805665829157028,0.07842441166355783,0.20214217125214495,0.20971117239012924
293,0.13095242930594359,0.0815390945907471,0.04941333471519649,0.04998824792491638
294,0.25312533023616773,-0.008761136383224975,0.2618864666193927,0.26751065108577704
295,0.1849349403216683,0.0857316322147577,0.0992033081069106,0.10114500237255525
296,0.23091860320807628,0.02734664441877112,0.20357195878930517,0.20780613056616834
297,0.3397259380166491,0.0831558009865169,0.2565701370301322,0.27043440578860967
298,0.31420389898304873,0.014344426264520658,0.2998594727185281,0.31085759304735916
299,0.31463172499708303,0.1160452721145576,0.1985864528825254,0.20910733340801563
300,0.24700102289381848,0.09645274969611266,0.1505482731977058,0.155462913608785
