alpha_fast,alpha_small,omega1,omega2,omega3,omega4,beta,gamma
0.25843787289899295,0.32027588256298684,0.8525936129347788,0.1913949027165232,0.07371646296979224,0.5468810044232023,2.606572147558059e-28,0.16483429837773822
0.24459102641303743,0.34096522891086795,0.8439591296583931,0.20078226204540142,7.736257047584051e-15,0.5438616115762138,2.8115712178404677e-22,0.20668944688274277
0.2321078350326091,0.33610939361328906,0.8706687125870074,0.2059240994294844,7.2930500855506e-11,0.555387082433861,1.036428111370022e-22,0.2960857232309894
0.22826370215282157,0.342585354374336,0.8862161183259529,0.190049278512078,1.6943298368021003e-12,0.6009614201402438,9.7529191619661e-25,0.24604823769143547
0.305839125356216,0.33854206045500934,0.8263976338072399,0.33494018235087286,0.1298794313303648,0.5200922346737283,1.6509465641519014e-26,0.3247323376301642
0.2310689813785526,0.3143867826088509,0.8712783786227057,0.1750309262361588,5.888504583276878e-13,0.568796858641109,2.1028591541528665e-26,0.22588363051899696
0.23895677070090648,0.3473043282063946,0.8546686470669151,0.21616471628300749,3.005614701638415e-11,0.5390991159042613,2.9885288792307437e-19,0.2622380653491257
0.23561840548936833,0.3819368969991983,0.8787251425030476,0.184960025430652,3.449879700393431e-12,0.5635142956094907,5.803613759401132e-21,0.2467811355408005
0.22604181850475255,0.3190326946695424,0.845947750742839,0.1417316213888111,2.410602798424037e-16,0.551903144894423,3.8896878262937577e-26,0.17645941667786685
0.25204995793443385,0.3357604121590206,0.8231714533044882,0.24041805795498958,8.613921193861633e-13,0.5421980456880052,2.4465928531321148e-24,0.23598840837044358
0.23163432483694832,0.3299544601043767,0.8225725479881816,0.1728490359642744,1.8116685247623913e-11,0.5676248994898401,1.7573243393853223e-20,0.19762917355307402
0.23351085308999658,0.31990344902301654,0.8817259861305082,0.20160019410117758,0.026138728282960346,0.5459947925378954,5.2086628428613644e-20,0.2113284565032578
0.22578038987146637,0.36221119032174853,0.8629312440939837,0.15359916879974378,1.821051294217254e-13,0.6091824564535111,2.7656587497331416e-23,0.2638655843357807
0.21614937287269678,0.3700397584185007,0.870954456784389,0.1480776922205294,3.940689251468404e-12,0.561157850255939,1.9162815876487622e-20,0.24887871437797074
0.2962263728788628,0.32581744228433346,0.849211314321303,0.2119003248514083,0.12897384089679761,0.5037072550546737,6.629602140901255e-30,0.21497168210358422
0.220392986655604,0.33581392126539444,0.8546732462557282,0.17544118980409015,1.7116236996903663e-13,0.5931730353750323,5.78003786730113e-22,0.25136914436037966
0.240530610527079,0.3163866204113877,0.860662224652828,0.23797010364198673,2.233518908887423e-12,0.5898431006071372,3.606112563134442e-25,0.2629828799222132
0.21866386783392422,0.29203219911101197,0.8760867982873972,0.16119903872424216,2.951797558651106e-13,0.6314378741242351,1.1418010219307954e-22,0.27947554159389054
0.22918167022647945,0.29981367387473523,0.8516946564863529,0.19961204764364499,6.176008793648655e-07,0.5845701091375617,1.0392942057538556e-15,0.25986537756570033
0.2226632415150443,0.3534023850050781,0.8677318952574018,0.16862794041607257,3.2998925034926314e-13,0.610609556077123,1.1438648466097062e-22,0.31645215701951546
0.2308046585980801,0.32023880976753055,0.8095417066451235,0.1814054051782627,2.2554154870474053e-13,0.6355808524437281,6.393827838999186e-21,0.26226362676862724
0.21873166726184445,0.3437501634640415,0.9048681414041366,0.1733099164397708,2.2584030588024732e-09,0.5425375034594462,1.7268697413925695e-20,0.3300005769681652
0.2212920380272583,0.34345160765022875,0.8681291652886188,0.1708330078325442,3.863172200898566e-13,0.5775986865829313,1.9553463574940262e-22,0.23614894353367127
0.2273379679201257,0.3644994457640895,0.8900692242844599,0.22488161200060183,2.4455727191031456e-08,0.5387549128838764,2.570060721356329e-25,0.2361165880137776
0.2446159107635554,0.3540702665853158,0.8888499477890687,0.187997425333993,2.636740818578408e-13,0.5286021626903938,7.864541736238557e-23,0.2702793270919341
0.22702410479316829,0.37380017124592413,0.8677101100138157,0.14025734290303934,5.305814217948272e-12,0.6153789406024449,5.999803044775874e-15,0.30086057068829586
0.23064949141502822,0.3363212298327634,0.8849308243107772,0.16562255410725066,1.2562522288898776e-11,0.5941054617241492,6.998930210046222e-22,0.2450913509789933
0.21649440278780502,0.3713545226010658,0.8862234114939604,0.12449806438701126,1.83632570633628e-12,0.587713388327201,7.488251824851667e-22,0.25487184352403575
