iteration,Model,track,alpha_e,alpha_a,alpha_b,omega1,omega2,omega3,omega4,gamma,alpha_fast,alpha_slow,gamma_res
2,PHYS-BASE+MOD+A+ALIGN,selfconf,,0.04620987191369304,0.0,0.5156223910422743,0.8497462976918271,0.21171645247805262,0.21341634286352026,0.0,0.2409649183639545,0.52113573562131,0.8696755185542698
2,PHYS-FULL,aiconf,,0.08906925422723318,0.0,0.8423555577847597,0.19834037723253745,0.03895193043912687,0.5355445449083677,0.0,0.24064534509864025,0.5532695561295973,0.20907666507101516
2,PHYS-FULL,selfconf,,0.030785668964435346,0.0,0.2709701064707734,0.4297327593431414,0.1440035522344791,0.1405783106021563,0.0,0.5342015218709425,0.2894365747532684,0.7339308719880481
3,ORIG-BASE,aiconf,0.2714210529768564,0.3974059360060347,0.005122208819030925,0.881409452440982,0.2639133792001844,1.0892592464023624e-23,0.5169314355771566,0.3773869329183178,,,
3,ORIG-BASE,selfconf,0.2374587493572421,0.47522140828882137,2.669135430713941e-23,0.5840179042861553,0.9013153844495908,0.2094918983657111,0.2165642732829487,0.18549750131008827,,,
3,PHYS-BASE,aiconf,,0.0,0.0051221112549969085,0.8814095972246077,0.26391273129730386,7.771171296954428e-24,0.5169317886539512,0.37738593783926916,0.2714208403937337,0.3974048822430218,0.0
3,PHYS-BASE,selfconf,,0.0,6.979253906886728e-15,0.5840158286439684,0.9013083893562602,0.2094985607987178,0.21656689986433855,0.18549107363262812,0.2374630082021725,0.4752150915454884,0.0
3,PHYS-BASE+MOD,aiconf,,0.0,0.0,0.8812667392414022,0.2322161271745702,0.025332384604982626,0.5312855699551381,0.33897311575903755,0.2622936899366305,0.3910195732032906,0.0
3,PHYS-BASE+MOD,selfconf,,0.0,0.0,0.5937788458868488,0.9080999245841491,0.1875074932923908,0.23529543520973323,0.19355649246330575,0.23449687611400272,0.4811383914338865,0.0
3,PHYS-BASE+MOD+A,aiconf,,0.09959405611288151,0.0,0.8812774490603189,0.23220342768187974,0.025310065588482422,0.5312899606784235,0.0,0.26228275924208777,0.6303966763438731,0.0
3,PHYS-BASE+MOD+A,selfconf,,0.05301116985207749,0.0,0.5937738779853928,0.9080775924513628,0.18752260861440798,0.23530450220382979,0.0,0.2345085244707882,0.6216257123797673,0.0
3,PHYS-BASE+MOD+A+ASYM,aiconf,,0.09959405611288151,0.0,0.8812774490603189,0.23220342768187974,0.025310065588482422,0.5312899606784235,0.0,0.26228275924208777,0.6303966763438731,0.0
3,PHYS-BASE+MOD+A+ASYM,selfconf,,0.033298858445449796,0.0,0.31305749500242724,0.4523499271710362,0.1399810701548216,0.16025182932241916,0.0,0.5191776488152864,0.27322878012993035,0.0
3,PHYS-BASE+MOD+A+ALIGN,aiconf,,0.10124573009890916,0.0,0.8444214844086447,0.23263645309578906,0.04553175761848819,0.5273648857951388,0.0,0.27058438056179374,0.6163185717615562,0.12850125112186897
3,PHYS-BASE+MOD+A+ALIGN,selfconf,,0.051853538615399,0.0,0.4599874240587222,0.8427277266241009,0.21853042137978523,0.24568316986296582,0.0,0.2656219888553784,0.5184444406035295,1.0445748421922343
3,PHYS-FULL,aiconf,,0.10124573009890916,0.0,0.8444214844086447,0.23263645309578906,0.04553175761848819,0.5273648857951388,0.0,0.27058438056179374,0.6163185717615562,0.12850125112186897
3,PHYS-FULL,selfconf,,0.03386964465344311,0.0,0.2648922838171799,0.44632677432842893,0.14708946582875557,0.16510498270851554,0.0,0.5483346099643601,0.27583757029891914,0.877252392956109
4,ORIG-BASE,aiconf,0.277603368497362,0.3892858709970925,5.485736621428139e-16,0.8847212194565545,0.2748729375527703,2.484659317423461e-33,0.5162776415950012,0.32402255106979055,,,
4,ORIG-BASE,selfconf,0.24185072110757466,0.5180138973361331,4.863655429500737e-10,0.5825119732699806,0.8626337243755138,0.21097415710293288,0.27909531910862423,0.14618820888352868,,,
4,PHYS-BASE,aiconf,,0.0,8.228390253502718e-11,0.8847212854650696,0.2748731750512608,5.850079891572232e-32,0.5162774383782287,0.3240226934173929,0.2776035216267015,0.3892864109162006,0.0
4,PHYS-BASE,selfconf,,0.0,7.128410786678079e-09,0.5825124835194083,0.8626345867342632,0.21097329449216223,0.27909476336401756,0.14618965355314706,0.24185007752589655,0.5180164261176697,0.0
4,PHYS-BASE+MOD,aiconf,,0.0,0.0,0.8734564142620983,0.25319554308009945,6.461712917642172e-14,0.5601533761898915,0.31846448042939246,0.2657494869115823,0.3814406460544327,0.0
4,PHYS-BASE+MOD,selfconf,,0.0,0.0,0.5859188531039691,0.878399446500248,0.21253396089573368,0.2860007190771349,0.14772808161289164,0.2415199236229409,0.5184793585207353,0.0
4,PHYS-BASE+MOD+A,aiconf,,0.09748242970171539,0.0,0.8734565587074729,0.2531970684342405,5.0675795615126305e-12,0.5601518578631937,0.0,0.26575114712591713,0.6024257697253964,0.0
4,PHYS-BASE+MOD+A,selfconf,,0.04117420603024723,0.0,0.5859197526693919,0.8784022401105364,0.2125324473470579,0.2859985076682751,0.0,0.24151877871586647,0.6250504180288854,0.0
4,PHYS-BASE+MOD+A+ASYM,aiconf,,0.09748242970171539,0.0,0.8734565587074729,0.2531970684342405,5.0675795615126305e-12,0.5601518578631937,0.0,0.26575114712591713,0.6024257697253964,0.0
4,PHYS-BASE+MOD+A+ASYM,selfconf,,0.028857299903710713,0.0,0.27938338515515504,0.39784976677568623,0.1444688253221798,0.16821404972280712,0.0,0.6254577220207159,0.36751878547358646,0.0
4,PHYS-BASE+MOD+A+ALIGN,aiconf,,0.09583818863275093,0.0,0.840586921802641,0.24655305830154167,6.75040347908415e-14,0.5564147108690171,0.0,0.26594302658520885,0.592851815195971,0.16196939945116323
4,PHYS-BASE+MOD+A+ALIGN,selfconf,,0.039032976820870625,0.0,0.4636126540871518,0.8243939129130367,0.24333674006526101,0.29076363698927543,0.0,0.2715301734210373,0.5130268890983116,0.95073390039553
4,PHYS-FULL,aiconf,,0.09583818863275093,0.0,0.840586921802641,0.24655305830154167,6.75040347908415e-14,0.5564147108690171,0.0,0.26594302658520885,0.592851815195971,0.16196939945116323
4,PHYS-FULL,selfconf,,0.029403254895972668,0.0,0.24235306227424985,0.4022415820223198,0.14796820048155548,0.17139796459139595,0.0,0.6178665432031263,0.3484410401049496,0.8084536122496503
5,ORIG-BASE,aiconf,0.2853536003185296,0.33985043119848307,0.0291147889071443,0.838153966294031,0.25806856645020726,1.7424056341683942e-25,0.5284645700486914,0.3716975960890213,,,
5,ORIG-BASE,selfconf,0.2922724647860116,0.4462287763480782,3.913109538714117e-16,0.5566303085368338,0.837924176442295,0.25035527489865456,0.27107994400728175,0.12169984039757574,,,
5,PHYS-BASE,aiconf,,0.0,0.029112029953492238,0.8381534146155194,0.25806837181882264,2.3032848116035317e-21,0.5284647042179533,0.37163923976355784,0.2853530429784881,0.3398182318935079,0.0
5,PHYS-BASE,selfconf,,0.0,4.602310062673321e-12,0.5566288024200237,0.8378860289530894,0.25037986262490103,0.27109360717408565,0.12167831362423508,0.29229593799264186,0.446195882411546,0.0
5,PHYS-BASE+MOD,aiconf,,0.0,0.0,0.8519205043197222,0.22725930597045466,2.6352986043114304e-17,0.5447294752188963,0.20334801936838137,0.26379730561889236,0.32225034945532555,0.0
5,PHYS-BASE+MOD,selfconf,,0.0,0.0,0.5625840722969109,0.8528251279131847,0.24129153614324017,0.27946498710478923,0.12969287333784799,0.2871317421677081,0.4517963977011392,0.0
5,PHYS-BASE+MOD+A,aiconf,,0.07510098148931374,0.0,0.8519213491581623,0.2272603442588597,4.320768407046359e-14,0.5447299992219863,0.0,0.2637989355407031,0.4505288661416163,0.0
5,PHYS-BASE+MOD+A,selfconf,,0.04522742679105035,0.0,0.5625851325750431,0.8528384112710778,0.24128544063631158,0.2794606144834436,0.0,0.2871225558904248,0.5362805895290181,0.0
5,PHYS-BASE+MOD+A+ASYM,aiconf,,0.07510098148931374,0.0,0.8519213491581623,0.2272603442588597,4.320768407046359e-14,0.5447299992219863,0.0,0.2637989355407031,0.4505288661416163,0.0
5,PHYS-BASE+MOD+A+ASYM,selfconf,,0.032803985448090905,0.0,0.29913398827524873,0.4209283191405092,0.1580197565124357,0.17183375689538746,0.0,0.6560049076598355,0.3550099556582676,0.0
5,PHYS-BASE+MOD+A+ALIGN,aiconf,,0.07496538469917205,0.0,0.8204371539853168,0.22470470039791912,0.013738438343766375,0.5398820374493496,0.0,0.27000605738762395,0.44600058762548256,0.13341867415931233
5,PHYS-BASE+MOD+A+ALIGN,selfconf,,0.043816819211844944,0.0,0.4729850506147331,0.8023516018553051,0.2538993295088323,0.28637808741995974,0.0,0.32035134412592187,0.4785752320704051,0.7560659208898343
5,PHYS-FULL,aiconf,,0.07496538469917205,0.0,0.8204371539853168,0.22470470039791912,0.013738438343766375,0.5398820374493496,0.0,0.27000605738762395,0.44600058762548256,0.13341867415931233
5,PHYS-FULL,selfconf,,0.03362179670493206,0.0,0.26732986126997954,0.42017512554557485,0.16009564223420958,0.1767954802430491,0.0,0.6754337561179425,0.3519849483626313,0.6436906501030191
6,ORIG-BASE,aiconf,0.27196003619252496,0.388298848279365,0.005661043777346978,0.8626330660418656,0.20587069094405783,6.796038508328894e-27,0.5560998272075818,0.30683602149691025,,,
6,ORIG-BASE,selfconf,0.3305733598624384,0.42094792592295044,5.94066530798429e-27,0.5567168033943201,0.7871069191155944,0.28058023334752663,0.313884671461395,0.1396477589031317,,,
6,PHYS-BASE,aiconf,,0.0,0.005660825778397398,0.8626332900469866,0.20586601104628574,1.5454244745428835e-28,0.5561023805019895,0.3068405757392244,0.2719574918393399,0.38829724286367984,0.0
6,PHYS-BASE,selfconf,,0.0,3.183601619116771e-20,0.5566753938357645,0.787038680479938,0.2806737009656154,0.31391165743735444,0.13956791143053984,0.33067343411803163,0.4208674008468395,0.0
6,PHYS-BASE+MOD,aiconf,,0.0,0.0,0.873656159361609,0.1602347407980393,2.5768042890243983e-14,0.5939000437276538,0.28891082605746476,0.2504398626765254,0.3981328215291509,0.0
6,PHYS-BASE+MOD,selfconf,,0.0,0.0,0.5624230269212812,0.8017173563794004,0.266865583377575,0.3280296996997985,0.1482935397666634,0.3246437530280623,0.4212407536071124,0.0
6,PHYS-BASE+MOD+A,aiconf,,0.0848616547561811,0.0,0.8736558818087989,0.16023403792866592,4.209482157225918e-13,0.5939008670519914,0.0,0.2504395607124753,0.6021818697862148,0.0
6,PHYS-BASE+MOD+A,selfconf,,0.057543549852314635,0.0,0.5624256396933527,0.8017209912035402,0.2668598113836338,0.32802851349289763,0.0,0.3246381694175041,0.5120002530802034,0.0
6,PHYS-BASE+MOD+A+ASYM,aiconf,,0.0848616547561811,0.0,0.8736558818087989,0.16023403792866592,4.209482157225918e-13,0.5939008670519914,0.0,0.2504395607124753,0.6021818697862148,0.0
6,PHYS-BASE+MOD+A+ASYM,selfconf,,0.04521832228035969,0.0,0.31640423363247006,0.43557514938913305,0.19204803651848057,0.20778580665684201,0.0,0.7104881465107478,0.3579993731058931,0.0
6,PHYS-BASE+MOD+A+ALIGN,aiconf,,0.08298666252388158,0.0,0.8391652947376526,0.15349985626670476,3.7841410596342145e-16,0.5893948150787368,0.0,0.25041566860153114,0.5901967896418835,0.19178284193244308
6,PHYS-BASE+MOD+A+ALIGN,selfconf,,0.06706836562076196,0.0,0.45917324275663596,0.7853371446072412,0.2596368842569626,0.3175008597317332,0.0,0.31840230956429094,0.4725011079389235,1.100413699228296
6,PHYS-FULL,aiconf,,0.08298666252388158,0.0,0.8391652947376526,0.15349985626670476,3.7841410596342145e-16,0.5893948150787368,0.0,0.25041566860153114,0.5901967896418835,0.19178284193244308
6,PHYS-FULL,selfconf,,0.05424139005387612,0.0,0.28166462934000674,0.45201786305157615,0.18420974156945563,0.20863512171671836,0.0,0.6389067528730765,0.31140884232635646,0.8647916501205529
7,ORIG-BASE,aiconf,0.26037486819007644,0.3235440865914866,0.012032225745259084,0.8568782021209312,0.14565269734173333,2.649715717647634e-28,0.5846145720222096,0.34559171773107117,,,
7,ORIG-BASE,selfconf,0.27560784527238374,0.544726451914972,3.190098679735512e-11,0.5791411639254577,0.8428690466104106,0.21547017048022307,0.30729095487188607,0.12641518920316613,,,
7,PHYS-BASE,aiconf,,0.0,0.012032150316079227,0.8568780357169605,0.14565100997987726,1.7432530237716314e-29,0.5846156162125302,0.3455930376975121,0.26037415596075003,0.32354358581045617,0.0
7,PHYS-BASE,selfconf,,0.0,1.351779447327824e-11,0.5791444729340136,0.8428766430833945,0.21546210258173684,0.30728847352128885,0.12642175702189098,0.27560105708110894,0.5447333412424269,0.0
7,PHYS-BASE+MOD,aiconf,,0.0,0.0,0.8738529630657881,0.08387603699438861,3.5263207360390236e-16,0.6207672382012345,0.27459680379413315,0.24029315561000153,0.3248379709991982,0.0
7,PHYS-BASE+MOD,selfconf,,0.0,0.0,0.5810025301860388,0.845255457515566,0.2193161209319381,0.3237318493864777,0.12457158525705658,0.28087049261857167,0.5439326958223722,0.0
7,PHYS-BASE+MOD+A,aiconf,,0.08774851324115789,0.0,0.8738526105515535,0.08387152729093923,3.1356082642667956e-16,0.6207717830740707,0.0,0.2402911983104572,0.511702627286053,0.0
7,PHYS-BASE+MOD+A,selfconf,,0.03841030545862282,0.0,0.5810112405895475,0.8452767074117848,0.21929549340092747,0.32372553010549243,0.0,0.280851821457235,0.630134210290243,0.0
7,PHYS-BASE+MOD+A+ASYM,aiconf,,0.08774851324115789,0.0,0.8738526105515535,0.08387152729093923,3.1356082642667956e-16,0.6207717830740707,0.0,0.2402911983104572,0.511702627286053,0.0
7,PHYS-BASE+MOD+A+ASYM,selfconf,,0.02399046301287831,0.0,0.2818851303508894,0.38449756534716967,0.15361083345927695,0.18615852357608204,0.0,0.7571130049547559,0.424069215494243,0.0
7,PHYS-BASE+MOD+A+ALIGN,aiconf,,0.08493390854847742,0.0,0.8366140117761273,0.07059746033230861,4.0314958805385974e-14,0.6167746746017431,0.0,0.23930730635441036,0.4999129932240425,0.2067625048685746
7,PHYS-BASE+MOD+A+ALIGN,selfconf,,0.038404874827569005,0.0,0.4863282780491603,0.8119106366435209,0.2314164555616483,0.32272576701148625,0.0,0.2981386983881605,0.5661160128519219,0.8209392952379136
7,PHYS-FULL,aiconf,,0.08493390854847742,0.0,0.8366140117761273,0.07059746033230861,4.0314958805385974e-14,0.6167746746017431,0.0,0.23930730635441036,0.4999129932240425,0.2067625048685746
7,PHYS-FULL,selfconf,,0.02551348791656716,0.0,0.2553919411656706,0.3925904455215081,0.1498586386735933,0.18797321315377896,0.0,0.7241272665603449,0.39609676295282376,0.6460389100704491
8,ORIG-BASE,aiconf,0.26396172695493364,0.3810479795094619,0.023685013708486614,0.8936032410899957,0.17317241693672528,3.635726255090693e-21,0.5481045002925842,0.35245801608801275,,,
8,ORIG-BASE,selfconf,0.35128860860455474,0.37728142211148435,2.6038309803506565e-08,0.5949149049137692,0.7900618702102578,0.31389484456019867,0.3303518117608618,0.04702722038782782,,,
8,PHYS-BASE,aiconf,,0.0,0.023684662711697963,0.8936031613336988,0.17317055130613895,3.325170176491016e-21,0.5481059235263784,0.35245913929048545,0.2639608611097479,0.381047602252191,0.0
8,PHYS-BASE,selfconf,,0.0,2.437700466644197e-10,0.5949239805695166,0.790082140997189,0.3138731962206525,0.3303418280979744,0.04703690835114957,0.35126403808820184,0.3772896727078817,0.0
8,PHYS-BASE+MOD,aiconf,,0.0,0.0,0.8857745559738545,0.14820570317353318,0.046092604097921916,0.5551357089361489,0.23503889219727025,0.26237257105346834,0.3819853374023958,0.0
8,PHYS-BASE+MOD,selfconf,,0.0,0.0,0.6004019749836953,0.7971188648163312,0.3038177542819851,0.3396847180706719,0.0491957716527173,0.3491974996521693,0.3788640989974449,0.0
8,PHYS-BASE+MOD+A,aiconf,,0.07683638138916651,0.0,0.8857720187323895,0.14821072728823273,0.046097277248484156,0.5551296297425109,0.0,0.26237595021394966,0.5401613504488821,0.0
8,PHYS-BASE+MOD+A,selfconf,,0.02276527150588489,0.0,0.6003984775159429,0.7971035366532929,0.3038292293491949,0.33969283166029274,0.0,0.3492094502008993,0.4052515006889884,0.0
8,PHYS-BASE+MOD+A+ASYM,aiconf,,0.07683638138916651,0.0,0.8857720187323895,0.14821072728823273,0.046097277248484156,0.5551296297425109,0.0,0.26237595021394966,0.5401613504488821,0.0
8,PHYS-BASE+MOD+A+ASYM,selfconf,,0.016855907047123614,0.0,0.32593468090350003,0.4229697506550732,0.1811235310568238,0.19601946083474298,0.0,0.700229556031184,0.3457435311019899,0.0
8,PHYS-BASE+MOD+A+ALIGN,aiconf,,0.0767419259506508,0.0,0.8678537349988673,0.14825405580493772,0.05403228679246387,0.552241039225415,0.0,0.2656125683413784,0.5361835946055978,0.06734612820617006
8,PHYS-BASE+MOD+A+ALIGN,selfconf,,0.022296999678842563,0.0,0.5336800070931106,0.7782117546278495,0.29947127851249283,0.3425963836430487,0.0,0.36725245115457067,0.38431410000321686,0.5019079694165626
8,PHYS-FULL,aiconf,,0.0767419259506508,0.0,0.8678537349988673,0.14825405580493772,0.05403228679246387,0.552241039225415,0.0,0.2656125683413784,0.5361835946055978,0.06734612820617006
8,PHYS-FULL,selfconf,,0.016739892393529406,0.0,0.30198429218634887,0.42814085588981354,0.181250366705601,0.20217666223788128,0.0,0.7062041057779016,0.33506855395008284,0.45343281560835225
9,ORIG-BASE,aiconf,0.27791681587288125,0.3740401639680794,0.016913838022423196,0.8666064487965495,0.28130308646679386,1.4572772603552936e-25,0.5163045596186591,0.31853576858379856,,,
9,ORIG-BASE,selfconf,0.37686917489560123,0.4393447698942886,3.6713153887380603e-19,0.5241991057337969,0.7013101228654387,0.3029109558729184,0.3353334010684058,0.07643655437859835,,,
9,PHYS-BASE,aiconf,,0.0,0.016915717957322662,0.8666058626159031,0.2813102925117308,8.654349747991896e-22,0.5163016265177757,0.31854279508575084,0.27792023998215964,0.37404771057682606,0.0
9,PHYS-BASE,selfconf,,0.0,5.83402737064712e-13,0.524196383013466,0.7013044701246529,0.3029201754579729,0.3353354917592156,0.0764315315613246,0.3768822406503709,0.43934163650695696,0.0
9,PHYS-BASE+MOD,aiconf,,0.0,0.0,0.8708659775258947,0.2554810514207009,5.4128969484287486e-14,0.556385274667717,0.25910819255515877,0.2644152584431854,0.37342559544626847,0.0
9,PHYS-BASE+MOD,selfconf,,0.0,0.0,0.5277515559658098,0.718192638351684,0.2934166265860341,0.34240054418924243,0.0816959801076025,0.36805936924361976,0.4432518712785137,0.0
9,PHYS-BASE+MOD+A,aiconf,,0.08430758848367441,0.0,0.8708655000621157,0.255483074873096,1.9393442833837846e-14,0.5563841846617779,0.0,0.264418585926822,0.5482310716868124,0.0
9,PHYS-BASE+MOD+A,selfconf,,0.035046072997162274,0.0,0.5277502552366355,0.7181887366173978,0.2934181415792051,0.3424017619023101,0.0,0.36806508027058094,0.4898949608717492,0.0
9,PHYS-BASE+MOD+A+ASYM,aiconf,,0.08430758848367441,0.0,0.8708655000621157,0.255483074873096,1.9393442833837846e-14,0.5563841846617779,0.0,0.264418585926822,0.5482310716868124,0.0
9,PHYS-BASE+MOD+A+ASYM,selfconf,,0.031651715321285766,0.0,0.2812999451641278,0.37126754522461863,0.17836455297910542,0.1951950652177181,0.0,0.8089318054039423,0.4380475098927294,0.0
9,PHYS-BASE+MOD+A+ALIGN,aiconf,,0.08224025687084369,0.0,0.8297292677948864,0.25339085351152796,6.454158612066243e-13,0.551509286738714,0.0,0.26506094209602676,0.53547657018911,0.2017906778513489
9,PHYS-BASE+MOD+A+ALIGN,selfconf,,0.03714573861942658,0.0,0.44521490235383565,0.7170404554538308,0.2792374019180234,0.33387158465745126,0.0,0.355341592380822,0.4383390661167828,0.8479606501094638
9,PHYS-FULL,aiconf,,0.08224025687084369,0.0,0.8297292677948864,0.25339085351152796,6.454158612066243e-13,0.551509286738714,0.0,0.26506094209602676,0.53547657018911,0.2017906778513489
9,PHYS-FULL,selfconf,,0.0325615293801443,0.0,0.2540769524306807,0.3858449004422559,0.1735523145043971,0.197700026361628,0.0,0.7452772301835786,0.3864509454493937,0.6796890708643958
10,ORIG-BASE,aiconf,0.24624437227971793,0.3668906119228451,0.023354035690448013,0.86012684759848,0.21514362778512314,7.679246416675687e-22,0.5510332630400935,0.3481344244463392,,,
10,ORIG-BASE,selfconf,0.2563096848955494,0.448610604480625,6.57884075653351e-11,0.5748966195707926,0.8209282214192147,0.21464137439001327,0.2568747617171316,0.09484873076132976,,,
10,PHYS-BASE,aiconf,,0.0,0.023353896684662413,0.8601271935381976,0.21514107931627108,3.7568499837603724e-20,0.5510344516247474,0.34813867814444044,0.24624256380476264,0.3668886655792696,0.0
10,PHYS-BASE,selfconf,,0.0,3.4619489014628988e-12,0.5748990428104079,0.8209344064586691,0.21463590566259833,0.2568720290428078,0.09485226491380705,0.25630490969092407,0.44861281204361136,0.0
10,PHYS-BASE+MOD,aiconf,,0.0,0.0,0.8715160295322452,0.17535479419542854,3.5899335038984903e-14,0.579505761806373,0.2350864817661735,0.22930814632865235,0.3573065031827006,0.0
10,PHYS-BASE+MOD,selfconf,,0.0,0.0,0.5805502401935873,0.8318173206145839,0.20425570583899413,0.27275778719201255,0.09816837163649518,0.254983357915036,0.44770162915843736,0.0
10,PHYS-BASE+MOD+A,aiconf,,0.07188934398088835,0.0,0.8715136807874106,0.17535877129504573,1.5739225236224947e-12,0.5794991774553316,0.0,0.22930875965089045,0.5204295923336739,0.0
10,PHYS-BASE+MOD+A,selfconf,,0.032579506955188645,0.0,0.5805442129647684,0.8318015021594077,0.20426874177188903,0.2727653967028729,0.0,0.2549941465274396,0.5132602638536546,0.0
10,PHYS-BASE+MOD+A+ASYM,aiconf,,0.07188934398088835,0.0,0.8715136807874106,0.17535877129504573,1.5739225236224947e-12,0.5794991774553316,0.0,0.22930875965089045,0.5204295923336739,0.0
10,PHYS-BASE+MOD+A+ASYM,selfconf,,0.019130844562556672,0.0,0.28147849054853336,0.38385176402183896,0.1381061225507434,0.15964065240379802,0.0,0.6403177935075737,0.35151012051095964,0.0
10,PHYS-BASE+MOD+A+ALIGN,aiconf,,0.07052174085229314,0.0,0.8388107305200867,0.16756777914786228,2.0812234963193236e-13,0.5764534186012961,0.0,0.2296853493099424,0.5155330213467704,0.16112157441678018
10,PHYS-BASE+MOD+A+ALIGN,selfconf,,0.03660635718690845,0.0,0.4662444752575004,0.8084692221874828,0.2043264388414547,0.27071903183480106,0.0,0.25942030005325406,0.4811028376711525,1.078513833043036
10,PHYS-FULL,aiconf,,0.07052174085229314,0.0,0.8388107305200867,0.16756777914786228,2.0812234963193236e-13,0.5764534186012961,0.0,0.2296853493099424,0.5155330213467704,0.16112157441678018
