Model,C_AI_MSE_mean,C_AI_MSE_std,C_AI_adj_R2_mean,C_AI_adj_R2_std,C_self_MSE_mean,C_self_MSE_std,C_self_adj_R2_mean,C_self_adj_R2_std,Mean_MSE_mean,Mean_MSE_std,Mean_adj_R2_mean,Mean_adj_R2_std
ORIG-BASE,0.0016703041627946181,0.00029301453576161495,0.7479300281457606,0.05101448645254672,0.0013239758179384986,0.00017312276705503283,0.44033282870014434,0.05097663653584514,0.0014971399903665583,0.00019230624211731721,0.5941314284229524,0.04127967953167949
PHYS-BASE,0.001670303544557635,0.0002930145192154285,0.7479301194329389,0.05101447850077468,0.0013239983973082757,0.00017313260769381738,0.44032308183584506,0.05098366627460051,0.0014971509709329558,0.00019231365451530992,0.5941266006343922,0.04128314380623364
PHYS-BASE+MOD,0.001591633280374451,0.0003072757694562786,0.760016124714201,0.051135511617128294,0.0013119641428279314,0.0001680175003669465,0.4453719086576159,0.04892994654608168,0.001451798711601191,0.00019354670674406424,0.6026940166859086,0.03993871080031484
PHYS-BASE+MOD+A,0.0015916436974485546,0.0003072637968615591,0.7600145600231355,0.05113393325157611,0.001311973363319624,0.00016801373968359322,0.44536801568012035,0.048927191876318256,0.001451808530384089,0.0001935396291880183,0.6026912878516278,0.03993687770561361
PHYS-BASE+MOD+A+ASYM,0.0015916436974485546,0.0003072637968615591,0.7600145600231355,0.05113393325157611,0.0010314515171885325,0.00012738416350252822,0.5635481242696836,0.040135526880962696,0.001311547607318544,0.00017792552524907145,0.6617813421464095,0.0352384330494167
PHYS-BASE+MOD+A+ALIGN,0.0014269459984929003,0.00025393348067368653,0.7847285268045177,0.04384296483657477,0.0011089161164976357,0.00016474816647582278,0.5312706142611058,0.054246760840440375,0.0012679310574952682,0.00015607625789231086,0.6579995705328118,0.03553004050006226
PHYS-FULL,0.0014269459984929003,0.00025393348067368653,0.7847285268045177,0.04384296483657477,0.0008239550994723582,0.0001263955343080781,0.6511709310793815,0.04637995370254849,0.0011254505489826296,0.00014119477091504708,0.7179497289419495,0.03100516516964123
