Model,C_AI_MSE_mean,C_AI_MSE_std,C_AI_adj_R2_mean,C_AI_adj_R2_std,C_self_MSE_mean,C_self_MSE_std,C_self_adj_R2_mean,C_self_adj_R2_std,Mean_MSE_mean,Mean_MSE_std,Mean_adj_R2_mean,Mean_adj_R2_std
MOD,0.001591633280374451,0.0003072757694562786,0.760016124714201,0.051135511617128294,0.0013119641428279314,0.0001680175003669465,0.4453719086576159,0.04892994654608168,0.001451798711601191,0.00019354670674406424,0.6026940166859086,0.03993871080031484
MOD+A_OG,0.001591633280374451,0.0003072757694562786,0.760016124714201,0.051135511617128294,0.0013119641428279314,0.0001680175003669465,0.4453719086576159,0.04892994654608168,0.001451798711601191,0.00019354670674406424,0.6026940166859086,0.03993871080031484
MOD+A_OG+ASYM,0.001591633280374451,0.0003072757694562786,0.760016124714201,0.051135511617128294,0.0013120109252624634,0.00016801651468439357,0.44535172659687916,0.048932043621532854,0.0014518221028184575,0.00019355163014788074,0.6026839256555401,0.03994079227541437
MOD+A_OG+ALIGN,0.0014269205694451004,0.00025395020831844194,0.7847323258738682,0.04384514459825186,0.0011089146270301226,0.00016474905971167297,0.5312712227086087,0.054247378979384156,0.0012679175982376117,0.00015608375902897032,0.6580017742912385,0.03553065429067447
PHYS-FULL_OG-A,0.0014269205694451004,0.00025395020831844194,0.7847323258738682,0.04384514459825186,0.0011089275884578677,0.00016474958171132516,0.5312657249723088,0.05424732923440541,0.0012679240789514846,0.00015608549106907194,0.6579990254230884,0.035531074885587904
