iteration,Model,C_AI_MSE,C_AI_adj_R2,C_self_MSE,C_self_adj_R2,Mean_MSE,Mean_adj_R2
7,PHYS-BASE,0.0018923559937927155,0.7390952962873434,0.0013582857711113617,0.4144698009033585,0.0016253208824520385,0.5767825485953509
7,PHYS-BASE+MOD,0.0018264214901163517,0.7481858808298665,0.0013527087267090725,0.4168739547189221,0.0015895651084127122,0.5825299177743943
7,PHYS-BASE+MOD+A,0.00182640337992352,0.748188377735581,0.0013526945861878825,0.41688005041863696,0.0015895489830557012,0.582534214077109
7,PHYS-BASE+MOD+A+ASYM,0.00182640337992352,0.748188377735581,0.001161061383085032,0.4994893436563409,0.0014937323815042759,0.623838860695961
7,PHYS-BASE+MOD+A+ALIGN,0.0016338032287020157,0.7747427287954713,0.0012415029948509577,0.4648125518097924,0.0014376531117764866,0.6197776403026318
7,PHYS-FULL,0.0016338032287020157,0.7747427287954713,0.0010283251398097955,0.5567093194562032,0.0013310641842559055,0.6657260241258373
8,ORIG-BASE,0.0012404186372202849,0.8048632618487447,0.0010508998639409252,0.4645539294120674,0.0011456592505806051,0.634708595630406
8,PHYS-BASE,0.001240416620653166,0.8048635790854566,0.0010508937174189676,0.4645570611386409,0.0011456551690360668,0.6347103201120488
8,PHYS-BASE+MOD,0.0012100894887564285,0.8096344986913359,0.001040273445691653,0.4699682168158732,0.0011251814672240408,0.6398013577536046
8,PHYS-BASE+MOD+A,0.00121012887114958,0.8096283032412599,0.0010402797851939796,0.46996498676348986,0.0011252043281717798,0.6397966450023749
8,PHYS-BASE+MOD+A+ASYM,0.00121012887114958,0.8096283032412599,0.0008800309131016603,0.5516137068957859,0.00104507989212562,0.6806210050685229
8,PHYS-BASE+MOD+A+ALIGN,0.001177558177986745,0.8147521691945834,0.0008343236917615818,0.5749020837467069,0.0010059409348741634,0.6948271264706452
8,PHYS-FULL,0.001177558177986745,0.8147521691945834,0.0007020190466564339,0.6423128854537521,0.0009397886123215895,0.7285325273241677
9,ORIG-BASE,0.002215045836275698,0.6813362013737828,0.0015666637009166663,0.3679091638501434,0.0018908547685961823,0.5246226826119631
9,PHYS-BASE,0.0022150771289340286,0.6813316995087606,0.0015666791056013175,0.36790294862986606,0.001890878117267673,0.5246173240693133
9,PHYS-BASE+MOD,0.0021932238010709815,0.6844755913214788,0.001530592529392017,0.3824625469128772,0.0018619081652314993,0.533469069117178
9,PHYS-BASE+MOD+A,0.002193228547348447,0.6844749085063508,0.0015305998340215505,0.38245959976513455,0.0018619141906849987,0.5334672541357427
9,PHYS-BASE+MOD+A+ASYM,0.002193228547348447,0.6844749085063508,0.0010953537130472424,0.5580653053014665,0.0016442911301978447,0.6212701069039086
9,PHYS-BASE+MOD+A+ALIGN,0.001888720759182912,0.7282824030958304,0.001153633637814014,0.5345515120380973,0.0015211771984984632,0.6314169575669638
9,PHYS-FULL,0.001888720759182912,0.7282824030958304,0.0007863722811011887,0.682727880657803,0.0013375465201420503,0.7055051418768167
10,ORIG-BASE,0.0015050308611827773,0.7594999933645146,0.0009705695336348308,0.5324839684354825,0.001237800197408804,0.6459919808999985
10,PHYS-BASE,0.0015050277127128,0.7595004964818061,0.0009705628647413856,0.5324871807912082,0.0012377952887270929,0.6459938386365072
10,PHYS-BASE+MOD,0.0013389322077918804,0.7860421250064282,0.0009544337735300979,0.5402564425025287,0.0011466829906609892,0.6631492837544785
10,PHYS-BASE+MOD+A,0.001339019014007839,0.7860282535995007,0.000954455264028642,0.5402460906913009,0.0011467371390182406,0.6631371721454008
10,PHYS-BASE+MOD+A+ASYM,0.001339019014007839,0.7860282535995007,0.0008397691340370496,0.5954895354019143,0.0010893940740224442,0.6907588945007075
10,PHYS-BASE+MOD+A+ALIGN,0.0011933058130422943,0.8093128431072206,0.0007572366606242706,0.6352448060012734,0.0009752712368332824,0.7222788245542471
10,PHYS-FULL,0.0011933058130422943,0.8093128431072206,0.0006485267153415513,0.6876095675653787,0.0009209162641919228,0.7484612053362997
11,ORIG-BASE,0.0018234911841461848,0.6708955852826312,0.0016421543499156948,0.3915882125947976,0.0017328227670309398,0.5312418989387144
11,PHYS-BASE,0.0018234912445128824,0.6708955743876255,0.001642200622539706,0.39157106876791925,0.0017328459335262942,0.5312333215777724
11,PHYS-BASE+MOD,0.0016530485995210748,0.7016571307968898,0.0016279338394164895,0.39685685631947565,0.0016404912194687821,0.5492569935581828
11,PHYS-BASE+MOD+A,0.001653048513263874,0.7016571463646237,0.0016279148790196304,0.39686388107262593,0.0016404816961417522,0.5492605137186248
11,PHYS-BASE+MOD+A+ASYM,0.001653048513263874,0.7016571463646237,0.0012109074891581497,0.5513634939986742,0.0014319780012110117,0.626510320181649
11,PHYS-BASE+MOD+A+ALIGN,0.0015599610765758632,0.7184576039895902,0.0013090784314093709,0.5149915424525942,0.001434519753992617,0.6167245732210922
11,PHYS-FULL,0.0015599610765758632,0.7184576039895902,0.0009115338227318044,0.6622802707936525,0.0012357474496538338,0.6903689373916213
12,ORIG-BASE,0.0018124341515477528,0.7141137758769531,0.0011873202945662346,0.41503270624493915,0.0014998772230569936,0.5645732410609461
12,PHYS-BASE,0.0018124344313604761,0.7141137317403964,0.0011873745153778746,0.4150059928116765,0.0014999044733691753,0.5645598622760364
12,PHYS-BASE+MOD,0.0018020886924911658,0.7157456278391232,0.0011465336470241525,0.4351274144237036,0.0014743111697576592,0.5754365211314134
12,PHYS-BASE+MOD+A,0.0018020872033075153,0.7157458627370865,0.0011465478256477862,0.43512042891934233,0.0014743175144776507,0.5754331458282145
12,PHYS-BASE+MOD+A+ASYM,0.0018020872033075153,0.7157458627370865,0.0008844476772484458,0.5642515616083313,0.0013432674402779805,0.6399987121727089
12,PHYS-BASE+MOD+A+ALIGN,0.0016434678022497868,0.7407658622787684,0.0010297516493838212,0.492663404865046,0.0013366097258168041,0.6167146335719071
12,PHYS-FULL,0.0016434678022497868,0.7407658622787684,0.0007529183579540078,0.629053241752459,0.0011981930801018973,0.6849095520156137
13,ORIG-BASE,0.001460910823021042,0.7255120290007808,0.0010987413062759231,0.49068546138302194,0.0012798260646484827,0.6080987451919013
13,PHYS-BASE,0.001460902346681535,0.7255136216053368,0.0010987278553774324,0.4906916964613973,0.0012798151010294837,0.6081026590333671
13,PHYS-BASE+MOD,0.00140105531264747,0.736758175813212,0.001091437509660849,0.49407108981249015,0.0012462464111541594,0.6154146328128511
13,PHYS-BASE+MOD+A,0.0014011292013810807,0.7367442929887105,0.0010914579995080415,0.4940615918742498,0.0012462936004445611,0.6154029424314802
13,PHYS-BASE+MOD+A+ASYM,0.0014011292013810807,0.7367442929887105,0.0009119414138367713,0.5772753624706722,0.001156535307608926,0.6570098277296914
13,PHYS-BASE+MOD+A+ALIGN,0.0012566146406066813,0.7638968802251984,0.0009367231920306839,0.5657879269343484,0.0010966689163186827,0.6648424035797734
13,PHYS-FULL,0.0012566146406066813,0.7638968802251984,0.0007141077749855813,0.6689798864736209,0.0009853612077961313,0.7164383833494097
14,ORIG-BASE,0.0018341031854005308,0.672992202840843,0.0016572584940569473,0.37476977686267277,0.0017456808397287391,0.5238809898517579
14,PHYS-BASE,0.0018340601834150728,0.6729998697947255,0.0016573387013506522,0.37473951723551135,0.0017456994423828624,0.5238696935151184
14,PHYS-BASE+MOD,0.001828458293049663,0.6739986477494783,0.0016264778418119828,0.38638232502003367,0.0017274680674308229,0.530190486384756
14,PHYS-BASE+MOD+A,0.0018284542241935378,0.6739993731981275,0.0016264861067325006,0.3863792069318669,0.0017274701654630192,0.5301892900649972
14,PHYS-BASE+MOD+A+ASYM,0.0018284542241935378,0.6739993731981275,0.0013557347989425494,0.4885249501525484,0.0015920945115680436,0.581262161675338
14,PHYS-BASE+MOD+A+ALIGN,0.0016172287334950829,0.7116594039788274,0.0011746249252650499,0.5568518690597839,0.0013959268293800664,0.6342556365193057
14,PHYS-FULL,0.0016172287334950829,0.7116594039788274,0.0009694887268721003,0.6342431460118751,0.0012933587301835916,0.6729512749953512
15,ORIG-BASE,0.00172200210672723,0.732982471443494,0.0014213864534577284,0.3765580609234165,0.0015716942800924792,0.5547702661834553
15,PHYS-BASE,0.0017220017581743242,0.7329825254908934,0.0014213952113993663,0.37655421955564206,0.0015716984847868453,0.5547683725232677
15,PHYS-BASE+MOD,0.0014703292751387523,0.7720074280524571,0.0014163149410257874,0.37878250420337634,0.0014433221080822698,0.5753949661279167
15,PHYS-BASE+MOD+A,0.0014703205449849081,0.7720087817697925,0.001416317999241484,0.37878116282298024,0.001443319272113196,0.5753949722963864
15,PHYS-BASE+MOD+A+ASYM,0.0014703205449849081,0.7720087817697925,0.0008612922062925519,0.6222240039671614,0.0011658063756387299,0.6971163928684769
15,PHYS-BASE+MOD+A+ALIGN,0.0013288485686536217,0.7939457453381932,0.0012527127725622171,0.45054092915244015,0.0012907806706079195,0.6222433372453167
15,PHYS-FULL,0.0013288485686536217,0.7939457453381932,0.0007303832710786864,0.6796426744586698,0.001029615919866154,0.7367942098984315
16,ORIG-BASE,0.0013753499341889101,0.8205810446761226,0.001404726302255966,0.4311193824522831,0.001390038118222438,0.6258502135642028
16,PHYS-BASE,0.0013753512050312755,0.8205808788905259,0.0014047663060310868,0.4311031818783646,0.001390058755531181,0.6258420303844452
16,PHYS-BASE+MOD,0.0011717475919760512,0.8471416447337863,0.0014017593657746174,0.4323209208979033,0.0012867534788753342,0.6397312828158448
16,PHYS-BASE+MOD+A,0.00117175668375754,0.8471404586807708,0.001401763465765615,0.4323192604994278,0.0012867600747615776,0.6397298595900993
16,PHYS-BASE+MOD+A+ASYM,0.00117175668375754,0.8471404586807708,0.0010445305622542092,0.5769900582424189,0.0011081436230058746,0.7120652584615949
16,PHYS-BASE+MOD+A+ALIGN,0.0010847016102954817,0.8584970814194175,0.0012168603012488492,0.5072006279571989,0.0011507809557721655,0.6828488546883082
16,PHYS-FULL,0.0010847016102954817,0.8584970814194175,0.0008850741308968021,0.6415661062575202,0.0009848878705961419,0.7500315938384688
17,ORIG-BASE,0.002195044263594209,0.6879917577053384,0.0011222600054339531,0.4715396836565392,0.0016586521345140811,0.5797657206809388
17,PHYS-BASE,0.0021950196534364216,0.6879952558453082,0.0011222354402584493,0.4715512511367621,0.0016586275468474356,0.5797732534910351
17,PHYS-BASE+MOD,0.0023344721575441854,0.6681731814516885,0.0011134600621372339,0.4756834834853414,0.0017239661098407096,0.5719283324685149
17,PHYS-BASE+MOD+A,0.002334444531584916,0.6681771082640704,0.0011135572116547426,0.47563773680943155,0.0017240008716198293,0.571907422536751
17,PHYS-BASE+MOD+A+ASYM,0.002334444531584916,0.6681771082640704,0.001021496861527686,0.5189879778545289,0.001677970696556301,0.5935825430592996
17,PHYS-BASE+MOD+A+ALIGN,0.002018470710267459,0.71309029668377,0.0008903111058655192,0.5807619567910567,0.001454390908066489,0.6469261267374133
17,PHYS-FULL,0.002018470710267459,0.71309029668377,0.0007537934022765993,0.6450466933723865,0.0013861320562720291,0.6790684950280783
18,ORIG-BASE,0.0010823395958406577,0.84870042479747,0.001087926228287146,0.5165175522224171,0.0010851329120639018,0.6826089885099436
18,PHYS-BASE,0.0010823338795373297,0.8487012238759373,0.0010879222007012215,0.5165193421113368,0.0010851280401192756,0.682610282993637
18,PHYS-BASE+MOD,0.0010260671488225958,0.8565667149730842,0.0011059246990439372,0.5085188989392372,0.0010659959239332664,0.6825428069561608
18,PHYS-BASE+MOD+A,0.0010260575241078328,0.8565680604059416,0.0011059549048078393,0.5085054752747564,0.001066006214457836,0.682536767840349
18,PHYS-BASE+MOD+A+ASYM,0.0010260575241078328,0.8565680604059416,0.0008661551101647386,0.6150742744047717,0.0009461063171362857,0.7358211674053566
18,PHYS-BASE+MOD+A+ALIGN,0.0009580429380931567,0.8660757768483062,0.0011302381210806717,0.49771383468531494,0.0010441405295869143,0.6818948057668106
18,PHYS-FULL,0.0009580429380931567,0.8660757768483062,0.0008488933358745953,0.6227455343393009,0.000903468136983876,0.7444106555938035
19,ORIG-BASE,0.0019558073069853377,0.6999838169775422,0.0014957387207183888,0.4308354671953142,0.0017257730138518631,0.5654096420864282
19,PHYS-BASE,0.0019558082616589973,0.6999836705328764,0.0014957416617726769,0.4308343480534703,0.001725774961715837,0.5654090092931734
19,PHYS-BASE+MOD,0.0018207359380609832,0.7207034432902006,0.001484552888587221,0.4350919451688936,0.0016526444133241021,0.5778976942295471
19,PHYS-BASE+MOD+A,0.0018207223714832238,0.7207055243709193,0.0014845577500655904,0.43509009525953,0.0016526400607744071,0.5778978098152247
19,PHYS-BASE+MOD+A+ASYM,0.0018207223714832238,0.7207055243709193,0.0012271963036172742,0.5330223112279318,0.0015239593375502491,0.6268639177994255
19,PHYS-BASE+MOD+A+ALIGN,0.001529888868546799,0.7653186910844288,0.0013281327300291828,0.49461357500552783,0.001429010799287991,0.6299661330449784
19,PHYS-FULL,0.001529888868546799,0.7653186910844288,0.001053277159586797,0.599202725618992,0.0012915830140667979,0.6822607083517105
20,ORIG-BASE,0.0018043160295150562,0.7278502702056908,0.0013688375483822083,0.474075783239541,0.0015865767889486323,0.6009630267226159
20,PHYS-BASE,0.0018043160364322002,0.7278502691623598,0.0013688449079081251,0.47407295561919405,0.0015865804721701625,0.600961612390777
20,PHYS-BASE+MOD,0.0018718016529145226,0.7176712362267589,0.001334750205571203,0.48717255947168847,0.0016032759292428627,0.6024218978492237
20,PHYS-BASE+MOD+A,0.0018718035991326354,0.7176709426735648,0.0013348061835405129,0.48715105204759734,0.0016033048913365743,0.6024109973605811
20,PHYS-BASE+MOD+A+ASYM,0.0018718035991326354,0.7176709426735648,0.0009949546360596346,0.6177261952667136,0.001433379117596135,0.6676985689701391
20,PHYS-BASE+MOD+A+ALIGN,0.0016939686470491219,0.7444942559766783,0.0011972815943818492,0.5399896901489966,0.0014456251207154856,0.6422419730628375
20,PHYS-FULL,0.0016939686470491219,0.7444942559766783,0.0007955790326607534,0.6943287535342213,0.0012447738398549376,0.7194115047554498
21,ORIG-BASE,0.0016066162930451415,0.7583312742296329,0.0012405827363792617,0.46439574950347307,0.0014235995147122015,0.611363511866553
21,PHYS-BASE,0.0016066229472614037,0.7583302732961978,0.0012406148034333313,0.4643819050012429,0.0014236188753473675,0.6113560891487204
21,PHYS-BASE+MOD,0.0014671047855537064,0.7793167256978577,0.0012326455656275284,0.4678225119973254,0.0013498751755906175,0.6235696188475915
21,PHYS-BASE+MOD+A,0.0014671094236624132,0.7793160280292072,0.0012326314134028724,0.467828622022443,0.0013498704185326428,0.6235723250258252
21,PHYS-BASE+MOD+A+ASYM,0.0014671094236624132,0.7793160280292072,0.0009406140784107093,0.5939030233936511,0.0012038617510365611,0.6866095257114291
21,PHYS-BASE+MOD+A+ALIGN,0.0013809788352097466,0.7922718717184029,0.0010817721297488826,0.5329600084124889,0.0012313754824793146,0.6626159400654459
21,PHYS-FULL,0.0013809788352097466,0.7922718717184029,0.0007785127687243536,0.6638879973361898,0.00107974580196705,0.7280799345272964
22,ORIG-BASE,0.0018274169501914554,0.712993088133977,0.001184027294717348,0.5349746469524401,0.0015057221224544018,0.6239838675432086
22,PHYS-BASE,0.00182741106806799,0.7129940119571312,0.0011840709260379568,0.5349575108016431,0.0015057409970529734,0.6239757613793872
22,PHYS-BASE+MOD,0.001721376623100598,0.7296473644382553,0.0012023552949212133,0.5277763460319426,0.0014618659590109055,0.628711855235099
22,PHYS-BASE+MOD+A,0.0017213493847845977,0.729651642380932,0.0012023601199884352,0.5277744509923616,0.0014618547523865164,0.6287130466866468
22,PHYS-BASE+MOD+A+ASYM,0.0017213493847845977,0.729651642380932,0.0011225070840492563,0.559136638667605,0.001421928234416927,0.6443941405242686
22,PHYS-BASE+MOD+A+ALIGN,0.0014654018056819774,0.7698497615185113,0.000989837027709739,0.6112426501281361,0.001227619416695858,0.6905462058233236
22,PHYS-FULL,0.0014654018056819774,0.7698497615185113,0.0008968708758875069,0.6477549989274319,0.0011811363407847422,0.7088023802229716
23,ORIG-BASE,0.0020830796194747044,0.7138429046385055,0.001183722760149681,0.47630978539569824,0.0016334011898121927,0.5950763450171019
23,PHYS-BASE,0.0020830598282315298,0.7138456234038411,0.0011837175245291887,0.4763121016840315,0.0016333886763803592,0.5950788625439363
23,PHYS-BASE+MOD,0.0020572786499120504,0.7173872389205631,0.0011604144474810117,0.4866216047460131,0.001608846548696531,0.6020044218332881
23,PHYS-BASE+MOD+A,0.0020572838147835835,0.7173865294111319,0.0011604118535800075,0.4866227523125035,0.0016088478341817955,0.6020046408618177
23,PHYS-BASE+MOD+A+ASYM,0.0020572838147835835,0.7173865294111319,0.0009391471579880852,0.5845123594230714,0.0014982154863858344,0.6509494444171017
23,PHYS-BASE+MOD+A+ALIGN,0.0018255509251617096,0.7492201712815484,0.0009616737386736754,0.5745463857418303,0.0013936123319176926,0.6618832785116893
23,PHYS-FULL,0.0018255509251617096,0.7492201712815484,0.0007313872049998008,0.6764273398808742,0.0012784690650807552,0.7128237555812114
24,ORIG-BASE,0.0018195944837863848,0.720274913760697,0.001483192824543929,0.3893813883937085,0.0016513936541651569,0.5548281510772027
24,PHYS-BASE,0.0018195885206776432,0.7202758304655573,0.0014832273836489077,0.3893671606868646,0.0016514079521632754,0.554821495576211
24,PHYS-BASE+MOD,0.0016360085399506057,0.7484974624820614,0.0014725588969254578,0.39375929126032283,0.0015542837184380318,0.5711283768711921
24,PHYS-BASE+MOD+A,0.0016360106392691598,0.7484971397551743,0.0014725670257449165,0.39375594469042996,0.0015542888325070382,0.5711265422228021
24,PHYS-BASE+MOD+A+ASYM,0.0016360106392691598,0.7484971397551743,0.0011648568123744185,0.520437776045126,0.0014004337258217891,0.6344674579001501
24,PHYS-BASE+MOD+A+ALIGN,0.0015195037605175569,0.766407667071375,0.0011998402524925594,0.5060353738215853,0.0013596720065050581,0.6362215204464801
24,PHYS-FULL,0.0015195037605175569,0.766407667071375,0.000912025316438609,0.62452647878419,0.001215764538478083,0.6954670729277825
25,ORIG-BASE,0.0017300381285709312,0.7388429965399541,0.0012130442516238781,0.46968067834985505,0.0014715411900974047,0.6042618374449046
25,PHYS-BASE,0.0017300382675196821,0.7388429755650179,0.0012130327312943883,0.46968571481353905,0.0014715354994070352,0.6042643451892784
25,PHYS-BASE+MOD,0.001591469666298786,0.7597605264969108,0.0012155132164398455,0.46860129501768966,0.0014034914413693159,0.6141809107573002
25,PHYS-BASE+MOD+A,0.0015914700878934733,0.7597604628553047,0.0012155272940361193,0.468595140566773,0.0014034986909647962,0.6141778017110389
25,PHYS-BASE+MOD+A+ASYM,0.0015914700878934733,0.7597604628553047,0.0009453275547607238,0.5867212041879075,0.0012683988213270986,0.6732408335216061
25,PHYS-BASE+MOD+A+ALIGN,0.0014977398087655256,0.7739094682594505,0.0011744369298363878,0.48655904752201207,0.0013360883693009566,0.6302342578907313
25,PHYS-FULL,0.0014977398087655256,0.7739094682594505,0.000876545978963522,0.6167911695415789,0.0011871428938645238,0.6953503189005147
26,ORIG-BASE,0.001522316706860802,0.7654156390081404,0.0011922327569360242,0.4199609780335425,0.001357274731898413,0.5926883085208414
26,PHYS-BASE,0.0015223211471255187,0.7654149547768918,0.0011923221211076083,0.41991750103093284,0.0013573216341165634,0.5926662279039123
26,PHYS-BASE+MOD,0.0014987880142351107,0.7690413387719914,0.0011741720077896184,0.42874780192335504,0.0013364800110123645,0.5988945703476732
26,PHYS-BASE+MOD+A,0.0014987582519567426,0.7690459250483038,0.0011741790881626296,0.42874435721626036,0.001336468670059686,0.598895141132282
26,PHYS-BASE+MOD+A+ASYM,0.0014987582519567426,0.7690459250483038,0.0008614405011037971,0.5808963452516898,0.0011800993765302698,0.6749711351499967
26,PHYS-BASE+MOD+A+ALIGN,0.0013310774749398966,0.7948850213085225,0.0009571755949027916,0.5343197939432478,0.001144126534921344,0.6646024076258852
26,PHYS-FULL,0.0013310774749398966,0.7948850213085225,0.0006727266103834507,0.6727084683191894,0.0010019020426616737,0.7337967448138559
27,ORIG-BASE,0.0016863298899301748,0.7617063944621897,0.0014575178088449073,0.4477229787732513,0.001571923849387541,0.6047146866177204
27,PHYS-BASE,0.001686333050100306,0.7617059479016803,0.0014575182175932946,0.44772282389189033,0.0015719256338468002,0.6047143858967854
27,PHYS-BASE+MOD,0.00156563084246471,0.7787622572428203,0.0014405692760805907,0.4541450513767131,0.0015031000592726504,0.6164536543097667
27,PHYS-BASE+MOD+A,0.0015656449154703605,0.7787602686003385,0.001440573660372985,0.4541433900975651,0.0015031092879216727,0.6164518293489518
27,PHYS-BASE+MOD+A+ASYM,0.0015656449154703605,0.7787602686003385,0.0011946082980219118,0.5473436356244884,0.0013801266067461362,0.6630519521124134
27,PHYS-BASE+MOD+A+ALIGN,0.0013709963544823313,0.8062658638504497,0.0011513691321633512,0.5637276534222677,0.0012611827433228412,0.6849967586363588
27,PHYS-FULL,0.0013709963544823313,0.8062658638504497,0.0008625662495613284,0.6731597267439293,0.0011167813020218297,0.7397127952971896
28,ORIG-BASE,0.0020232960437212197,0.7216673178701662,0.0013602612294659137,0.386838161956379,0.0016917786365935666,0.5542527399132726
28,PHYS-BASE,0.002023287479477921,0.7216684960016686,0.0013603642748675475,0.3867917124167619,0.0016918258771727343,0.5542301042092153
28,PHYS-BASE+MOD,0.0019999831721610006,0.7248743295626174,0.001328197356528976,0.40129152050172934,0.0016640902643449882,0.5630829250321734
28,PHYS-BASE+MOD+A,0.001999984721365276,0.7248741164478918,0.0013282106886403123,0.40128551081644603,0.0016640977050027942,0.5630798136321689
