alpha_fast,alpha_small,omega1,omega2,omega3,omega4,beta,gamma
0.2850733513061216,0.4453323316255785,0.5847717374562756,0.8760005864275455,0.2543882920917511,0.24517478723291472,2.0397429571264874e-20,0.13500123488460922
0.2233573590965536,0.47021228260017334,0.6346238703310655,0.8962113103374038,0.1892656027257118,0.20741601019006803,5.385744584734258e-26,0.1670776257426873
0.234501119712424,0.48112552829133,0.5937769723113466,0.908091673236767,0.1875130101636416,0.23529891728050256,8.276084525348843e-23,0.193546790630517
0.24153520326744088,0.518447728585939,0.5859090391928289,0.8783790827490228,0.21255430784463558,0.2860105567068508,2.7691676775697505e-20,0.14770513294120746
0.2871414919580479,0.4517858249225105,0.5625833504991509,0.8528098549895361,0.24129850958087928,0.2794698690265016,2.31933790162996e-21,0.12968323659064201
0.32461210801478696,0.42127338717180907,0.5624353663903296,0.8017394302089595,0.2668406317229559,0.3280220287103636,2.746907215827928e-21,0.14832535198202218
0.2808671513629254,0.5439377481564014,0.5810041400270278,0.8452593790247874,0.21931241116250189,0.3237305334987235,3.6562379237585077e-20,0.12457511009313148
0.34920363363360923,0.378848166504447,0.6004001746165141,0.7971110318776476,0.30382362452479666,0.3396888596722348,7.82483887220669e-23,0.04918974736687494
0.3680684371637833,0.44324593919886507,0.5277493399510905,0.7181859756035803,0.2934179801374701,0.34240264430620865,2.5053679561747546e-21,0.08168977096904022
0.2549978338233103,0.4476798078708992,0.5805423734198811,0.8317962771245043,0.20427286774522957,0.27276759467948947,4.758533543522721e-24,0.09815331021157073
0.3450600057231602,0.4709220520834297,0.5396888817718062,0.7866625601136074,0.28802293506376914,0.34943117710501975,5.1912037652669975e-22,0.12125881808652504
0.2910078238330147,0.4519235750456575,0.5810018107214283,0.808507339712828,0.2450857999652039,0.3056236298314663,1.4728406451144177e-23,0.10434152447825507
0.2358011298822365,0.5683210574266193,0.5838491878225783,0.8819889179517715,0.1982935317029137,0.2671280960974051,1.6267101373915302e-19,0.1729424720671751
0.27789472349909344,0.5395819315450344,0.538106264787905,0.7692013855107879,0.23508907705107868,0.30679809308292955,1.0522790054362512e-20,0.09570502455757665
0.2774082324332836,0.4686828037579494,0.5941321376330028,0.8674789186538548,0.26516939269281525,0.2863200154252994,1.4015613771175593e-22,0.09826496345573861
0.3174259189864104,0.4906325746797216,0.5829329154285876,0.7758261208664371,0.25920988838041614,0.32922432168389915,7.656244852603e-21,0.09746157913045872
0.22654977842891852,0.49983537674978734,0.6243335723051774,0.8782793589631629,0.15287804690062232,0.2902660264673705,2.610895690802637e-26,0.16168748915202338
0.23313950937130953,0.4656460945757942,0.615914557106509,0.8757921933591057,0.18625291995316956,0.214537592395068,4.325795872443633e-21,0.16419113797572019
0.2467895180055243,0.5127660909068374,0.5640720910404764,0.8843922321469506,0.17430825263770114,0.30365397858729803,2.150561722115994e-23,0.15173165447902087
0.24580849044261624,0.5106574830657535,0.5915549723094525,0.8817889530137758,0.17845562857288177,0.24233203313989948,8.436089635792883e-26,0.14119486650473598
0.3032529817758428,0.4375332704175993,0.5951674306518205,0.7809992732402842,0.27876812304448945,0.2909579482933273,1.1479498789013663e-22,0.09166988950744367
0.21869433719505976,0.5266476108784216,0.597539670500274,0.8736270744640655,0.15051768289329465,0.2539554222906236,3.4677932313898294e-23,0.17438140820468065
0.2741674111484437,0.4630342057575906,0.6054750607357853,0.88807626861571,0.26215077316548685,0.31283037842349476,5.451246291233243e-22,0.13007298221073638
0.28023048443452353,0.4784065719230032,0.5710677658846673,0.845754083437603,0.2604732126351635,0.30262420015535496,3.459505033750496e-24,0.07571590176010577
0.31162090439415885,0.48044110498844494,0.5638986181812068,0.8113495360391145,0.22731775135112306,0.2841495346490322,2.2814164241713923e-19,0.1577964756269442
0.3103212266787931,0.5235895647428099,0.5403431091980657,0.7410737831333296,0.259030203262717,0.31642936275281813,1.5219054563249943e-24,0.10000074359912565
0.26375096739389764,0.4716875683742838,0.5746440219613769,0.9264945292597433,0.23703852200722947,0.27435655996155844,4.219620621027757e-20,0.15461062253902158
0.31366280897787013,0.46175900310639484,0.5370387090586021,0.807810431103897,0.26762737753615173,0.3519041312839389,2.9029001102301247e-25,0.09801877386320275
0.23637312078110373,0.4853534542204196,0.6094854854910853,0.891352399490981,0.181550658257806,0.2442671998754241,7.757409023883135e-25,0.15258077786956079
