[-5.  0. -1. -1. -1. -1.],[ 1.  0. -1. -1. -1. -1.],[ 5.  0. -1. -1. -1. -1.],[-2.e+00  0.e+00 -1.e+00  2.e+05 -1.e+00 -1.e+00],[ 3.e+00  0.e+00 -1.e+00  2.e+05 -1.e+00 -1.e+00],[-3.48440367 -1.01808917 -1.         -1.         -1.         -1.        ],[-0.76513761 -0.97406369 -1.         -1.         -1.         -1.        ],[ 4.00183486 -1.05110828 -1.         -1.         -1.         -1.        ],[ 2.10825688 -1.06211465 -1.         -1.         -1.         -1.        ],[-1.98715596  1.49136306 -1.         -1.         -1.         -1.        ],[ 3.01100917  1.45834395 -1.         -1.         -1.         -1.        ]
[-5.          0.         -3.48440367 -1.01808917 12.        ],[-2.          0.         -3.48440367 -1.01808917 14.        ],[-0.76513761 -0.97406369 -2.          0.         12.        ],[-0.76513761 -0.97406369  1.          0.         14.        ],[ 1.  0. -2.  0. 14.],[-3.48440367 -1.01808917 -0.76513761 -0.97406369 16.        ],[1. 0. 3. 0. 6.],[5. 0. 3. 0. 6.],[ 2.10825688 -1.06211465  1.          0.         12.        ],[ 2.10825688 -1.06211465  3.          0.         12.        ],[ 2.10825688 -1.06211465  4.00183486 -1.05110828 12.        ],[ 4.00183486 -1.05110828  3.          0.         12.        ],[ 4.00183486 -1.05110828  5.          0.         12.        ],[-5.  0. -2.  0. 12.],[-1.98715596  1.49136306 -5.          0.         10.        ],[-1.98715596  1.49136306  1.          0.         10.        ],[ 1.          0.          3.01100917  1.45834395 10.        ],[ 3.01100917  1.45834395  5.          0.         10.        ],[ 3.01100917  1.45834395  3.          0.         10.        ],[-1.98715596  1.49136306 -2.          0.         10.        ]
